context,method,error,ecdf,n_points
existing,fit_grid,0.003224645819479428,0.199,1000
existing,fit_grid,0.0032315059388737205,0.2,1000
existing,fit_grid,0.003234865068423789,0.201,1000
existing,fit_grid,0.0032413240152451878,0.202,1000
existing,fit_grid,0.0032479715743620016,0.203,1000
existing,fit_grid,0.0032501934103534055,0.204,1000
existing,fit_grid,0.0032624672127046705,0.205,1000
existing,fit_grid,0.0032655047000962815,0.206,1000
existing,fit_grid,0.003282657553042086,0.207,1000
existing,fit_grid,0.0032895103582061165,0.208,1000
existing,fit_grid,0.003312541546203484,0.209,1000
existing,fit_grid,0.0033227467956741157,0.21,1000
existing,fit_grid,0.003338058636051001,0.211,1000
existing,fit_grid,0.0033434906378288737,0.212,1000
existing,fit_grid,0.0033445782751855124,0.213,1000
existing,fit_grid,0.0033534326414345773,0.214,1000
existing,fit_grid,0.0033721133442182593,0.215,1000
existing,fit_grid,0.003401642399655258,0.216,1000
existing,fit_grid,0.003450020714278706,0.217,1000
existing,fit_grid,0.0034559678719503386,0.218,1000
existing,fit_grid,0.003457721657595098,0.219,1000
existing,fit_grid,0.0034689031808773922,0.22,1000
existing,fit_grid,0.003474395004716793,0.221,1000
existing,fit_grid,0.0035076434243907903,0.222,1000
existing,fit_grid,0.00350807539649004,0.223,1000
existing,fit_grid,0.0035246770489873727,0.224,1000
existing,fit_grid,0.0035304756001190516,0.225,1000
existing,fit_grid,0.003532693330086311,0.226,1000
existing,fit_grid,0.003536012431892147,0.227,1000
existing,fit_grid,0.0035413705631525266,0.228,1000
existing,fit_grid,0.003544045087682584,0.229,1000
existing,fit_grid,0.0035527527887987795,0.23,1000
existing,fit_grid,0.003570908570232148,0.231,1000
existing,fit_grid,0.003581185689980206,0.232,1000
existing,fit_grid,0.0035925186857743256,0.233,1000
existing,fit_grid,0.0036018402599851296,0.234,1000
existing,fit_grid,0.0036111820712827,0.235,1000
existing,fit_grid,0.0036123248438884484,0.236,1000
existing,fit_grid,0.0036126699869420786,0.237,1000
existing,fit_grid,0.0036164177878709185,0.238,1000
existing,fit_grid,0.0036202305646994572,0.239,1000
existing,fit_grid,0.003621847911381763,0.24,1000
existing,fit_grid,0.003627184440011667,0.241,1000
existing,fit_grid,0.0036293568539926806,0.242,1000
existing,fit_grid,0.003641525397246472,0.243,1000
existing,fit_grid,0.003654943357728479,0.244,1000
existing,fit_grid,0.003657591021295498,0.245,1000
existing,fit_grid,0.003662288026465557,0.246,1000
existing,fit_grid,0.0036693973584124486,0.247,1000
existing,fit_grid,0.0037055467097634317,0.248,1000
existing,fit_grid,0.0037086351685673836,0.249,1000
existing,fit_grid,0.0037138316938404407,0.25,1000
existing,fit_grid,0.0037157429375482324,0.251,1000
existing,fit_grid,0.0037160519781192464,0.252,1000
existing,fit_grid,0.00372382382145002,0.253,1000
existing,fit_grid,0.0037286831535298754,0.254,1000
existing,fit_grid,0.0037288028590260615,0.255,1000
existing,fit_grid,0.00376682445324399,0.256,1000
existing,fit_grid,0.003770170157107471,0.257,1000
existing,fit_grid,0.003775712867938097,0.258,1000
existing,fit_grid,0.003789296550377868,0.259,1000
existing,fit_grid,0.003811435577412148,0.26,1000
existing,fit_grid,0.0038207897568388726,0.261,1000
existing,fit_grid,0.003826943191345467,0.262,1000
existing,fit_grid,0.003829964995029373,0.263,1000
existing,fit_grid,0.003830978712534654,0.264,1000
existing,fit_grid,0.0038370130421289685,0.265,1000
existing,fit_grid,0.0038372642804551846,0.266,1000
existing,fit_grid,0.003840021612496964,0.267,1000
existing,fit_grid,0.0038433644009589333,0.268,1000
existing,fit_grid,0.0038528904647333493,0.269,1000
existing,fit_grid,0.0038565797582755593,0.27,1000
existing,fit_grid,0.0038593254627215805,0.271,1000
existing,fit_grid,0.0038639196122872282,0.272,1000
existing,fit_grid,0.0038706634573674914,0.273,1000
existing,fit_grid,0.003881469263009993,0.274,1000
existing,fit_grid,0.003882094389653828,0.275,1000
existing,fit_grid,0.0038865152269249065,0.276,1000
existing,fit_grid,0.0038920339753844555,0.277,1000
existing,fit_grid,0.003902472894765947,0.278,1000
existing,fit_grid,0.0039055449313828597,0.279,1000
existing,fit_grid,0.003906637045778129,0.28,1000
existing,fit_grid,0.003906694354661953,0.281,1000
existing,fit_grid,0.003934900182114104,0.282,1000
existing,fit_grid,0.003937271182509153,0.283,1000
existing,fit_grid,0.003942875693035054,0.284,1000
existing,fit_grid,0.0039666075009808545,0.285,1000
existing,fit_grid,0.003982591440340693,0.286,1000
existing,fit_grid,0.003988530382521724,0.287,1000
existing,fit_grid,0.004005123941150732,0.288,1000
existing,fit_grid,0.00400896135447073,0.289,1000
existing,fit_grid,0.004014069194253908,0.29,1000
existing,fit_grid,0.004033482418248151,0.291,1000
existing,fit_grid,0.0040465246214640704,0.292,1000
existing,fit_grid,0.0040531865076990905,0.293,1000
existing,fit_grid,0.004054604005087142,0.294,1000
existing,fit_grid,0.004084942577161644,0.295,1000
existing,fit_grid,0.004089917553620645,0.296,1000
existing,fit_grid,0.004095146691982664,0.297,1000
existing,fit_grid,0.0040971471574220535,0.298,1000
existing,fit_grid,0.004102865108581761,0.299,1000
existing,fit_grid,0.004104504650265526,0.3,1000
existing,fit_grid,0.004107331273293482,0.301,1000
existing,fit_grid,0.0041107191937100685,0.302,1000
existing,fit_grid,0.004119955411671296,0.303,1000
existing,fit_grid,0.004123073170804663,0.304,1000
existing,fit_grid,0.004133590077661452,0.305,1000
existing,fit_grid,0.004149905488932561,0.306,1000
existing,fit_grid,0.004154244695441881,0.307,1000
existing,fit_grid,0.004160286955872648,0.308,1000
existing,fit_grid,0.004163665169468417,0.309,1000
existing,fit_grid,0.004164532856336527,0.31,1000
existing,fit_grid,0.004172815830850929,0.311,1000
existing,fit_grid,0.004178622987491181,0.312,1000
existing,fit_grid,0.004180867266537624,0.313,1000
existing,fit_grid,0.004187005329949045,0.314,1000
existing,fit_grid,0.0041923255379265455,0.315,1000
existing,fit_grid,0.004206083691242629,0.316,1000
existing,fit_grid,0.004209032371695384,0.317,1000
existing,fit_grid,0.004212772820076946,0.318,1000
existing,fit_grid,0.00421644290478465,0.319,1000
existing,fit_grid,0.004227949505096419,0.32,1000
existing,fit_grid,0.0042306042315642094,0.321,1000
existing,fit_grid,0.004288793879413851,0.322,1000
existing,fit_grid,0.004312521217134763,0.323,1000
existing,fit_grid,0.0043196151378900195,0.324,1000
existing,fit_grid,0.0043236389811868725,0.325,1000
existing,fit_grid,0.004342786952822148,0.326,1000
existing,fit_grid,0.004364330679282789,0.327,1000
existing,fit_grid,0.004394978574725006,0.328,1000
existing,fit_grid,0.0044011611113331,0.329,1000
existing,fit_grid,0.004403275876061335,0.33,1000
existing,fit_grid,0.0044053223384206905,0.331,1000
existing,fit_grid,0.004420550335891533,0.332,1000
existing,fit_grid,0.004423468598558736,0.333,1000
existing,fit_grid,0.004436842696381198,0.334,1000
existing,fit_grid,0.0044422826265482366,0.335,1000
existing,fit_grid,0.004466516099496134,0.336,1000
existing,fit_grid,0.004466789492645606,0.337,1000
existing,fit_grid,0.004470825735625363,0.338,1000
existing,fit_grid,0.004485621124181977,0.339,1000
existing,fit_grid,0.004486006106436507,0.34,1000
existing,fit_grid,0.004502723215193339,0.341,1000
existing,fit_grid,0.004505601840124207,0.342,1000
existing,fit_grid,0.0045080119849599445,0.343,1000
existing,fit_grid,0.004510922851058892,0.344,1000
existing,fit_grid,0.0045172098574134305,0.345,1000
existing,fit_grid,0.004543070242179125,0.346,1000
existing,fit_grid,0.004555793160736323,0.347,1000
existing,fit_grid,0.004564675916732849,0.348,1000
existing,fit_grid,0.004571660059456693,0.349,1000
existing,fit_grid,0.004583742795779462,0.35,1000
existing,fit_grid,0.004595533694910423,0.351,1000
existing,fit_grid,0.004625828295686193,0.352,1000
existing,fit_grid,0.004628187082021873,0.353,1000
existing,fit_grid,0.004645522141973553,0.354,1000
existing,fit_grid,0.0046477881865414124,0.355,1000
existing,fit_grid,0.004660777892851024,0.356,1000
existing,fit_grid,0.0046657703556510595,0.357,1000
existing,fit_grid,0.004678084461553014,0.358,1000
existing,fit_grid,0.0046784649109269235,0.359,1000
existing,fit_grid,0.004678497196142338,0.36,1000
existing,fit_grid,0.004681755788931744,0.361,1000
existing,fit_grid,0.004689295735679919,0.362,1000
existing,fit_grid,0.004701590659571541,0.363,1000
existing,fit_grid,0.004702271804779711,0.364,1000
existing,fit_grid,0.004714388465303767,0.365,1000
existing,fit_grid,0.004724298568551888,0.366,1000
existing,fit_grid,0.004731920259202423,0.367,1000
existing,fit_grid,0.004734602307700103,0.368,1000
existing,fit_grid,0.004736113333629892,0.369,1000
existing,fit_grid,0.00474146485889586,0.37,1000
existing,fit_grid,0.004744006990107771,0.371,1000
existing,fit_grid,0.004753773357529863,0.372,1000
existing,fit_grid,0.004760261060096656,0.373,1000
existing,fit_grid,0.0047649038409301875,0.374,1000
existing,fit_grid,0.004772407065443644,0.375,1000
existing,fit_grid,0.0047816379791378125,0.376,1000
existing,fit_grid,0.004789665986589251,0.377,1000
existing,fit_grid,0.004796593153342668,0.378,1000
existing,fit_grid,0.00480026579776485,0.379,1000
existing,fit_grid,0.004800673240675277,0.38,1000
existing,fit_grid,0.004805170149521612,0.381,1000
existing,fit_grid,0.004823446162671963,0.382,1000
existing,fit_grid,0.004836131414098119,0.383,1000
existing,fit_grid,0.00488553768388467,0.384,1000
existing,fit_grid,0.004886593529564146,0.385,1000
existing,fit_grid,0.004905612714416335,0.386,1000
existing,fit_grid,0.004907246183717953,0.387,1000
existing,fit_grid,0.004910725478615235,0.388,1000
existing,fit_grid,0.004925439858773893,0.389,1000
existing,fit_grid,0.004931067513588193,0.39,1000
existing,fit_grid,0.004941031001041148,0.391,1000
existing,fit_grid,0.004941268340614161,0.392,1000
existing,fit_grid,0.0050019051210730735,0.393,1000
existing,fit_grid,0.005004609469053566,0.394,1000
existing,fit_grid,0.005016748638723182,0.395,1000
existing,fit_grid,0.005060959635872977,0.396,1000
existing,fit_grid,0.00506727127157014,0.397,1000
existing,fit_grid,0.005068569134607688,0.398,1000
existing,fit_grid,0.005074056302576491,0.399,1000
existing,fit_grid,0.005079611260890645,0.4,1000
existing,fit_grid,0.005092454505504528,0.401,1000
existing,fit_grid,0.0051170798666368145,0.402,1000
existing,fit_grid,0.0051189024139191635,0.403,1000
existing,fit_grid,0.0051282729253878875,0.404,1000
existing,fit_grid,0.005128918604823389,0.405,1000
existing,fit_grid,0.005136927502178695,0.406,1000
existing,fit_grid,0.005143901006208539,0.407,1000
existing,fit_grid,0.005150371084672057,0.408,1000
existing,fit_grid,0.005151448020605825,0.409,1000
existing,fit_grid,0.005154837588520009,0.41,1000
existing,fit_grid,0.00515907594766592,0.411,1000
existing,fit_grid,0.005161684354733994,0.412,1000
existing,fit_grid,0.005179541192784135,0.413,1000
existing,fit_grid,0.005187491047478315,0.414,1000
existing,fit_grid,0.005188739768017324,0.415,1000
existing,fit_grid,0.0051989317725224275,0.416,1000
existing,fit_grid,0.005199313610107007,0.417,1000
existing,fit_grid,0.005214153891819656,0.418,1000
existing,fit_grid,0.005225405920456376,0.419,1000
existing,fit_grid,0.005226828767527711,0.42,1000
existing,fit_grid,0.005251452063377696,0.421,1000
existing,fit_grid,0.005277494213576487,0.422,1000
existing,fit_grid,0.0052803256692387016,0.423,1000
existing,fit_grid,0.005280683095953523,0.424,1000
existing,fit_grid,0.00528783420237107,0.425,1000
existing,fit_grid,0.005318616188484546,0.426,1000
existing,fit_grid,0.00531934079081632,0.427,1000
existing,fit_grid,0.0053233936550919495,0.428,1000
existing,fit_grid,0.005338099058603215,0.429,1000
existing,fit_grid,0.0053451442344237725,0.43,1000
existing,fit_grid,0.005369467850963022,0.431,1000
existing,fit_grid,0.005380612562011583,0.432,1000
existing,fit_grid,0.0053815335480832055,0.433,1000
existing,fit_grid,0.005383507882240141,0.434,1000
existing,fit_grid,0.00538842933497542,0.435,1000
existing,fit_grid,0.005389076337181915,0.436,1000
existing,fit_grid,0.0054203547374571046,0.437,1000
existing,fit_grid,0.005420860271458594,0.438,1000
existing,fit_grid,0.0054225719830139135,0.439,1000
existing,fit_grid,0.0054409203376289406,0.44,1000
existing,fit_grid,0.005443017796175085,0.441,1000
existing,fit_grid,0.005450731409753515,0.442,1000
existing,fit_grid,0.0054593466661871865,0.443,1000
existing,fit_grid,0.005464978720484487,0.444,1000
existing,fit_grid,0.00548432376298205,0.445,1000
existing,fit_grid,0.005508248296121152,0.446,1000
existing,fit_grid,0.0055209115705801524,0.447,1000
existing,fit_grid,0.005524425754061264,0.448,1000
existing,fit_grid,0.005539545288611381,0.449,1000
existing,fit_grid,0.005547472530192465,0.45,1000
existing,fit_grid,0.005574284368222331,0.451,1000
existing,fit_grid,0.005587665558004824,0.452,1000
existing,fit_grid,0.005597711079846536,0.453,1000
existing,fit_grid,0.0056099778058794295,0.454,1000
existing,fit_grid,0.005621319866562471,0.455,1000
existing,fit_grid,0.005626452141988898,0.456,1000
existing,fit_grid,0.005631402802811707,0.457,1000
existing,fit_grid,0.005660229884105791,0.458,1000
existing,fit_grid,0.00566673630230645,0.459,1000
existing,fit_grid,0.005685155939900299,0.46,1000
existing,fit_grid,0.00569833893844157,0.461,1000
existing,fit_grid,0.005718268640489521,0.462,1000
existing,fit_grid,0.005739550300732039,0.463,1000
existing,fit_grid,0.005741027141346927,0.464,1000
existing,fit_grid,0.005753516742676045,0.465,1000
existing,fit_grid,0.00578709929071411,0.466,1000
existing,fit_grid,0.005798553141240718,0.467,1000
existing,fit_grid,0.005806215596366725,0.468,1000
existing,fit_grid,0.005822077338647561,0.469,1000
existing,fit_grid,0.00582440830840902,0.47,1000
existing,fit_grid,0.00584960979340347,0.471,1000
existing,fit_grid,0.005850469458224757,0.472,1000
existing,fit_grid,0.005850557094568216,0.473,1000
existing,fit_grid,0.00585751198794493,0.474,1000
existing,fit_grid,0.005874430930459878,0.475,1000
existing,fit_grid,0.005886230196124855,0.476,1000
existing,fit_grid,0.005886498467787417,0.477,1000
existing,fit_grid,0.005886948769111881,0.478,1000
existing,fit_grid,0.005895043494440614,0.479,1000
existing,fit_grid,0.005896731632569928,0.48,1000
existing,fit_grid,0.005926643922815403,0.481,1000
existing,fit_grid,0.005943274716120904,0.482,1000
existing,fit_grid,0.005977557412046096,0.483,1000
existing,fit_grid,0.005979931907460766,0.484,1000
existing,fit_grid,0.005986619981742707,0.485,1000
existing,fit_grid,0.006002863595264964,0.486,1000
existing,fit_grid,0.006013281178454122,0.487,1000
existing,fit_grid,0.006031168697404608,0.488,1000
existing,fit_grid,0.00603223062444533,0.489,1000
existing,fit_grid,0.006033050265119946,0.49,1000
existing,fit_grid,0.006041369960683386,0.491,1000
existing,fit_grid,0.006042290651401903,0.492,1000
existing,fit_grid,0.006050865560897847,0.493,1000
existing,fit_grid,0.006078968874631933,0.494,1000
existing,fit_grid,0.006078986861503022,0.495,1000
existing,fit_grid,0.006110586073783569,0.496,1000
existing,fit_grid,0.006119230922748552,0.497,1000
existing,fit_grid,0.0061217678172578345,0.498,1000
existing,fit_grid,0.0061272005555199766,0.499,1000
existing,fit_grid,0.006134200098586619,0.5,1000
existing,fit_grid,0.0061425504285919225,0.501,1000
existing,fit_grid,0.00614436633431262,0.502,1000
existing,fit_grid,0.006153551761330643,0.503,1000
existing,fit_grid,0.006171965124346148,0.504,1000
existing,fit_grid,0.006191977420493264,0.505,1000
existing,fit_grid,0.006198979920958558,0.506,1000
existing,fit_grid,0.006205517594044388,0.507,1000
existing,fit_grid,0.0062070692977995254,0.508,1000
existing,fit_grid,0.006207103741755515,0.509,1000
existing,fit_grid,0.006232283149569706,0.51,1000
existing,fit_grid,0.0062358800938337785,0.511,1000
existing,fit_grid,0.006238956133947836,0.512,1000
existing,fit_grid,0.006239676943572778,0.513,1000
existing,fit_grid,0.0062522928670493225,0.514,1000
existing,fit_grid,0.006273449526221289,0.515,1000
existing,fit_grid,0.006277104879956199,0.516,1000
existing,fit_grid,0.00629706091984548,0.517,1000
existing,fit_grid,0.006304229657024529,0.518,1000
existing,fit_grid,0.006305887704070242,0.519,1000
existing,fit_grid,0.006328691735404845,0.52,1000
existing,fit_grid,0.006329609379012745,0.521,1000
existing,fit_grid,0.006335178297938788,0.522,1000
existing,fit_grid,0.006342243084650209,0.523,1000
existing,fit_grid,0.006348152284792477,0.524,1000
existing,fit_grid,0.006359148529773359,0.525,1000
existing,fit_grid,0.006379310375827456,0.526,1000
existing,fit_grid,0.0063933584786223215,0.527,1000
existing,fit_grid,0.006396433332978278,0.528,1000
existing,fit_grid,0.006405818663860232,0.529,1000
existing,fit_grid,0.006405871235131151,0.53,1000
existing,fit_grid,0.006420849733257253,0.531,1000
existing,fit_grid,0.0064370789533769466,0.532,1000
existing,fit_grid,0.006438012393899967,0.533,1000
existing,fit_grid,0.006440864989465674,0.534,1000
existing,fit_grid,0.006452882567129151,0.535,1000
existing,fit_grid,0.006453040314772478,0.536,1000
existing,fit_grid,0.006459856381173463,0.537,1000
existing,fit_grid,0.006460251366122298,0.538,1000
existing,fit_grid,0.006469757495699486,0.539,1000
existing,fit_grid,0.006477376977039053,0.54,1000
existing,fit_grid,0.0064964870579262,0.541,1000
existing,fit_grid,0.006528302369672462,0.542,1000
existing,fit_grid,0.006541500929315059,0.543,1000
existing,fit_grid,0.006548109214783129,0.544,1000
existing,fit_grid,0.006567782877899827,0.545,1000
existing,fit_grid,0.00664711230390883,0.546,1000
existing,fit_grid,0.006666473102953791,0.547,1000
existing,fit_grid,0.006669816367169236,0.548,1000
existing,fit_grid,0.006692536542742127,0.549,1000
existing,fit_grid,0.006711903414594959,0.55,1000
existing,fit_grid,0.006722828511797647,0.551,1000
existing,fit_grid,0.006764005469273612,0.552,1000
existing,fit_grid,0.006793903842051281,0.553,1000
existing,fit_grid,0.006794260963263248,0.554,1000
existing,fit_grid,0.006794767941722336,0.555,1000
existing,fit_grid,0.006795805573631479,0.556,1000
existing,fit_grid,0.0068034111474786045,0.557,1000
existing,fit_grid,0.006811547863598226,0.558,1000
existing,fit_grid,0.006814443201176712,0.559,1000
existing,fit_grid,0.006831343360078066,0.56,1000
existing,fit_grid,0.006833131051082059,0.561,1000
existing,fit_grid,0.006850272529109984,0.562,1000
existing,fit_grid,0.006853049674574556,0.563,1000
existing,fit_grid,0.006869790838360742,0.564,1000
existing,fit_grid,0.006888933487530934,0.565,1000
existing,fit_grid,0.006903488832376458,0.566,1000
existing,fit_grid,0.006908064207082343,0.567,1000
existing,fit_grid,0.006908638437680637,0.568,1000
existing,fit_grid,0.00692188312971721,0.569,1000
existing,fit_grid,0.007005124314397807,0.57,1000
existing,fit_grid,0.007048305998372369,0.571,1000
existing,fit_grid,0.007053001189834311,0.572,1000
existing,fit_grid,0.00707449599792987,0.573,1000
existing,fit_grid,0.007096608763497497,0.574,1000
existing,fit_grid,0.007099773833483317,0.575,1000
existing,fit_grid,0.007137041064958383,0.576,1000
existing,fit_grid,0.007143084785718784,0.577,1000
existing,fit_grid,0.007152518188077852,0.578,1000
existing,fit_grid,0.007185641068865503,0.579,1000
existing,fit_grid,0.007201160773297025,0.58,1000
existing,fit_grid,0.007231387863660829,0.581,1000
existing,fit_grid,0.0072380125679579466,0.582,1000
existing,fit_grid,0.007259862857582961,0.583,1000
existing,fit_grid,0.007272499422276542,0.584,1000
existing,fit_grid,0.007284330852264327,0.585,1000
existing,fit_grid,0.007285524795319478,0.586,1000
existing,fit_grid,0.007324733541396478,0.587,1000
existing,fit_grid,0.00733982745611488,0.588,1000
existing,fit_grid,0.007373381890345906,0.589,1000
existing,fit_grid,0.007394345007179623,0.59,1000
existing,fit_grid,0.00741576701531592,0.591,1000
existing,fit_grid,0.007418378066579486,0.592,1000
existing,fit_grid,0.007421534527182258,0.593,1000
existing,fit_grid,0.007425083719101402,0.594,1000
existing,fit_grid,0.007452087876290194,0.595,1000
existing,fit_grid,0.007453434489065148,0.596,1000
existing,fit_grid,0.007460054818075605,0.597,1000
existing,fit_grid,0.007462182039148677,0.598,1000
existing,fit_grid,0.007473043117291764,0.599,1000
existing,fit_grid,0.007476705726120091,0.6,1000
existing,fit_grid,0.007481520547848615,0.601,1000
existing,fit_grid,0.007489489785188242,0.602,1000
existing,fit_grid,0.007498519798513399,0.603,1000
existing,fit_grid,0.007504194018760471,0.604,1000
existing,fit_grid,0.007529156641298474,0.605,1000
existing,fit_grid,0.007531456193581261,0.606,1000
existing,fit_grid,0.007558077357842123,0.607,1000
existing,fit_grid,0.007559883349482512,0.608,1000
existing,fit_grid,0.00758791334067894,0.609,1000
existing,fit_grid,0.007605501830251539,0.61,1000
existing,fit_grid,0.007617134812135624,0.611,1000
existing,fit_grid,0.00762026529248569,0.612,1000
existing,fit_grid,0.0076207873781400865,0.613,1000
existing,fit_grid,0.007633520659437575,0.614,1000
existing,fit_grid,0.00763761870756812,0.615,1000
existing,fit_grid,0.007676163099220421,0.616,1000
existing,fit_grid,0.007705616977508441,0.617,1000
existing,fit_grid,0.007708917718927583,0.618,1000
existing,fit_grid,0.007711175572820671,0.619,1000
existing,fit_grid,0.007742873284381481,0.62,1000
existing,fit_grid,0.007796513133613578,0.621,1000
existing,fit_grid,0.0078133458868472,0.622,1000
existing,fit_grid,0.007826321758305778,0.623,1000
existing,fit_grid,0.007841418457540555,0.624,1000
existing,fit_grid,0.007868580059464983,0.625,1000
existing,fit_grid,0.007927801182710616,0.626,1000
existing,fit_grid,0.007945530127465534,0.627,1000
existing,fit_grid,0.00795516482170862,0.628,1000
existing,fit_grid,0.007963545832316333,0.629,1000
existing,fit_grid,0.007964963255594096,0.63,1000
existing,fit_grid,0.007989187565399633,0.631,1000
existing,fit_grid,0.007995442329176445,0.632,1000
existing,fit_grid,0.008014005177192442,0.633,1000
existing,fit_grid,0.008019729861120824,0.634,1000
existing,fit_grid,0.00805054704792035,0.635,1000
existing,fit_grid,0.008053280811272647,0.636,1000
existing,fit_grid,0.008055505836187997,0.637,1000
existing,fit_grid,0.008068679085533702,0.638,1000
existing,fit_grid,0.008135622086533565,0.639,1000
existing,fit_grid,0.008154475724772183,0.64,1000
existing,fit_grid,0.008155453654401016,0.641,1000
existing,fit_grid,0.008187514378530379,0.642,1000
existing,fit_grid,0.008200113282974902,0.643,1000
existing,fit_grid,0.008204157067872492,0.644,1000
existing,fit_grid,0.008221839975713949,0.645,1000
existing,fit_grid,0.008227494066855358,0.646,1000
existing,fit_grid,0.008240070764456858,0.647,1000
existing,fit_grid,0.008243011757971751,0.648,1000
existing,fit_grid,0.008243512126868215,0.649,1000
existing,fit_grid,0.008255326636012103,0.65,1000
existing,fit_grid,0.008261484657802213,0.651,1000
existing,fit_grid,0.008267489861797452,0.652,1000
existing,fit_grid,0.008292544900698608,0.653,1000
existing,fit_grid,0.008294090941299336,0.654,1000
existing,fit_grid,0.008299456587900338,0.655,1000
existing,fit_grid,0.008322888511955295,0.656,1000
existing,fit_grid,0.008381532468521333,0.657,1000
existing,fit_grid,0.008386904845829714,0.658,1000
existing,fit_grid,0.008388487315859611,0.659,1000
existing,fit_grid,0.008411593468585063,0.66,1000
existing,fit_grid,0.008456568445515096,0.661,1000
existing,fit_grid,0.00849377453936679,0.662,1000
existing,fit_grid,0.00851833633724449,0.663,1000
existing,fit_grid,0.008519115023467517,0.664,1000
existing,fit_grid,0.008526626054717233,0.665,1000
existing,fit_grid,0.008543507468736196,0.666,1000
existing,fit_grid,0.008560249967903787,0.667,1000
existing,fit_grid,0.008570226988869384,0.668,1000
existing,fit_grid,0.008579250430562277,0.669,1000
existing,fit_grid,0.008591447661088016,0.67,1000
existing,fit_grid,0.008596884023342388,0.671,1000
existing,fit_grid,0.008621953647330517,0.672,1000
existing,fit_grid,0.008641551200106873,0.673,1000
existing,fit_grid,0.008665612215841677,0.674,1000
existing,fit_grid,0.008684989416454689,0.675,1000
existing,fit_grid,0.008732425041070404,0.676,1000
existing,fit_grid,0.008778369626798913,0.677,1000
existing,fit_grid,0.008787430810397122,0.678,1000
existing,fit_grid,0.008793050381546954,0.679,1000
existing,fit_grid,0.008811394958120975,0.68,1000
existing,fit_grid,0.0088717676657689,0.681,1000
existing,fit_grid,0.008878093451070662,0.682,1000
existing,fit_grid,0.008915309049357643,0.683,1000
existing,fit_grid,0.008926256030994987,0.684,1000
existing,fit_grid,0.00893214887391366,0.685,1000
existing,fit_grid,0.00894643384761292,0.686,1000
existing,fit_grid,0.008963648472721332,0.687,1000
existing,fit_grid,0.008995821686219586,0.688,1000
existing,fit_grid,0.009006410465567124,0.689,1000
existing,fit_grid,0.009018951758503885,0.69,1000
existing,fit_grid,0.009070768764726386,0.691,1000
existing,fit_grid,0.00908330253265657,0.692,1000
existing,fit_grid,0.009085640984525396,0.693,1000
existing,fit_grid,0.00908741901287429,0.694,1000
existing,fit_grid,0.009102314686441229,0.695,1000
existing,fit_grid,0.009118858889503327,0.696,1000
existing,fit_grid,0.009154849592286352,0.697,1000
existing,fit_grid,0.009176762517582442,0.698,1000
existing,fit_grid,0.009198053527155732,0.699,1000
existing,fit_grid,0.009212358129128868,0.7,1000
existing,fit_grid,0.009227716840297613,0.701,1000
existing,fit_grid,0.009240859823938824,0.702,1000
existing,fit_grid,0.009259702804691693,0.703,1000
existing,fit_grid,0.009267965932315316,0.704,1000
existing,fit_grid,0.009329494208246266,0.705,1000
existing,fit_grid,0.009345239634144216,0.706,1000
existing,fit_grid,0.009383464813723427,0.707,1000
existing,fit_grid,0.009390757010921826,0.708,1000
existing,fit_grid,0.009414928867263719,0.709,1000
existing,fit_grid,0.009433094269225803,0.71,1000
existing,fit_grid,0.00948572993713338,0.711,1000
existing,fit_grid,0.009508124873786371,0.712,1000
existing,fit_grid,0.009518457365794578,0.713,1000
existing,fit_grid,0.00952142524575505,0.714,1000
existing,fit_grid,0.009531603291150522,0.715,1000
existing,fit_grid,0.00955251490075972,0.716,1000
existing,fit_grid,0.009591377758190406,0.717,1000
existing,fit_grid,0.009602565820223717,0.718,1000
existing,fit_grid,0.009642003383867922,0.719,1000
existing,fit_grid,0.009692773298183749,0.72,1000
existing,fit_grid,0.009709043246639956,0.721,1000
existing,fit_grid,0.009789921458816889,0.722,1000
existing,fit_grid,0.009796392479026757,0.723,1000
existing,fit_grid,0.009797753219570573,0.724,1000
existing,fit_grid,0.009837657350227916,0.725,1000
existing,fit_grid,0.009846134663606199,0.726,1000
existing,fit_grid,0.009851941311577026,0.727,1000
existing,fit_grid,0.009889270609317876,0.728,1000
existing,fit_grid,0.009891622294024157,0.729,1000
existing,fit_grid,0.009901702820960786,0.73,1000
existing,fit_grid,0.009940800979234499,0.731,1000
existing,fit_grid,0.009956441300445047,0.732,1000
existing,fit_grid,0.009959124498146298,0.733,1000
existing,fit_grid,0.009982498271442264,0.734,1000
existing,fit_grid,0.010041202983748488,0.735,1000
existing,fit_grid,0.010064979443505115,0.736,1000
existing,fit_grid,0.010078954626226662,0.737,1000
existing,fit_grid,0.010088416891269733,0.738,1000
existing,fit_grid,0.010090129538920389,0.739,1000
existing,fit_grid,0.010175100337318077,0.74,1000
existing,fit_grid,0.010179117981383105,0.741,1000
existing,fit_grid,0.010249907651140608,0.742,1000
existing,fit_grid,0.0102650921966264,0.743,1000
existing,fit_grid,0.010271302680701175,0.744,1000
existing,fit_grid,0.01031097239712387,0.745,1000
existing,fit_grid,0.01032825280820626,0.746,1000
existing,fit_grid,0.010362589678850929,0.747,1000
existing,fit_grid,0.010387978272877752,0.748,1000
existing,fit_grid,0.010394962868044045,0.749,1000
existing,fit_grid,0.010415197836031133,0.75,1000
existing,fit_grid,0.010443127992126766,0.751,1000
existing,fit_grid,0.010456904934866767,0.752,1000
existing,fit_grid,0.010467577898734155,0.753,1000
