split,group,n,recall5,recall15,within_recall5,within_recall15,log_radius5,log_radius15,abs_log_radius5,abs_log_radius15,within_log_radius15,within_abs_log_radius15,wrong_turn15,wrong_branch15,bridge_near_recall15,bridge_edge_loss15,bridge_true_edges15,bridge_cross_edge_loss15,bridge_cross_true_edges15,log_radius15_q10,log_radius15_q90,scale,method,condition,seed
reference,all,2666,1.0,1.0,1.0,1.0,-3.593857727887018e-17,1.3151103945106976e-16,1.0067923822297521e-14,4.928540696338608e-15,1.3151103945106976e-16,4.928540696338608e-15,0.0,0.0,,,0,,0,-7.549516567451093e-15,8.215650382226125e-15,1.0000000000000002,pca,disconnected,0
reference,internal,2666,1.0,1.0,1.0,1.0,-3.593857727887018e-17,1.3151103945106976e-16,1.0067923822297521e-14,4.928540696338608e-15,1.3151103945106976e-16,4.928540696338608e-15,0.0,0.0,,,0,,0,-7.549516567451093e-15,8.215650382226125e-15,1.0000000000000002,pca,disconnected,0
reference,A_spiral,1334,1.0,1.0,1.0,1.0,-4.0863531116470536e-17,1.2608604814891216e-16,1.4572301386562364e-14,6.961364684765459e-15,1.2608604814891216e-16,6.961364684765459e-15,0.0,0.0,,,0,,0,-1.114663916723663e-14,1.192379528447412e-14,1.0000000000000002,pca,disconnected,0
reference,B_tree,1332,1.0,1.0,1.0,1.0,-3.1006228615687777e-17,1.369441763858132e-16,5.556782928356605e-15,2.892664419640845e-15,1.369441763858132e-16,2.892664419640845e-15,0.0,0.0,,,0,,0,-4.540812170716901e-15,4.6629367034256464e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_0,180,1.0,1.0,1.0,1.0,7.746889549606154e-16,2.2574534834043783e-16,7.418756966772981e-15,3.420720496983954e-15,2.2574534834043783e-16,3.420720496983954e-15,0.0,0.0,,,0,,0,-5.662137425588314e-15,5.595524044110771e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_1,170,1.0,1.0,1.0,1.0,-1.1036923009510281e-16,1.632680918566372e-16,3.8929643822297414e-15,2.062402536333085e-15,1.632680918566372e-16,2.062402536333085e-15,0.0,0.0,,,0,,0,-3.363975764614229e-15,3.330669073875464e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_2,170,1.0,1.0,1.0,1.0,8.405041368779686e-16,-2.4555521015239256e-16,4.350115039428329e-15,2.3771834174326887e-15,-2.4555521015239256e-16,2.3771834174326887e-15,0.0,0.0,,,0,,0,-4.329869796038121e-15,3.5749181392929965e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_3,212,1.0,1.0,1.0,1.0,-1.1311706288634004e-15,3.440643996125984e-16,5.9889200517043895e-15,3.2149335604593546e-15,3.440643996125984e-16,3.2149335604593546e-15,0.0,0.0,,,0,,0,-4.996003610813217e-15,5.551115123125767e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_4,194,1.0,1.0,1.0,1.0,2.151772460098105e-16,-8.584198644009335e-17,4.0746329563562436e-15,2.196410293047089e-15,-8.584198644009335e-17,2.196410293047089e-15,0.0,0.0,,,0,,0,-3.785860513971791e-15,3.330669073875464e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_5,194,1.0,1.0,1.0,1.0,5.390876748437304e-16,-2.4951404058586683e-16,5.774304287870013e-15,2.886579864025407e-15,-2.4951404058586683e-16,2.886579864025407e-15,0.0,0.0,,,0,,0,-4.518607710224397e-15,4.218847493575586e-15,1.0000000000000002,pca,disconnected,0
reference,B_branch_6,212,1.0,1.0,1.0,1.0,-9.971059617388682e-16,6.975552211323973e-16,7.0027840968337875e-15,3.843885377711624e-15,6.975552211323973e-16,3.843885377711624e-15,0.0,0.0,,,0,,0,-5.218048215738249e-15,7.083222897108475e-15,1.0000000000000002,pca,disconnected,0
query,all,1333,1.0,1.0,1.0,1.0,-6.251563407980597e-16,-2.1763036484215722e-16,1.0444092036154968e-14,5.295172485865986e-15,-2.1763036484215722e-16,5.295172485865986e-15,0.0,0.0,,,0,,0,-8.770761894538775e-15,8.215650382226125e-15,1.0000000000000002,pca,disconnected,0
query,internal,1333,1.0,1.0,1.0,1.0,-6.251563407980597e-16,-2.1763036484215722e-16,1.0444092036154968e-14,5.295172485865986e-15,-2.1763036484215722e-16,5.295172485865986e-15,0.0,0.0,,,0,,0,-8.770761894538775e-15,8.215650382226125e-15,1.0000000000000002,pca,disconnected,0
query,A_spiral,667,1.0,1.0,1.0,1.0,-9.327870809596505e-16,-2.3852317755445393e-16,1.5077727505644e-14,7.438494264988552e-15,-2.3852317755445393e-16,7.438494264988552e-15,0.0,0.0,,,0,,0,-1.2145839889399284e-14,1.1990408665951618e-14,1.0000000000000002,pca,disconnected,0
query,B_tree,666,1.0,1.0,1.0,1.0,-3.1706369261820824e-16,-1.967061815402024e-16,5.8034991560510884e-15,3.1486325058738678e-15,-1.967061815402024e-16,3.1486325058738678e-15,0.0,0.0,,,0,,0,-5.218048215738249e-15,4.6629367034256464e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_0,90,1.0,1.0,1.0,1.0,-9.313537595466942e-16,3.7007434154157313e-17,6.4972718563341204e-15,3.930189507173053e-15,3.7007434154157313e-17,3.930189507173053e-15,0.0,0.0,,,0,,0,-5.7842619582970815e-15,5.639932965095786e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_1,85,1.0,1.0,1.0,1.0,5.74703683335215e-17,6.269494727294612e-17,4.211010625166478e-15,2.1473019440985383e-15,6.269494727294612e-17,2.1473019440985383e-15,0.0,0.0,,,0,,0,-3.663735981263024e-15,3.4638958368304844e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_2,85,1.0,1.0,1.0,1.0,3.853126967816534e-16,-9.143013143975637e-18,4.510117769447842e-15,2.187792430878985e-15,-9.143013143975637e-18,2.187792430878985e-15,0.0,0.0,,,0,,0,-3.0642155479654365e-15,3.330669073875464e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_3,106,1.0,1.0,1.0,1.0,2.859347978515407e-16,-1.4139632860792951e-16,6.077947369716775e-15,3.1829884639960857e-15,-1.4139632860792951e-16,3.1829884639960857e-15,0.0,0.0,,,0,,0,-5.273559366969508e-15,5.995204332975828e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_4,97,1.0,1.0,1.0,1.0,2.9758555299217126e-17,3.571026635907662e-16,4.0448744010570135e-15,2.4905621665817927e-15,3.571026635907662e-16,2.4905621665817927e-15,0.0,0.0,,,0,,0,-3.885780586188056e-15,4.218847493575586e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_5,97,1.0,1.0,1.0,1.0,-2.838508351619383e-16,-9.648639275866165e-16,6.469052098125151e-15,3.34554835152509e-15,-9.648639275866165e-16,3.34554835152509e-15,0.0,0.0,,,0,,0,-6.5725203057809475e-15,3.952393967665552e-15,1.0000000000000002,pca,disconnected,0
query,B_branch_6,106,1.0,1.0,1.0,1.0,-1.6098233857065417e-15,-6.127174239676746e-16,8.25440345006687e-15,4.446128999560179e-15,-6.127174239676746e-16,4.446128999560179e-15,0.0,0.0,,,0,,0,-7.382983113757318e-15,6.994405055138462e-15,1.0000000000000002,pca,disconnected,0
reference,all,2666,0.672768192048012,0.8437859464866216,0.672768192048012,0.8437859464866216,-0.453023593457972,0.044861436876653,0.5142149336151153,0.2619147690164993,0.044861436876653,0.2619147690164993,0.0,0.0,,,0,,0,-0.2992364412710294,0.5068085486546662,0.6378167077271842,umap,disconnected,0
