dataset,method,phase,success,status,reason,source,selected_success
fashion_mnist,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/fashion_mnist/oos_umap/result.json,False
mnist_oos,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
mnist_oos,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/parametric_umap/result.json,False
mnist_oos,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
mnist_oos,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/numap/result.json,True
mnist_oos,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
mnist_oos,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/paramrepulsor/result.json,True
mnist_oos,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
mnist_oos,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/oos_umap/result.json,False
organoid,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
organoid,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/parametric_umap/result.json,False
organoid,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
organoid,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/numap/result.json,True
organoid,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
organoid,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/paramrepulsor/result.json,True
organoid,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
organoid,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/oos_umap/result.json,False
embryoid_body,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
embryoid_body,parametric_umap,external,False,failed,ValueError: reference埋め込みのshapeまたは有限性が不正です,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/parametric_umap/result.json,False
embryoid_body,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
embryoid_body,numap,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/numap/result.json,True
embryoid_body,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,True
embryoid_body,paramrepulsor,external,True,success,NaN,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/paramrepulsor/result.json,True
embryoid_body,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/summary.csv,False
embryoid_body,oos_umap,external,False,unavailable,公式OOS_UMAPの確認済みコミットにはnetwork_sig.py等のネットワーク定義はあるが、論文のCE/MSE/CEMSE学習・OOS最適化の実行コードと汎用fit/transform APIがない。公式手法を独自再実装せず、今回の比較では利用不可とする。,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/oos_umap/result.json,False
