dataset,method,success,scope,n_queries,k,phase,priority,source,metric_sources,recall_at_5,recall_at_10,recall_at_15,recall_at_30,ndcg,reference_trustworthiness,label_knn_accuracy,fit_time_seconds,mean_query_latency_seconds,local_displacement,fuzzy_weighted_mse,fuzzy_weighted_bce,repulsion_accumulation_score,periphery_percentile,recall15_direct,recall15_multi_k,per_query_phase_recall15_mean
coil100,spectral_only,True,full,1800.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)""}",0.30988888888888894,0.36194444444444446,0.38662962962962966,0.4285,0.4661156240175856,0.9139306557192615,0.71,NaN,NaN,0.4744313535740143,0.06371036370878086,0.21393207330098993,0.49530640938319265,50.25925925925926,0.38662962962962966,NaN,0.38662962962962966
coil100,standard_umap,True,full,1800.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/coil100/main/metrics/advanced_per_query.csv (per-query mean)""}",0.4630000000000001,0.6221111111111112,0.6773703703703704,0.6785370370370369,0.7370252216959087,0.9943961133038066,0.8683333333333333,NaN,NaN,2.2136486105074002,0.04532766143634376,0.20732876507158515,0.42612840808643443,54.94032921810699,0.6773703703703704,NaN,0.676888888888889
pancreas,ours,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.13840564223124596,0.19690104723231458,0.2365462705706348,0.29913086841917785,0.3209751878140304,0.9858936718407683,0.9747809360974568,NaN,0.08900469672241369,0.43502234129973927,0.139583377153776,0.5509083526286671,0.3260713270086127,57.516004396917324,0.2365462705706348,NaN,0.2365462705706348
pancreas,ours_oracle_neighbors,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.13836289805514002,0.19615302415045952,0.2366602550402508,0.29843271354277984,0.32034123207990517,0.9858936718407683,0.9737123316948065,NaN,0.19998969242444886,0.42354721977959475,0.13640848813724094,0.5394059322108375,0.31695702928511515,57.63293738408498,0.2366602550402508,NaN,0.2366602550402508
pancreas,no_repulsion,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.14020089762769822,0.1969224193203676,0.23581961957683262,0.2978984113414547,0.3228471674870938,0.9858936718407683,0.9749946569779867,NaN,0.03595356252498257,0.41679020578432646,0.13748710360041153,0.5470671584530521,0.30773570103826886,57.189699843804796,0.23581961957683262,NaN,0.23581961957683262
pancreas,repulsion_oracle_diagnostic,True,subset,50.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.14,0.22,0.2613333333333333,0.29600000000000004,0.32535698208215375,0.9858936718407683,0.92,NaN,0.08767138663679361,0.4225672209813909,0.1456604651664236,0.5540779188611793,0.3439628712832928,55.73307636400636,0.2613333333333333,NaN,0.2613333333333333
pancreas,spectral_only,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.026886086770677498,0.04342808292370165,0.05744817268647146,0.09246990097599203,0.09539750439839842,0.9025599946663171,0.7764479589655909,NaN,NaN,1.2129516877512678,0.2735469403905965,0.7738546975520861,0.6310750745898891,41.08307601986211,0.05744817268647146,NaN,0.05744817268647146
pancreas,standard_umap,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas/main/metrics/advanced_per_query.csv (per-query mean)""}",0.09848258174823679,0.16319726437272922,0.21044382702856732,0.2817054926266296,0.2975585383800351,0.984596400758967,0.961530241504595,NaN,NaN,1.6435873639742236,0.1558926672639922,0.644987523650471,0.39678642174977824,71.76569026046835,0.21044382702856732,NaN,0.21044382702856732
pancreas_batch_corrected,ours,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)""}",0.07980337678991238,0.10309895276768541,0.11697656194343518,0.15020303483650352,0.16116577118708597,0.8718986252988248,0.9587518700577047,NaN,0.08062151439653538,0.4009813900978557,0.17976438135413117,0.5774732569350203,0.34264095252959786,53.21964041840486,0.11697656194343518,NaN,0.11697656194343518
pancreas_batch_corrected,ours_oracle_neighbors,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)""}",0.07971788843770036,0.10367599914511648,0.11733276341098525,0.14961174040037045,0.16042794500216484,0.8718986252988248,0.9598204744603548,NaN,0.2000014029216753,0.39236094700611035,0.17823983221329898,0.5723427214612067,0.33674969375987407,52.98424655884509,0.11733276341098525,NaN,0.11733276341098525
pancreas_batch_corrected,no_repulsion,True,full,4679.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)""}",0.0638597991023723,0.08730497969651635,0.1046092469900976,0.14051435491914227,0.14747666745770358,0.8718986252988248,0.9608890788630049,NaN,0.03043845723112231,0.30200129921822566,0.17504724027633242,0.5658445035194778,0.2603470682242452,48.21038441634842,0.1046092469900976,NaN,0.1046092469900976
pancreas_batch_corrected,repulsion_oracle_diagnostic,True,subset,50.0,15.0,internal_evaluate,0,/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json,"{""recall_at_15"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""reference_trustworthiness"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""label_knn_accuracy"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""mean_query_latency_seconds"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall15_direct"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/embedding.json"", ""recall_at_5"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_10"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""recall_at_30"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""ndcg"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""local_displacement"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_mse"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""fuzzy_weighted_bce"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""repulsion_accumulation_score"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)"", ""periphery_percentile"": ""/home/suzuki/Learn/UMAPing/runs/pancreas_batch_corrected/main/metrics/advanced_per_query.csv (per-query mean)""}",0.084,0.106,0.128,0.152,0.16478180239331053,0.8718986252988248,0.92,NaN,0.07589708106592298,0.3961302907224465,0.1652314595847061,0.5500062213674295,0.36086605027318003,59.7274687344216,0.128,NaN,0.128
