context,teacher,w,scale,query_index,step,optimization_time,attraction_norm,repulsion_norm,weighted_attraction_norm,weighted_repulsion_norm,repulsion_fraction,zero_denominator,preclip_norm,clipped,finite
temporal0,Uniform,0.3333333333333333,2,4145,199,0.995,0.22717730700969696,0.13081246614456177,0.3029030760129293,0.08720831076304117,0.22354720656519148,False,0.23620393872261047,False,True
temporal0,Uniform,0.3333333333333333,2,7787,0,0.0,2.1586408615112305,1.0541828870773315,2.8781878153483076,0.7027885913848877,0.1962561356348109,False,3.2613320350646973,False,True
temporal0,Uniform,0.3333333333333333,2,7787,1,0.005,0.37616854906082153,0.1374203860759735,0.5015580654144288,0.09161359071731567,0.15444701339028263,False,0.4969635605812073,False,True
temporal0,Uniform,0.3333333333333333,2,7787,10,0.05,1.8330966234207153,0.0652441456913948,2.4441288312276206,0.043496097127596535,0.017484990052883717,False,2.416473388671875,False,True
temporal0,Uniform,0.3333333333333333,2,7787,50,0.25,1.9702397584915161,0.19841942191123962,2.626986344655355,0.13227961460749307,0.047940146604364395,False,2.5198047161102295,False,True
temporal0,Uniform,0.3333333333333333,2,7787,100,0.5,1.6837836503982544,0.09017888456583023,2.245044867197673,0.060119256377220154,0.02608024988866565,False,2.1864821910858154,False,True
temporal0,Uniform,0.3333333333333333,2,7787,199,0.995,0.47801411151885986,0.26472821831703186,0.6373521486918132,0.17648547887802124,0.21685588488334823,False,0.5295594930648804,False,True
temporal0,Uniform,0.3333333333333333,2,1916,0,0.0,1.616416096687317,0.922569751739502,2.1552214622497563,0.615046501159668,0.22201697066254844,False,2.7498886585235596,False,True
temporal0,Uniform,0.3333333333333333,2,1916,1,0.005,0.13987167179584503,0.17294371128082275,0.18649556239446005,0.1152958075205485,0.38203811975477786,False,0.08028727024793625,False,True
temporal0,Uniform,0.3333333333333333,2,1916,10,0.05,2.050384759902954,0.1541549116373062,2.7338463465372724,0.10276994109153748,0.03622976485742636,False,2.8310067653656006,False,True
temporal0,Uniform,0.3333333333333333,2,1916,50,0.25,2.208158016204834,0.12668737769126892,2.9442106882731123,0.08445825179417928,0.027886260751993172,False,2.8713886737823486,False,True
temporal0,Uniform,0.3333333333333333,2,1916,100,0.5,3.4940199851989746,0.14941751956939697,4.658693313598634,0.0996116797129313,0.02093427803660103,False,4.571574687957764,True,True
temporal0,Uniform,0.3333333333333333,2,1916,199,0.995,0.4697116017341614,0.3167400360107422,0.6262821356455486,0.21116002400716144,0.25214878612599373,False,0.5356386303901672,False,True
temporal0,Uniform,0.3333333333333333,2,10591,0,0.0,1.6741278171539307,0.3070375323295593,2.2321704228719077,0.2046916882197062,0.08399805934362563,False,2.395850658416748,False,True
temporal0,Uniform,0.3333333333333333,2,10591,1,0.005,0.897227942943573,0.212920144200325,1.1963039239247641,0.14194676280021667,0.10606888844390905,False,1.3367094993591309,False,True
temporal0,Uniform,0.3333333333333333,2,10591,10,0.05,2.0965380668640137,0.07299192249774933,2.7953840891520185,0.048661281665166214,0.017109882340303268,False,2.7518374919891357,False,True
temporal0,Uniform,0.3333333333333333,2,10591,50,0.25,2.334362506866455,0.2909570336341858,3.112483342488607,0.19397135575612384,0.05866445285311054,False,2.9287350177764893,False,True
temporal0,Uniform,0.3333333333333333,2,10591,100,0.5,0.426079124212265,0.41624486446380615,0.5681054989496868,0.2774965763092041,0.3281644930025098,False,0.8443209528923035,False,True
temporal0,Uniform,0.3333333333333333,2,10591,199,0.995,0.8087970018386841,0.6697099208831787,1.0783960024515789,0.44647328058878577,0.29279446150202715,False,0.6478542685508728,False,True
temporal0,Uniform,0.3333333333333333,2,182,0,0.0,2.810260534286499,0.30496954917907715,3.7470140457153325,0.20331303278605142,0.05146739212875034,False,3.9488096237182617,False,True
temporal0,Uniform,0.3333333333333333,2,182,1,0.005,1.4201678037643433,0.19364503026008606,1.8935570716857912,0.12909668684005737,0.06382540081113323,False,1.7803772687911987,False,True
temporal0,Uniform,0.3333333333333333,2,182,10,0.05,0.676387369632721,0.22184675931930542,0.9018498261769614,0.1478978395462036,0.14088894348178202,False,0.7659108638763428,False,True
