step,loss,rolling_std
1,0.0001803333725547418,
2,0.0004884933587163687,0.000217902015905239
3,0.000201026166905649,0.00017225376395342044
4,0.00020373615552671254,0.00014710253063602687
5,0.0002246896765427664,0.00012888536193017108
6,0.0002317193429917097,0.00011584136992109436
7,0.00019362963212188333,0.00010826230275533111
8,0.00015435245586559176,0.00010536403669510593
9,0.0001918826746987179,9.958934530067283e-05
10,0.00020082807168364525,9.434534834071919e-05
11,0.00016108195995911956,9.168852634247326e-05
12,0.00019241303380113095,8.78121232537488e-05
13,0.0001741487649269402,8.497613704547476e-05
14,0.000183811760507524,8.207382804476471e-05
15,0.0002158547140425071,7.909172916679311e-05
16,0.00017777665925677866,7.692135161771936e-05
17,0.0001625420991331339,7.539984626717671e-05
18,0.00018704454123508185,7.331733738874994e-05
19,0.00017763061623554677,7.156874801391787e-05
20,0.0001556304341647774,7.054400203944042e-05
21,0.0001998247462324798,6.876112972484344e-05
22,0.0001713296223897487,6.743823488614625e-05
23,0.0001517599739599973,6.669428918401077e-05
24,0.00016611360479146242,6.557695491961565e-05
25,0.00019614113261923194,6.419710976935006e-05
26,0.00015333466581068933,6.35003791924019e-05
27,0.000171772699104622,6.244219020952228e-05
28,0.00018135190475732088,6.133035833772546e-05
29,0.0001735376863507554,6.0352708912162785e-05
30,0.00015257077757269144,5.9781688740547575e-05
31,0.00014597598055843264,5.9369018935122425e-05
32,0.00015914643881842494,5.867516372256082e-05
33,0.00021098213619552553,5.786596666797738e-05
34,0.00017328123794868588,5.7060543105204634e-05
35,0.00019837540457956493,5.623226624234101e-05
36,0.00013012700947001576,5.6326253452220985e-05
37,0.0001644431904423982,5.56817613062504e-05
38,0.00021253270097076893,5.50672929250039e-05
39,0.00014262789045460522,5.483677757286701e-05
40,0.00015174578584264964,5.442415791595377e-05
41,0.00016994115139823407,5.380279267425618e-05
42,0.00020698871230706573,5.323903163670922e-05
43,0.00014778468175791204,5.293558604531986e-05
44,0.00015724185504950583,5.249354845586136e-05
45,0.00013873001444153488,5.235337254366268e-05
46,0.00013572757598012686,5.225818599177875e-05
