dataset,baseline,metric,scope,family,ours_source,baseline_source,status,n_pairs,n_dropped,ours_mean,baseline_mean,mean_improvement,median_improvement,ci_low,ci_high,fraction_ours_better,fraction_tied,p_value,test,n_bootstrap,n_permutations,seed,direction,p_holm
mnist_oos,standard_umap,recall_at_15,full,primary_recall15_ours_vs_standard,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,ok,2000,0,0.26966666666666667,0.23773333333333335,0.03193333333333333,0.0,0.026233333333333338,0.03763333333333333,0.4895,0.217,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,3066505257036215175,higher,0.0007999200079992001
mnist_oos,standard_umap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,ok,2000,0,0.3486548689158061,0.32253489094358606,0.026119977972220074,0.024760222741580695,0.02075044600287578,0.03143131895634417,0.592,0.0015,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,7782053935860509675,higher,0.005599440055994401
mnist_oos,standard_umap,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,ok,2000,0,0.282414811442669,0.38885594461057343,0.10644113316790442,0.08432468145838026,0.09473221376945049,0.11784877038824979,0.661,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,12753369708137294921,lower,0.003999600039996
mnist_oos,numap,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/numap/advanced_per_query.csv,ok,2000,0,0.26966666666666667,0.04156666666666666,0.22810000000000002,0.2,0.22086666666666668,0.23526666666666668,0.8935,0.076,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,7035285394367662055,higher,0.0047995200479952005
mnist_oos,numap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/numap/advanced_per_query.csv,ok,2000,0,0.3486548689158061,0.06532305906609984,0.28333180984970635,0.2739126959789059,0.27575434255731057,0.29094836617135406,0.966,0.0035,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,7525401808868451140,higher,0.005599440055994401
mnist_oos,paramrepulsor,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/paramrepulsor/advanced_per_query.csv,ok,2000,0,0.26966666666666667,0.1176,0.15206666666666666,0.13333333333333336,0.14500000000000002,0.1591675,0.765,0.1175,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,4346476965372596945,higher,0.0047995200479952005
mnist_oos,paramrepulsor,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/mnist_oos/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/mnist_oos/paramrepulsor/advanced_per_query.csv,ok,2000,0,0.3486548689158061,0.18483273196730218,0.16382213694850395,0.14867438989992338,0.15634967634894653,0.17126199538850725,0.8355,0.0035,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,2523806170715739630,higher,0.005599440055994401
organoid,ours_oracle_neighbors,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.1641427328111401,-0.0011314186248912097,0.0,-0.0036553524804177544,0.0013925152306353353,0.08746736292428199,0.8028720626631853,0.42285771422857715,monte_carlo_sign_flip_plus_one,10000,10000,15990044324989599922,higher,1.0
organoid,ours_oracle_neighbors,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.22607671698320905,0.0019768919679380445,0.0,-0.00037921079671928657,0.004390326694805719,0.34986945169712796,0.304177545691906,0.10938906109389061,monte_carlo_sign_flip_plus_one,10000,10000,11387780036131969939,higher,1.0
organoid,ours_oracle_neighbors,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.41747073921158434,0.39690904052007686,-0.020561698691507445,-2.782922288405154e-05,-0.027455584661266345,-0.01387817133374549,0.3368146214099217,0.08224543080939947,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,11801530222505517903,lower,0.003999600039996
organoid,no_repulsion,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.15535248041775457,0.007658833768494343,0.0,0.003742384682332464,0.011488250652741516,0.24281984334203655,0.6057441253263708,0.00019998000199980003,monte_carlo_sign_flip_plus_one,10000,10000,7251401945653198483,higher,0.0047995200479952005
organoid,no_repulsion,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.2207254695438587,0.007328139407288437,0.0026104459536367974,0.003954040723936683,0.010727870733464664,0.5456919060052219,0.030026109660574413,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,12036006751011477523,higher,0.005599440055994401
organoid,no_repulsion,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.41747073921158434,0.359095506970468,-0.05837523224111635,-0.047627102544905986,-0.06592188980970413,-0.05130427580674757,0.206266318537859,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,16708517845295597627,lower,0.003999600039996
organoid,repulsion_oracle_diagnostic,recall_at_15,subset,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,50,0,0.16266666666666665,0.15066666666666664,0.011999999999999997,0.0,-5.0098813986210064e-18,0.02533333333333333,0.24,0.68,0.1085205078125,exact_sign_flip,10000,65536,4855708995140772184,higher,1.0
organoid,repulsion_oracle_diagnostic,ndcg,subset,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,50,0,0.22512497582201038,0.22196613585086375,0.0031588399711466163,0.0005205152861134099,-0.006257778535053343,0.012592709648588314,0.5,0.04,0.5207479252074793,monte_carlo_sign_flip_plus_one,10000,10000,5534398433927513187,higher,1.0
organoid,repulsion_oracle_diagnostic,local_displacement,subset,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,50,0,0.45052929945573394,0.5773125353852667,0.1267832359295328,0.0035937625338197665,-0.002729933334718372,0.3306376212224338,0.56,0.0,0.13928607139286073,monte_carlo_sign_flip_plus_one,10000,10000,4319059112471395004,lower,1.0
organoid,spectral_only,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.0536118363794604,0.10939947780678849,0.06666666666666667,0.09991296779808528,0.11888598781549173,0.7023498694516971,0.21018276762402088,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,11432319722829216529,higher,0.0047995200479952005
organoid,spectral_only,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.0910254670205074,0.13702814193063972,0.11747663228743438,0.12698443129224532,0.14751285613468051,0.8668407310704961,0.010443864229765013,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,1565106314127092807,higher,0.005599440055994401
organoid,spectral_only,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.41747073921158434,0.8009123873925263,0.3834416481809419,0.25256631251565675,0.3205451761098475,0.45280913036749976,0.6919060052219321,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,10891377472160144284,lower,0.003999600039996
organoid,standard_umap,recall_at_15,full,primary_recall15_ours_vs_standard,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.14604003481288075,0.016971279373368148,0.0,0.010269799825935597,0.02384682332463011,0.42950391644908614,0.2885117493472585,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,10109844495060148285,higher,0.0007999200079992001
organoid,standard_umap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.20644796163146126,0.02160564731968583,0.02332298063250149,0.015310103429637952,0.027902552451289628,0.6031331592689295,0.0026109660574412533,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,7900386557935480641,higher,0.005599440055994401
organoid,standard_umap,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,ok,766,0,0.41747073921158434,0.5720026395499394,0.15453190033835495,0.13165557135117795,0.12949113218621944,0.17970216804079922,0.7101827676240209,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,1427146103939917043,lower,0.003999600039996
organoid,numap,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/numap/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.01845082680591819,0.1445604873803307,0.13333333333333333,0.13524804177545693,0.15387293298520455,0.814621409921671,0.15926892950391644,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,333412466660251649,higher,0.0047995200479952005
organoid,numap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/numap/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.028805581881702225,0.19924802706944486,0.16919436338908966,0.1883922319988985,0.21042870160951302,0.9569190600522193,0.0195822454308094,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,9834383879464491032,higher,0.005599440055994401
organoid,paramrepulsor,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/paramrepulsor/advanced_per_query.csv,ok,766,0,0.1630113141862489,0.06762402088772847,0.09538729329852044,0.06666666666666667,0.08642297650130548,0.10426457789382072,0.6762402088772846,0.20365535248041775,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,3070549314294496655,higher,0.0047995200479952005
organoid,paramrepulsor,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/organoid/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/organoid/paramrepulsor/advanced_per_query.csv,ok,766,0,0.2280536089511471,0.1160477362807009,0.11200587267044618,0.09274276821007414,0.10215633043263936,0.12173117279102687,0.804177545691906,0.014360313315926894,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,6406390371065872213,higher,0.005599440055994401
embryoid_body,ours_oracle_neighbors,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.08956923407455149,0.0010205177784939306,0.0,1.074229240519966e-05,0.0020302932645826625,0.132452465356107,0.7447631324524654,0.0522947705229477,monte_carlo_sign_flip_plus_one,10000,10000,6885453800517828603,higher,1.0
embryoid_body,ours_oracle_neighbors,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.1290274382267496,0.001816013714648612,0.0,0.0009088498433279706,0.00273478718616546,0.4050918466000645,0.21785368997744117,0.00019998000199980003,monte_carlo_sign_flip_plus_one,10000,10000,9663098929288432866,higher,0.005599440055994401
embryoid_body,ours_oracle_neighbors,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.3502894403521624,0.31519003892617337,-0.03509940142598904,-0.00794306541253325,-0.0379308121845331,-0.032349443233441105,0.324041250402836,0.039800193361263295,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,6540141691960962058,lower,0.003999600039996
embryoid_body,no_repulsion,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.0867332688795789,0.0038564829734665383,0.0,0.0027070576861102165,0.00498442367601246,0.18095391556558169,0.6830486625845955,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,11592023567429134877,higher,0.0047995200479952005
embryoid_body,no_repulsion,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.12593998861193811,0.004903463329460114,0.0,0.003946682369169155,0.005882950752021302,0.4970995810505962,0.0866902997099581,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,12628155163422023841,higher,0.005599440055994401
embryoid_body,no_repulsion,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.3502894403521624,0.31223335274951836,-0.0380560876026441,-0.0307197446585544,-0.040172925621178295,-0.0359039593794136,0.2845633258137287,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,16880104187364069010,lower,0.003999600039996
embryoid_body,repulsion_oracle_diagnostic,recall_at_15,subset,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,50,0,0.10399999999999998,0.09733333333333334,0.006666666666666667,0.0,-0.005333333333333334,0.020000000000000004,0.16,0.72,0.44140625,exact_sign_flip,10000,16384,6622586860519272041,higher,1.0
embryoid_body,repulsion_oracle_diagnostic,ndcg,subset,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,50,0,0.14426672816381253,0.14937712841312994,-0.005110400249317416,0.0,-0.018530489450402237,0.009217736386445371,0.42,0.12,0.4884511548845116,monte_carlo_sign_flip_plus_one,10000,10000,188594542840410521,higher,1.0
embryoid_body,repulsion_oracle_diagnostic,local_displacement,subset,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,50,0,0.3785239365004964,0.42482807940588996,0.0463041429053936,0.013994793486158376,0.012104876121745375,0.08853888425542096,0.6,0.0,0.0098990100989901,monte_carlo_sign_flip_plus_one,10000,10000,6197953778729368493,lower,0.10008999100089991
embryoid_body,spectral_only,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.01601675797615211,0.07457299387689333,0.06666666666666667,0.07209125577398216,0.07707621656461489,0.5992587818240412,0.34353851111827266,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,15504944904294300360,higher,0.0047995200479952005
embryoid_body,spectral_only,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.02811642260007545,0.10272702934132277,0.07873966796628618,0.09988810038942386,0.10560960504878189,0.8264582661940058,0.0691266516274573,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,3374640825511385684,higher,0.005599440055994401
embryoid_body,spectral_only,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.3502894403521624,0.9439218378282321,0.5936323974760699,0.4551826281027882,0.5758062165614347,0.6122205001837666,0.8051885272317112,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,9158265493702401966,lower,0.003999600039996
embryoid_body,standard_umap,recall_at_15,full,primary_recall15_ours_vs_standard,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.07737673219465034,0.013213019658395102,0.0,0.010967880545708453,0.015436674186271352,0.3717370286819207,0.36545278762487915,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,15536858928045767805,higher,0.0007999200079992001
embryoid_body,standard_umap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.1171470562930321,0.013696395648366118,0.01015276703471496,0.011565239160946449,0.01584186122419002,0.5525298098614244,0.03335481791814373,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,12281122703883686669,higher,0.005599440055994401
embryoid_body,standard_umap,local_displacement,full,exploratory_local_displacement,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,ok,6206,0,0.3502894403521624,0.4959845338716492,0.14569509351948676,0.10618695760453212,0.13740859003758343,0.15419907016677745,0.6601675797615211,0.0,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,3308158732144920439,lower,0.003999600039996
embryoid_body,numap,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/numap/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.006542056074766355,0.08404769577827907,0.06666666666666667,0.08157669996777313,0.08651869158878506,0.6376087657106027,0.3436996455043506,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,9268013290628216233,higher,0.0047995200479952005
embryoid_body,numap,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/numap/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.011478989870717313,0.11936446207068091,0.09120002222557955,0.11657835762023136,0.1222446394256357,0.8805994199162102,0.09200773445053174,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,5739170606807067413,higher,0.005599440055994401
embryoid_body,paramrepulsor,recall_at_15,full,exploratory_recall_at_15,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/paramrepulsor/advanced_per_query.csv,ok,6206,0,0.09058975185304545,0.04858738854871629,0.04200236330432914,0.0,0.039552852078633585,0.04446261682242991,0.4661617789236223,0.3549790525298099,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,14675504385019438173,higher,0.0047995200479952005
embryoid_body,paramrepulsor,ndcg,full,exploratory_ndcg,/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/advanced_per_query.csv,/home/suzuki/Learn/UMAPing/runs_external_baselines/20260914T070151Z_3800762/embryoid_body/paramrepulsor/advanced_per_query.csv,ok,6206,0,0.1308434519413982,0.08392341663882685,0.046920035302571377,0.03156936140620085,0.04426323635273187,0.04955119192327822,0.6463100225588141,0.04028359651949726,9.999000099990002e-05,monte_carlo_sign_flip_plus_one,10000,10000,6737854517990795590,higher,0.005599440055994401
