method,query_index,label,recall_at_5,recall_at_10,recall_at_15,recall_at_30,ndcg
ours_full,663,acinar,0.2,0.2,0.26666666666666666,0.23333333333333334,0.24986921960040506
ours_full,664,acinar,0.0,0.2,0.13333333333333333,0.06666666666666667,0.0737774004798427
ours_full,665,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,666,acinar,0.2,0.5,0.4,0.3333333333333333,0.41368901357933613
ours_full,667,acinar,0.4,0.4,0.5333333333333333,0.6,0.6117205850643016
ours_full,668,acinar,0.0,0.0,0.06666666666666667,0.06666666666666667,0.04975634995516437
ours_full,669,acinar,0.2,0.6,0.4666666666666667,0.36666666666666664,0.39504331903697193
ours_full,670,acinar,0.0,0.1,0.26666666666666666,0.26666666666666666,0.33352048508999177
ours_full,671,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,672,acinar,0.0,0.1,0.13333333333333333,0.1,0.12045644553277964
ours_full,673,acinar,0.2,0.3,0.3333333333333333,0.26666666666666666,0.3661214156370801
ours_full,674,acinar,0.6,0.6,0.4,0.3333333333333333,0.4465226269729868
ours_full,675,acinar,0.0,0.1,0.13333333333333333,0.1,0.1036869594463307
ours_full,676,acinar,0.2,0.1,0.06666666666666667,0.06666666666666667,0.13139599394392534
ours_full,677,acinar,0.0,0.0,0.06666666666666667,0.13333333333333333,0.10317872421718871
ours_full,678,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,679,acinar,0.8,0.6,0.5333333333333333,0.4666666666666667,0.5746841836384315
ours_full,680,acinar,0.4,0.6,0.6,0.6,0.7048996784305622
ours_full,681,acinar,0.6,0.8,0.6,0.6333333333333333,0.7347374073107709
ours_full,682,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,683,acinar,0.6,0.7,0.6666666666666666,0.6666666666666666,0.7152185119582326
ours_full,684,acinar,0.4,0.7,0.4666666666666667,0.43333333333333335,0.5347307693296584
ours_full,685,acinar,0.0,0.0,0.0,0.06666666666666667,0.13959849722555587
ours_full,686,acinar,0.8,0.7,0.5333333333333333,0.5,0.6248361878889933
ours_full,687,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,688,acinar,0.0,0.1,0.06666666666666667,0.2,0.18543962852181683
ours_full,689,acinar,0.0,0.0,0.0,0.13333333333333333,0.09948436832431068
ours_full,690,acinar,0.6,0.6,0.5333333333333333,0.5333333333333333,0.624471762768129
ours_full,691,acinar,0.0,0.2,0.2,0.16666666666666666,0.1824937674222527
ours_full,692,acinar,0.0,0.0,0.06666666666666667,0.06666666666666667,0.05330329385098427
ours_full,693,acinar,0.4,0.2,0.13333333333333333,0.13333333333333333,0.27147464278498884
ours_full,694,acinar,0.4,0.6,0.4666666666666667,0.5333333333333333,0.6305663866387413
ours_full,695,acinar,0.0,0.0,0.0,0.06666666666666667,0.05187111021170217
ours_full,696,acinar,0.4,0.8,0.6,0.5,0.6041433978386086
ours_full,697,acinar,0.4,0.3,0.2,0.16666666666666666,0.28934554925997974
ours_full,698,acinar,0.4,0.5,0.5333333333333333,0.5,0.6216740728488599
ours_full,699,acinar,0.0,0.2,0.2,0.3,0.29449104737566606
ours_full,700,acinar,0.0,0.3,0.26666666666666666,0.23333333333333334,0.22905390287505234
ours_full,701,acinar,0.0,0.0,0.0,0.03333333333333333,0.06886690743551852
ours_full,702,acinar,0.0,0.2,0.26666666666666666,0.3333333333333333,0.3248312033832326
ours_full,703,acinar,0.0,0.1,0.06666666666666667,0.1,0.09020658188957675
ours_full,704,acinar,0.2,0.1,0.06666666666666667,0.23333333333333334,0.2231492868335906
ours_full,705,acinar,0.2,0.1,0.06666666666666667,0.03333333333333333,0.0545757329129659
ours_full,706,acinar,0.6,0.7,0.6,0.5666666666666667,0.6550104461440575
ours_full,707,acinar,0.0,0.3,0.2,0.16666666666666666,0.14957885145632266
ours_full,708,acinar,0.0,0.0,0.0,0.03333333333333333,0.02412953926269958
ours_full,709,acinar,0.2,0.1,0.06666666666666667,0.1,0.10308591502626506
ours_full,710,acinar,0.0,0.1,0.13333333333333333,0.13333333333333333,0.1406629073264981
ours_full,711,acinar,0.4,0.4,0.3333333333333333,0.4,0.5164265297150594
ours_full,712,acinar,0.2,0.1,0.13333333333333333,0.2,0.22986537293301845
ours_full,713,acinar,0.0,0.0,0.0,0.1,0.08153413493370747
ours_full,714,acinar,0.2,0.2,0.26666666666666666,0.3,0.34650877350691384
ours_full,715,acinar,0.0,0.0,0.13333333333333333,0.13333333333333333,0.15259182749993244
ours_full,716,acinar,0.2,0.4,0.4666666666666667,0.4,0.5082192262477419
ours_full,717,acinar,0.0,0.0,0.0,0.1,0.06990066142628187
ours_full,718,acinar,0.0,0.0,0.0,0.2,0.16150239399794183
ours_full,719,acinar,0.0,0.0,0.13333333333333333,0.13333333333333333,0.17581980712355694
ours_full,720,acinar,0.0,0.0,0.13333333333333333,0.2,0.1755959058462068
ours_full,721,acinar,0.0,0.0,0.13333333333333333,0.23333333333333334,0.19321414869071904
ours_full,722,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,723,acinar,0.4,0.3,0.26666666666666666,0.23333333333333334,0.22190435350620905
ours_full,724,acinar,0.0,0.0,0.0,0.1,0.07576563958703365
ours_full,725,acinar,0.0,0.0,0.0,0.03333333333333333,0.02224452811799355
ours_full,726,acinar,0.0,0.0,0.0,0.06666666666666667,0.048355030175515804
ours_full,727,acinar,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03888053661057258
ours_full,728,acinar,0.0,0.0,0.06666666666666667,0.13333333333333333,0.15049444623821676
ours_full,729,acinar,0.0,0.1,0.13333333333333333,0.13333333333333333,0.1940770639708304
ours_full,730,acinar,0.6,0.3,0.2,0.16666666666666666,0.25776412311665514
ours_full,731,acinar,0.0,0.0,0.13333333333333333,0.16666666666666666,0.16630642706623938
ours_full,732,acinar,0.0,0.0,0.2,0.26666666666666666,0.36118859468437176
ours_full,733,acinar,0.0,0.2,0.26666666666666666,0.16666666666666666,0.26609848144820497
ours_full,734,acinar,0.0,0.0,0.06666666666666667,0.2,0.20043516023964625
ours_full,735,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,736,acinar,0.0,0.0,0.0,0.1,0.07120457246205628
ours_full,737,acinar,0.2,0.4,0.26666666666666666,0.23333333333333334,0.2812217321122615
ours_full,738,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,739,acinar,0.0,0.0,0.0,0.0,0.0
ours_full,740,acinar,0.0,0.1,0.2,0.3333333333333333,0.28852720886602284
ours_full,741,acinar,0.0,0.2,0.2,0.2,0.19213416574681214
ours_full,742,acinar,0.0,0.1,0.13333333333333333,0.1,0.09169758125209625
ours_full,743,acinar,0.0,0.0,0.13333333333333333,0.1,0.08936691636091856
ours_full,744,acinar,0.0,0.0,0.0,0.03333333333333333,0.02270509824958248
ours_full,745,acinar,0.0,0.0,0.2,0.36666666666666664,0.3305782110768543
ours_full,746,acinar,0.4,0.4,0.4,0.36666666666666664,0.4597124504246732
ours_full,747,acinar,0.2,0.1,0.13333333333333333,0.23333333333333334,0.21457153287054231
ours_full,748,acinar,0.4,0.6,0.5333333333333333,0.43333333333333335,0.5407142437501143
ours_full,749,acinar,0.0,0.1,0.2,0.43333333333333335,0.3744285545447574
ours_full,750,acinar,0.6,0.3,0.26666666666666666,0.16666666666666666,0.273423116133196
ours_full,751,acinar,0.0,0.0,0.06666666666666667,0.1,0.08589928155937919
ours_full,752,acinar,0.0,0.1,0.13333333333333333,0.3333333333333333,0.3132503301146502
ours_full,753,acinar,0.0,0.0,0.0,0.03333333333333333,0.03888053661057258
ours_full,754,acinar,0.0,0.3,0.26666666666666666,0.3,0.28320112436192696
ours_full,755,acinar,0.2,0.3,0.4,0.3,0.3335442864183883
ours_full,756,acinar,0.2,0.1,0.13333333333333333,0.13333333333333333,0.14927690797915766
ours_full,757,acinar,0.2,0.2,0.26666666666666666,0.26666666666666666,0.3166595266757587
ours_full,758,acinar,0.2,0.2,0.2,0.23333333333333334,0.26790461131630156
ours_full,759,acinar,0.2,0.4,0.3333333333333333,0.26666666666666666,0.3795995326966983
ours_full,760,acinar,0.4,0.3,0.2,0.23333333333333334,0.30428430630423986
ours_full,761,acinar,0.0,0.0,0.0,0.03333333333333333,0.022955635811839507
ours_full,762,acinar,0.0,0.0,0.06666666666666667,0.2,0.1733443159645122
ours_full,763,acinar,0.4,0.3,0.4666666666666667,0.36666666666666664,0.36966958715912646
ours_full,764,acinar,0.0,0.0,0.06666666666666667,0.13333333333333333,0.12122395275631954
ours_full,765,acinar,0.2,0.4,0.4,0.3333333333333333,0.4210690744137999
ours_full,766,acinar,0.2,0.2,0.2,0.2,0.27971944271458987
ours_full,767,acinar,0.6,0.7,0.5333333333333333,0.4666666666666667,0.5599253328427956
ours_full,768,acinar,0.0,0.1,0.06666666666666667,0.06666666666666667,0.05765499731179104
ours_full,769,acinar,0.0,0.0,0.06666666666666667,0.2,0.1700027179799904
ours_full,770,acinar,0.2,0.3,0.2,0.2,0.2677148134590228
ours_full,771,acinar,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03155184951131585
ours_full,772,acinar,0.0,0.0,0.0,0.03333333333333333,0.02322154359403178
ours_full,773,acinar,0.0,0.0,0.13333333333333333,0.16666666666666666,0.14606086132300258
ours_full,774,acinar,0.0,0.1,0.2,0.1,0.0889869337870539
ours_full,775,acinar,0.0,0.0,0.06666666666666667,0.16666666666666666,0.14583807997605905
ours_full,776,acinar,0.0,0.0,0.13333333333333333,0.16666666666666666,0.14282077593887102
ours_full,777,acinar,0.6,0.3,0.26666666666666666,0.2,0.31912054645236954
ours_full,778,acinar,0.0,0.0,0.0,0.1,0.08522042450497168
ours_full,779,acinar,0.0,0.1,0.2,0.13333333333333333,0.1291037492628216
ours_full,780,acinar,0.0,0.0,0.06666666666666667,0.03333333333333333,0.02728786645648295
ours_full,781,acinar,0.2,0.4,0.3333333333333333,0.3333333333333333,0.3579515802135543
ours_full,782,acinar,0.0,0.0,0.0,0.06666666666666667,0.07148551972633883
ours_full,783,acinar,0.0,0.0,0.06666666666666667,0.06666666666666667,0.052798121010508695
ours_full,784,acinar,0.0,0.0,0.0,0.13333333333333333,0.09162773465078654
ours_full,785,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,786,alpha,0.0,0.0,0.0,0.03333333333333333,0.06886690743551852
ours_full,787,alpha,0.0,0.1,0.13333333333333333,0.06666666666666667,0.06616840306705553
ours_full,788,alpha,0.2,0.1,0.13333333333333333,0.13333333333333333,0.13160826169070536
ours_full,789,alpha,0.0,0.1,0.06666666666666667,0.03333333333333333,0.036383821941977264
ours_full,790,alpha,0.0,0.0,0.0,0.03333333333333333,0.02322154359403178
ours_full,791,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,792,alpha,0.0,0.1,0.06666666666666667,0.13333333333333333,0.14010345626035592
ours_full,793,alpha,0.0,0.0,0.0,0.03333333333333333,0.022955635811839507
ours_full,794,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,795,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.028668581747809112
ours_full,796,alpha,0.0,0.0,0.0,0.06666666666666667,0.06308778722929051
ours_full,797,alpha,0.0,0.0,0.0,0.1,0.08954457583743514
ours_full,798,alpha,0.0,0.0,0.0,0.06666666666666667,0.04427665179405517
ours_full,799,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.02728786645648295
ours_full,800,alpha,0.0,0.2,0.26666666666666666,0.26666666666666666,0.2263333715293324
ours_full,801,alpha,0.2,0.1,0.13333333333333333,0.1,0.11766352014225641
ours_full,802,alpha,0.0,0.2,0.2,0.13333333333333333,0.16295913603202009
ours_full,803,alpha,0.0,0.0,0.06666666666666667,0.06666666666666667,0.05392385287438173
ours_full,804,alpha,0.0,0.0,0.06666666666666667,0.13333333333333333,0.10119925092168448
ours_full,805,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.09089903111158015
ours_full,806,alpha,0.2,0.1,0.06666666666666667,0.13333333333333333,0.14656893597916312
ours_full,807,alpha,0.0,0.0,0.0,0.06666666666666667,0.05646557739382089
ours_full,808,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,809,alpha,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03888053661057258
ours_full,810,alpha,0.0,0.0,0.0,0.06666666666666667,0.06367168839846021
ours_full,811,alpha,0.0,0.0,0.0,0.03333333333333333,0.02270509824958248
ours_full,812,alpha,0.2,0.1,0.13333333333333333,0.2,0.1823676365218895
ours_full,813,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,814,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.028668581747809112
ours_full,815,alpha,0.0,0.0,0.13333333333333333,0.2,0.17948767418943024
ours_full,816,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,817,alpha,0.0,0.1,0.13333333333333333,0.1,0.1609158743981757
ours_full,818,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,819,alpha,0.0,0.0,0.0,0.03333333333333333,0.025695227962458354
ours_full,820,alpha,0.2,0.2,0.2,0.3,0.3455436474773755
ours_full,821,alpha,0.0,0.0,0.06666666666666667,0.1,0.08567309145400859
ours_full,822,alpha,0.0,0.0,0.0,0.03333333333333333,0.02412953926269958
ours_full,823,alpha,0.0,0.0,0.0,0.03333333333333333,0.0545757329129659
ours_full,824,alpha,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03888053661057258
ours_full,825,alpha,0.0,0.0,0.0,0.03333333333333333,0.03155184951131585
ours_full,826,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,827,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,828,alpha,0.0,0.0,0.0,0.03333333333333333,0.023504488805288947
ours_full,829,alpha,0.0,0.0,0.06666666666666667,0.06666666666666667,0.09237139624080747
ours_full,830,alpha,0.0,0.0,0.0,0.1,0.10230308455148589
ours_full,831,alpha,0.0,0.1,0.06666666666666667,0.06666666666666667,0.07860937291050411
ours_full,832,alpha,0.0,0.1,0.2,0.1,0.1012352925727065
ours_full,833,alpha,0.0,0.0,0.0,0.03333333333333333,0.022955635811839507
ours_full,834,alpha,0.0,0.0,0.0,0.13333333333333333,0.09888786801624769
ours_full,835,alpha,0.2,0.1,0.06666666666666667,0.13333333333333333,0.1378853923534026
ours_full,836,alpha,0.2,0.2,0.2,0.13333333333333333,0.2529617273180024
ours_full,837,alpha,0.0,0.0,0.0,0.03333333333333333,0.02203212367606162
ours_full,838,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,839,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,840,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,841,alpha,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03285786528429744
ours_full,842,alpha,0.0,0.2,0.13333333333333333,0.16666666666666666,0.13907804902644116
ours_full,843,alpha,0.0,0.0,0.0,0.06666666666666667,0.048980080632926436
ours_full,844,alpha,0.0,0.0,0.0,0.1,0.07622422136761844
ours_full,845,alpha,0.0,0.0,0.0,0.06666666666666667,0.05464215888521482
ours_full,846,alpha,0.0,0.0,0.0,0.03333333333333333,0.0238064031731478
ours_full,847,alpha,0.0,0.1,0.06666666666666667,0.06666666666666667,0.057334407400058386
ours_full,848,alpha,0.0,0.0,0.13333333333333333,0.23333333333333334,0.22580392935526641
ours_full,849,alpha,0.0,0.0,0.0,0.03333333333333333,0.024476542115760943
ours_full,850,alpha,0.0,0.0,0.0,0.03333333333333333,0.023504488805288947
ours_full,851,alpha,0.2,0.3,0.26666666666666666,0.23333333333333334,0.2927194759177375
ours_full,852,alpha,0.0,0.0,0.0,0.03333333333333333,0.02224452811799355
ours_full,853,alpha,0.4,0.2,0.13333333333333333,0.1,0.140005424308796
ours_full,854,alpha,0.2,0.1,0.06666666666666667,0.13333333333333333,0.1211452292359768
ours_full,855,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,856,alpha,0.0,0.0,0.0,0.1,0.07668529229975855
ours_full,857,alpha,0.0,0.0,0.0,0.1,0.0956678170299634
ours_full,858,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.042225550968526857
ours_full,859,alpha,0.0,0.0,0.0,0.1,0.07468499620836314
ours_full,860,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,861,alpha,0.2,0.2,0.2,0.1,0.18776083873643593
ours_full,862,alpha,0.2,0.1,0.13333333333333333,0.2,0.2027637469894955
ours_full,863,alpha,0.8,0.5,0.3333333333333333,0.16666666666666666,0.2515577055381617
ours_full,864,alpha,0.0,0.0,0.0,0.03333333333333333,0.03888053661057258
ours_full,865,alpha,0.0,0.0,0.0,0.06666666666666667,0.04637406738069313
ours_full,866,alpha,0.0,0.2,0.13333333333333333,0.1,0.09653553392236362
ours_full,867,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,868,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,869,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,870,alpha,0.0,0.1,0.13333333333333333,0.06666666666666667,0.06683085334160131
ours_full,871,alpha,0.2,0.1,0.13333333333333333,0.16666666666666666,0.19522666228471136
ours_full,872,alpha,0.0,0.0,0.06666666666666667,0.06666666666666667,0.060912660286634196
ours_full,873,alpha,0.2,0.1,0.13333333333333333,0.1,0.16447781460891067
ours_full,874,alpha,0.0,0.0,0.0,0.06666666666666667,0.049327083485987806
ours_full,875,alpha,0.0,0.0,0.13333333333333333,0.1,0.08377097515010011
ours_full,876,alpha,0.0,0.0,0.0,0.03333333333333333,0.02485054137022686
ours_full,877,alpha,0.0,0.0,0.0,0.03333333333333333,0.022955635811839507
ours_full,878,alpha,0.0,0.0,0.06666666666666667,0.1,0.08233715674146494
ours_full,879,alpha,0.2,0.2,0.13333333333333333,0.1,0.18246545615426366
ours_full,880,alpha,0.2,0.4,0.26666666666666666,0.16666666666666666,0.3078584647269661
ours_full,881,alpha,0.0,0.0,0.0,0.13333333333333333,0.0953613797065085
ours_full,882,alpha,0.0,0.0,0.0,0.06666666666666667,0.04755563961980934
ours_full,883,alpha,0.0,0.0,0.0,0.03333333333333333,0.030447031399624055
ours_full,884,alpha,0.0,0.0,0.0,0.03333333333333333,0.02670396528731324
ours_full,885,alpha,0.0,0.0,0.0,0.06666666666666667,0.04597297230397037
ours_full,886,alpha,0.2,0.1,0.13333333333333333,0.13333333333333333,0.18891848735810043
ours_full,887,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.028668581747809112
ours_full,888,alpha,0.2,0.1,0.06666666666666667,0.03333333333333333,0.06886690743551852
ours_full,889,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.07089413271633596
ours_full,890,alpha,0.0,0.0,0.06666666666666667,0.06666666666666667,0.055358252684463656
ours_full,891,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.030447031399624055
ours_full,892,alpha,0.0,0.1,0.06666666666666667,0.13333333333333333,0.1917929254689965
ours_full,893,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,894,alpha,0.2,0.2,0.26666666666666666,0.26666666666666666,0.23397265982150894
ours_full,895,alpha,0.0,0.0,0.06666666666666667,0.13333333333333333,0.1137115737805045
ours_full,896,alpha,0.0,0.1,0.13333333333333333,0.06666666666666667,0.13782004757374092
ours_full,897,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,898,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,899,alpha,0.0,0.0,0.0,0.1,0.0739781732513671
ours_full,900,alpha,0.0,0.0,0.0,0.03333333333333333,0.02670396528731324
ours_full,901,alpha,0.0,0.0,0.0,0.03333333333333333,0.0238064031731478
ours_full,902,alpha,0.4,0.2,0.13333333333333333,0.2,0.21670721397506895
ours_full,903,alpha,0.0,0.0,0.13333333333333333,0.13333333333333333,0.20324369442243337
ours_full,904,alpha,0.4,0.2,0.26666666666666666,0.3,0.3860060457615245
ours_full,905,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.09371744880574538
ours_full,906,alpha,0.0,0.0,0.13333333333333333,0.1,0.10135640965864122
ours_full,907,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,908,alpha,0.0,0.0,0.0,0.06666666666666667,0.05050941005051473
ours_full,909,alpha,0.2,0.1,0.06666666666666667,0.03333333333333333,0.042225550968526857
ours_full,910,alpha,0.0,0.0,0.0,0.03333333333333333,0.02412953926269958
ours_full,911,alpha,0.0,0.2,0.13333333333333333,0.3,0.28969659401245307
ours_full,912,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,913,alpha,0.0,0.1,0.06666666666666667,0.26666666666666666,0.20750936805488232
ours_full,914,alpha,0.0,0.1,0.13333333333333333,0.06666666666666667,0.06932756801019663
ours_full,915,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,916,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,917,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,918,alpha,0.0,0.1,0.06666666666666667,0.06666666666666667,0.061137419005072496
ours_full,919,alpha,0.0,0.1,0.2,0.16666666666666666,0.17034263494027846
ours_full,920,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,921,alpha,0.0,0.0,0.0,0.06666666666666667,0.06335707872633352
ours_full,922,alpha,0.0,0.0,0.0,0.03333333333333333,0.02224452811799355
ours_full,923,alpha,0.0,0.1,0.2,0.13333333333333333,0.1799082177423053
ours_full,924,alpha,0.0,0.0,0.06666666666666667,0.06666666666666667,0.09753548918332763
ours_full,925,alpha,0.0,0.0,0.0,0.06666666666666667,0.047727351638519974
ours_full,926,alpha,0.0,0.0,0.0,0.03333333333333333,0.023504488805288947
ours_full,927,alpha,0.0,0.0,0.0,0.06666666666666667,0.0585530932467558
ours_full,928,alpha,0.0,0.0,0.06666666666666667,0.1,0.07660452418365649
ours_full,929,alpha,0.0,0.1,0.13333333333333333,0.2,0.2173548365320047
ours_full,930,alpha,0.2,0.1,0.13333333333333333,0.16666666666666666,0.17302895540928462
ours_full,931,alpha,0.0,0.0,0.06666666666666667,0.13333333333333333,0.1261068727844998
ours_full,932,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.06635509023122643
ours_full,933,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,934,alpha,0.0,0.1,0.06666666666666667,0.06666666666666667,0.055358252684463656
ours_full,935,alpha,0.0,0.0,0.0,0.03333333333333333,0.03443345371775926
ours_full,936,alpha,0.0,0.0,0.0,0.06666666666666667,0.047727351638519974
ours_full,937,alpha,0.0,0.0,0.0,0.06666666666666667,0.1370896594238334
ours_full,938,alpha,0.0,0.0,0.0,0.03333333333333333,0.03443345371775926
ours_full,939,alpha,0.0,0.0,0.0,0.03333333333333333,0.025255271126572616
ours_full,940,alpha,0.0,0.0,0.0,0.1,0.07463990772316062
ours_full,941,alpha,0.0,0.0,0.0,0.06666666666666667,0.07650586828841437
ours_full,942,alpha,0.0,0.0,0.0,0.03333333333333333,0.0238064031731478
ours_full,943,alpha,0.0,0.0,0.0,0.03333333333333333,0.02224452811799355
ours_full,944,alpha,0.0,0.0,0.0,0.06666666666666667,0.06268693978372038
ours_full,945,alpha,0.0,0.0,0.06666666666666667,0.1,0.0747200443840834
ours_full,946,alpha,0.0,0.1,0.06666666666666667,0.06666666666666667,0.055358252684463656
ours_full,947,alpha,0.0,0.1,0.06666666666666667,0.2,0.1629695685198485
ours_full,948,alpha,0.2,0.1,0.06666666666666667,0.1,0.11479354927913278
ours_full,949,alpha,0.0,0.0,0.0,0.03333333333333333,0.1091514658259318
ours_full,950,alpha,0.2,0.2,0.13333333333333333,0.16666666666666666,0.24476350855418694
ours_full,951,alpha,0.0,0.0,0.0,0.1,0.0791039759429987
ours_full,952,alpha,0.0,0.1,0.06666666666666667,0.03333333333333333,0.03285786528429744
ours_full,953,alpha,0.2,0.1,0.2,0.2,0.2422884660080812
ours_full,954,alpha,0.0,0.0,0.0,0.13333333333333333,0.0983165456425274
ours_full,955,alpha,0.0,0.1,0.2,0.23333333333333334,0.3218568982413221
ours_full,956,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.042225550968526857
ours_full,957,alpha,0.0,0.1,0.13333333333333333,0.1,0.13318510582347
ours_full,958,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.047008977610577894
ours_full,959,alpha,0.0,0.1,0.13333333333333333,0.16666666666666666,0.1385322187643783
ours_full,960,alpha,0.0,0.0,0.0,0.1,0.09016530704897877
ours_full,961,alpha,0.0,0.0,0.13333333333333333,0.16666666666666666,0.22832448435009434
ours_full,962,alpha,0.2,0.1,0.13333333333333333,0.13333333333333333,0.25929807146172945
ours_full,963,alpha,0.0,0.1,0.06666666666666667,0.1,0.08918595812251598
ours_full,964,alpha,0.2,0.1,0.06666666666666667,0.03333333333333333,0.042225550968526857
ours_full,965,alpha,0.2,0.1,0.13333333333333333,0.2,0.1962732322910621
ours_full,966,alpha,0.0,0.0,0.06666666666666667,0.13333333333333333,0.10606776824342742
ours_full,967,alpha,0.2,0.3,0.2,0.16666666666666666,0.20174820401511886
ours_full,968,alpha,0.0,0.1,0.13333333333333333,0.23333333333333334,0.29739450901239745
ours_full,969,alpha,0.0,0.0,0.06666666666666667,0.1,0.07539461414712985
ours_full,970,alpha,0.0,0.1,0.13333333333333333,0.06666666666666667,0.06932756801019663
ours_full,971,alpha,0.0,0.0,0.06666666666666667,0.16666666666666666,0.12903451156797188
ours_full,972,alpha,0.0,0.0,0.0,0.06666666666666667,0.0750834162528243
ours_full,973,alpha,0.0,0.1,0.06666666666666667,0.1,0.08861234985290614
ours_full,974,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,975,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.07051346641586684
ours_full,976,alpha,0.0,0.3,0.2,0.23333333333333334,0.22581484318565573
ours_full,977,alpha,0.0,0.1,0.06666666666666667,0.26666666666666666,0.21893830451637483
ours_full,978,alpha,0.0,0.1,0.06666666666666667,0.1,0.10189475778187418
ours_full,979,alpha,0.0,0.1,0.06666666666666667,0.2,0.15622415535817505
ours_full,980,alpha,0.0,0.0,0.0,0.06666666666666667,0.056028391627076804
ours_full,981,alpha,0.2,0.1,0.06666666666666667,0.1,0.15665126507049795
ours_full,982,alpha,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0545757329129659
ours_full,983,alpha,0.2,0.1,0.06666666666666667,0.1,0.17171117001715286
ours_full,984,alpha,0.0,0.0,0.06666666666666667,0.1,0.0825147642602252
ours_full,985,alpha,0.0,0.0,0.0,0.06666666666666667,0.04708517507453908
ours_full,986,alpha,0.0,0.1,0.06666666666666667,0.13333333333333333,0.17850261437090173
ours_full,987,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,988,alpha,0.2,0.2,0.13333333333333333,0.13333333333333333,0.12458504738843046
ours_full,989,alpha,0.0,0.0,0.0,0.16666666666666666,0.2123430143374753
ours_full,990,alpha,0.2,0.1,0.06666666666666667,0.1,0.11562894642050583
ours_full,991,alpha,0.0,0.0,0.06666666666666667,0.1,0.07570069866971746
ours_full,992,alpha,0.0,0.0,0.06666666666666667,0.16666666666666666,0.12759481888420193
ours_full,993,alpha,0.0,0.0,0.0,0.16666666666666666,0.19736488936638694
ours_full,994,alpha,0.0,0.0,0.0,0.03333333333333333,0.027938193597901582
ours_full,995,alpha,0.0,0.2,0.26666666666666666,0.4666666666666667,0.43396837061488763
ours_full,996,alpha,0.2,0.1,0.06666666666666667,0.06666666666666667,0.1370896594238334
ours_full,997,alpha,0.2,0.1,0.06666666666666667,0.16666666666666666,0.16331173229452706
ours_full,998,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,999,alpha,0.0,0.0,0.0,0.1,0.07974053033058592
ours_full,1000,alpha,0.0,0.0,0.0,0.0,0.0
ours_full,1001,alpha,0.0,0.0,0.0,0.03333333333333333,0.022955635811839507
