query_index,celltype,tech,x,y,recall_at_5,recall_at_15
1231,alpha,celseq2,15.310608,6.193121,0.0,0.0
1232,alpha,celseq2,5.8925953,14.9599,0.0,0.0
1233,alpha,celseq2,15.909468,6.9483566,0.0,0.0666666666666666
1234,alpha,celseq2,15.725685,7.569365,0.0,0.0666666666666666
1235,alpha,celseq2,14.744999,6.768877,0.0,0.0
1236,alpha,celseq2,14.868029,6.396839,0.0,0.0
1237,alpha,celseq2,16.564949,7.452109,0.0,0.0
1238,alpha,celseq2,15.9993,6.564912,0.0,0.2666666666666666
1239,alpha,celseq2,16.268074,7.554064,0.0,0.0666666666666666
1240,alpha,celseq2,15.968189,6.6668997,0.2,0.0666666666666666
1241,alpha,celseq2,15.777865,6.5594106,0.0,0.0
1242,alpha,celseq2,16.18164,7.8848195,0.0,0.0666666666666666
1243,alpha,celseq2,15.15649,6.8561516,0.0,0.0
1244,alpha,celseq2,16.586596,8.086937,0.2,0.0666666666666666
1245,alpha,celseq2,16.350582,7.1485815,0.0,0.0
1246,alpha,celseq2,16.081272,6.7858453,0.0,0.0666666666666666
1247,alpha,celseq2,16.386532,7.22287,0.0,0.0
1248,alpha,celseq2,15.457441,6.2985187,0.0,0.2
1249,alpha,celseq2,12.74801,8.893107,0.0,0.0
1250,alpha,celseq2,16.32657,7.2707605,0.2,0.0666666666666666
1251,alpha,celseq2,16.43341,7.2712417,0.0,0.0
1252,alpha,celseq2,16.191702,7.7425756,0.0,0.0
1253,alpha,celseq2,15.258229,6.00843,0.0,0.0666666666666666
1254,alpha,celseq2,16.077806,7.076822,0.0,0.0
1255,alpha,celseq2,15.622649,8.325916,0.0,0.0
1256,alpha,celseq2,15.959703,7.895942,0.0,0.0
1257,alpha,celseq2,16.310839,8.220679,0.0,0.0
1258,alpha,celseq2,16.178804,7.7560163,0.0,0.1333333333333333
1259,alpha,celseq2,16.25946,7.7301087,0.0,0.0666666666666666
1260,alpha,celseq2,15.137715,6.5760684,0.0,0.0666666666666666
1261,alpha,celseq2,16.513033,7.8005147,0.2,0.1333333333333333
1262,alpha,celseq2,16.112,6.4554334,0.0,0.0
1263,alpha,celseq2,6.0881686,15.200818,0.0,0.0
1264,alpha,celseq2,15.334486,6.1896777,0.0,0.0
1265,alpha,celseq2,16.339941,7.875509,0.0,0.0666666666666666
1266,alpha,celseq2,15.980988,7.6366982,0.0,0.0
1267,alpha,celseq2,16.001356,6.810705,0.0,0.0
1268,alpha,celseq2,16.524614,7.52966,0.0,0.0
1269,alpha,celseq2,15.712716,6.588593,0.0,0.0
1270,alpha,celseq2,16.189066,8.286659,0.0,0.0
1271,alpha,celseq2,7.310407,14.871621,0.0,0.0
1272,alpha,celseq2,16.102463,7.6461205,0.0,0.0
1273,alpha,celseq2,15.766617,6.289853,0.0,0.0
1274,alpha,celseq2,15.648324,8.294286,0.0,0.0666666666666666
1275,alpha,celseq2,16.508448,7.726094,0.0,0.0
1276,alpha,celseq2,16.04694,7.0030985,0.0,0.0666666666666666
1277,alpha,celseq2,15.1666765,6.154632,0.0,0.0666666666666666
1278,alpha,celseq2,16.179714,7.231365,0.0,0.0
1279,alpha,celseq2,16.328844,7.6595736,0.0,0.0666666666666666
1280,alpha,celseq2,15.450685,6.5375137,0.0,0.0
1281,alpha,celseq2,15.941965,6.6275992,0.2,0.2
1282,alpha,celseq2,15.345083,7.778955,0.0,0.0666666666666666
1283,alpha,celseq2,16.353647,7.4187493,0.0,0.0
1284,alpha,celseq2,16.216887,6.9016857,0.0,0.0
1285,alpha,celseq2,16.255995,7.1627007,0.0,0.1333333333333333
1286,alpha,celseq2,15.86927,6.9509974,0.0,0.0
1287,alpha,celseq2,16.572744,7.2881413,0.0,0.0
1288,alpha,celseq2,16.32875,7.3773885,0.0,0.0666666666666666
1289,alpha,celseq2,16.477348,7.088688,0.0,0.0666666666666666
1290,alpha,celseq2,15.994726,6.6347585,0.2,0.0666666666666666
1291,alpha,celseq2,16.046825,7.842144,0.2,0.0666666666666666
1292,alpha,celseq2,16.281395,7.4440174,0.0,0.0
1293,alpha,celseq2,16.195505,6.7974114,0.0,0.0666666666666666
1294,alpha,celseq2,13.94796,8.331703,0.0,0.0
1295,alpha,celseq2,16.299635,7.5036073,0.0,0.1333333333333333
1296,alpha,celseq2,15.5283,6.792832,0.2,0.2
1297,alpha,celseq2,16.189318,8.003336,0.0,0.0666666666666666
1298,alpha,celseq2,16.347662,7.344836,0.0,0.0666666666666666
1299,alpha,celseq2,16.391338,7.624328,0.0,0.0
1300,alpha,celseq2,16.365171,7.6012836,0.0,0.0666666666666666
1301,alpha,celseq2,16.396564,7.416076,0.0,0.0
1302,alpha,celseq2,16.33693,7.387358,0.0,0.0
1303,alpha,celseq2,16.361113,6.938367,0.0,0.0
1304,alpha,celseq2,16.613045,7.3577504,0.0,0.0
1305,alpha,celseq2,15.745764,6.6962256,0.0,0.0
1306,alpha,celseq2,16.256277,7.433329,0.0,0.0
1307,alpha,celseq2,15.759973,6.5138316,0.0,0.1333333333333333
1308,alpha,celseq2,16.106682,7.088002,0.0,0.0
1309,alpha,celseq2,16.06012,6.9514856,0.0,0.0
1310,alpha,celseq2,16.071125,6.7029905,0.0,0.0666666666666666
1311,alpha,celseq2,16.546907,7.4811378,0.0,0.0
1312,alpha,celseq2,15.644493,6.638965,0.0,0.0
1313,alpha,celseq2,15.817342,6.6861787,0.0,0.0666666666666666
1314,alpha,celseq2,15.672154,7.079202,0.0,0.0
1315,alpha,celseq2,14.289544,8.443914,0.0,0.0
1316,alpha,celseq2,16.152077,7.2748113,0.0,0.1333333333333333
1317,alpha,celseq2,16.512962,7.497972,0.0,0.1333333333333333
1318,alpha,celseq2,-1.2065204,6.151444,0.0,0.0666666666666666
1319,alpha,celseq2,16.442776,7.5795865,0.0,0.0
1320,alpha,celseq2,16.321924,7.362218,0.0,0.0
1321,alpha,celseq2,16.60969,8.410451,0.0,0.0
1322,alpha,celseq2,16.57373,8.016634,0.2,0.0666666666666666
1323,alpha,celseq2,16.104773,6.925715,0.0,0.0
1324,alpha,celseq2,16.080856,7.4093175,0.0,0.0
1325,alpha,celseq2,16.276575,7.193983,0.0,0.0
1326,alpha,celseq2,16.127838,7.308988,0.0,0.0
1327,alpha,celseq2,16.211634,7.287279,0.0,0.0
1328,alpha,celseq2,16.326342,7.269602,0.0,0.0666666666666666
1329,alpha,celseq2,15.971409,7.1726155,0.0,0.0666666666666666
1330,alpha,celseq2,16.214888,6.667547,0.2,0.0666666666666666
1331,alpha,celseq2,16.083323,6.697173,0.0,0.1333333333333333
1332,alpha,celseq2,16.13374,7.7318344,0.0,0.1333333333333333
1333,alpha,celseq2,15.982754,7.050334,0.0,0.0
1334,alpha,celseq2,16.239525,7.743978,0.2,0.0666666666666666
1335,alpha,celseq2,15.669103,7.7616906,0.0,0.0666666666666666
1336,alpha,celseq2,16.468136,7.757286,0.0,0.0666666666666666
1337,alpha,celseq2,16.281,7.7090473,0.0,0.0
1338,alpha,celseq2,16.267477,7.905733,0.0,0.0
1339,alpha,celseq2,15.604521,6.6191916,0.0,0.0
1340,alpha,celseq2,15.866054,6.423963,0.2,0.1333333333333333
1341,alpha,celseq2,16.38459,7.6495247,0.0,0.0
1342,alpha,celseq2,15.669971,6.8800426,0.0,0.0
1343,alpha,celseq2,5.589776,15.480775,0.0,0.0
1344,alpha,celseq2,16.083364,7.519029,0.0,0.0666666666666666
1345,alpha,celseq2,16.083803,7.098155,0.0,0.0
1346,alpha,celseq2,16.285368,7.771116,0.0,0.0
1347,alpha,celseq2,15.308009,6.791261,0.0,0.0666666666666666
1348,alpha,celseq2,15.72203,6.4029794,0.0,0.0
1349,alpha,celseq2,15.312899,6.4147887,0.0,0.0
1350,alpha,celseq2,15.704383,6.296381,0.0,0.0
1351,alpha,celseq2,13.948073,9.100338,0.0,0.0666666666666666
1352,alpha,celseq2,15.906375,7.2948613,0.0,0.0
1353,alpha,celseq2,15.96862,6.5662665,0.0,0.1333333333333333
1354,alpha,celseq2,16.038334,6.559562,0.0,0.1333333333333333
1355,alpha,celseq2,16.10635,6.798349,0.0,0.0
1356,alpha,celseq2,14.701133,7.91454,0.0,0.0666666666666666
1357,alpha,celseq2,15.190485,6.8145213,0.0,0.0
1358,alpha,celseq2,16.30257,6.967913,0.0,0.0
1359,alpha,celseq2,15.391186,6.192056,0.0,0.0
1360,alpha,celseq2,15.9006,6.651607,0.0,0.2
1361,alpha,celseq2,15.925095,6.584603,0.0,0.0666666666666666
1362,alpha,celseq2,16.545155,7.9725914,0.4,0.2666666666666666
1363,alpha,celseq2,15.902097,7.3321314,0.0,0.1333333333333333
1364,alpha,celseq2,16.019924,6.519154,0.0,0.0666666666666666
1365,alpha,celseq2,6.810924,14.120984,0.0,0.0
1366,alpha,celseq2,14.255369,6.6643753,0.0,0.0
1367,alpha,celseq2,15.9304905,6.226361,0.0,0.0666666666666666
1368,alpha,celseq2,16.016552,6.7011786,0.0,0.0
1369,alpha,celseq2,15.751112,6.677321,0.0,0.0
1370,alpha,celseq2,15.928106,6.929078,0.0,0.0
1371,alpha,celseq2,15.732512,6.384855,0.2,0.0666666666666666
1372,alpha,celseq2,16.31302,7.7543364,0.0,0.0666666666666666
1373,alpha,celseq2,15.8326645,6.3610754,0.0,0.0
1374,alpha,celseq2,16.428802,7.6911564,0.0,0.0
1375,alpha,celseq2,15.593351,6.374656,0.0,0.0
1376,alpha,celseq2,16.378302,6.74363,0.0,0.0666666666666666
1377,alpha,celseq2,16.234196,7.232689,0.0,0.0
1378,alpha,celseq2,16.148203,7.9715714,0.0,0.1333333333333333
1379,alpha,celseq2,16.26232,7.7071085,0.0,0.1333333333333333
1380,alpha,celseq2,15.765612,6.297762,0.0,0.0666666666666666
1381,alpha,celseq2,15.505452,6.4095826,0.0,0.0666666666666666
1382,alpha,celseq2,16.20044,7.4675474,0.2,0.1333333333333333
1383,alpha,celseq2,16.190025,7.1243176,0.0,0.0666666666666666
1384,alpha,celseq2,16.281511,7.372549,0.0,0.0
1385,alpha,celseq2,15.852385,6.8555517,0.0,0.0
1386,alpha,celseq2,16.553762,7.7216187,0.0,0.0
1387,alpha,celseq2,15.853256,6.729205,0.0,0.0666666666666666
1388,alpha,celseq2,16.140451,7.3541756,0.0,0.0
1389,alpha,celseq2,16.12288,7.2420554,0.0,0.0666666666666666
1390,alpha,celseq2,15.896583,6.9247284,0.0,0.0
1391,alpha,celseq2,16.013918,7.061799,0.0,0.0666666666666666
1392,alpha,celseq2,16.151192,6.762429,0.0,0.0
1393,alpha,celseq2,15.662391,6.51806,0.0,0.0666666666666666
1394,alpha,celseq2,15.686471,6.6302814,0.0,0.0666666666666666
1395,alpha,celseq2,16.41892,7.656192,0.0,0.0666666666666666
1396,alpha,celseq2,16.444466,7.3738446,0.0,0.0
1397,alpha,celseq2,16.783491,8.212216,0.0,0.1333333333333333
1398,alpha,celseq2,14.809838,8.14277,0.0,0.0
1399,alpha,celseq2,16.186495,7.039389,0.0,0.0
1400,alpha,celseq2,16.45647,7.4553857,0.0,0.0
1401,alpha,celseq2,16.335075,6.9542484,0.0,0.0
1402,alpha,celseq2,16.132887,6.909933,0.0,0.0
1403,alpha,celseq2,16.105328,7.7837543,0.0,0.0666666666666666
1404,alpha,celseq2,16.184841,7.837405,0.0,0.0666666666666666
1405,alpha,celseq2,15.816585,6.5782166,0.0,0.0
1406,alpha,celseq2,14.815364,8.6513195,0.0,0.0666666666666666
1407,alpha,celseq2,6.7039638,14.801011,0.0,0.0
1408,alpha,celseq2,16.302732,7.1543155,0.0,0.0666666666666666
1409,alpha,celseq2,15.957927,6.537146,0.0,0.0666666666666666
1410,alpha,celseq2,14.703049,6.4060664,0.0,0.0
1411,alpha,celseq2,16.37894,7.491442,0.0,0.0
1412,alpha,celseq2,16.298626,7.2715387,0.0,0.0
1413,alpha,celseq2,15.597347,6.2864122,0.2,0.1333333333333333
1414,alpha,celseq2,15.900075,6.7727237,0.0,0.0
1415,alpha,celseq2,15.796818,6.715158,0.0,0.0
1416,alpha,celseq2,15.588937,6.3633103,0.0,0.0666666666666666
1417,alpha,celseq2,15.676431,7.3071494,0.0,0.0666666666666666
1418,alpha,celseq2,16.022364,6.6586137,0.0,0.0
1419,alpha,celseq2,16.375153,7.356678,0.0,0.0
1420,alpha,celseq2,16.223194,7.1395364,0.0,0.0
1421,alpha,celseq2,16.397425,7.459611,0.0,0.0
1422,alpha,celseq2,16.206099,7.5057135,0.0,0.0666666666666666
1423,alpha,celseq2,15.812372,6.930649,0.0,0.0
1424,alpha,celseq2,16.54443,7.0941005,0.0,0.1333333333333333
1425,alpha,celseq2,16.440306,7.248286,0.0,0.0
1426,alpha,celseq2,-1.3435165,5.670874,0.2,0.1333333333333333
1427,alpha,celseq2,16.364325,6.852415,0.0,0.0
1428,alpha,celseq2,15.8878145,7.096752,0.0,0.0
1429,alpha,celseq2,15.831041,6.6591825,0.0,0.0
1430,alpha,celseq2,16.54587,8.762903,0.0,0.2666666666666666
1431,alpha,celseq2,16.517576,7.718801,0.0,0.0
1432,alpha,celseq2,16.198048,6.648075,0.0,0.0666666666666666
1433,alpha,celseq2,16.336657,7.810366,0.0,0.0666666666666666
1434,alpha,celseq2,16.099333,7.6855655,0.0,0.0
1435,alpha,celseq2,16.065111,6.6984982,0.0,0.1333333333333333
1436,alpha,celseq2,16.693747,8.5152645,0.0,0.1333333333333333
1437,alpha,celseq2,13.496006,8.379402,0.6,0.3333333333333333
1438,alpha,celseq2,16.70326,7.512839,0.0,0.0666666666666666
1439,alpha,celseq2,15.999316,6.5687156,0.0,0.1333333333333333
1440,alpha,celseq2,16.311756,7.533952,0.0,0.0
1441,alpha,celseq2,15.685836,6.5510287,0.0,0.0666666666666666
1442,alpha,celseq2,16.411415,7.834775,0.0,0.0
1443,alpha,celseq2,16.298677,7.7267866,0.0,0.0
1444,alpha,celseq2,16.473703,7.6941514,0.0,0.0
1445,alpha,celseq2,15.9104185,6.791283,0.0,0.0
1446,alpha,celseq2,15.991239,6.5369,0.0,0.0
1447,alpha,celseq2,16.197775,7.9900136,0.0,0.1333333333333333
1448,alpha,celseq2,16.036228,7.0926485,0.0,0.0666666666666666
1449,alpha,celseq2,16.290606,8.109645,0.0,0.0
1450,alpha,celseq2,15.848265,6.495031,0.0,0.0666666666666666
1451,alpha,celseq2,16.772976,7.9528246,0.0,0.0666666666666666
1452,alpha,celseq2,16.05664,6.427247,0.0,0.1333333333333333
1453,alpha,celseq2,16.094847,6.5893636,0.2,0.1333333333333333
1454,alpha,celseq2,16.48944,7.5354733,0.0,0.0666666666666666
1455,alpha,celseq2,16.400074,7.888495,0.2,0.0666666666666666
1456,alpha,celseq2,15.901744,6.578883,0.0,0.0666666666666666
1457,alpha,celseq2,15.920028,6.490547,0.0,0.0
1458,alpha,celseq2,16.286158,6.7983837,0.0,0.0
1459,alpha,celseq2,16.323997,8.125513,0.0,0.0
1460,alpha,celseq2,16.528543,7.7615747,0.0,0.1333333333333333
1461,alpha,celseq2,16.564697,8.512155,0.0,0.2
1462,alpha,celseq2,15.521691,6.2412105,0.0,0.0
1463,alpha,celseq2,15.847957,7.5912466,0.0,0.0
1464,alpha,celseq2,15.418211,6.523837,0.0,0.1333333333333333
1465,alpha,celseq2,16.169048,6.831884,0.0,0.0666666666666666
1466,alpha,celseq2,16.064106,6.5109296,0.0,0.1333333333333333
1467,alpha,celseq2,16.355858,7.0154924,0.0,0.0
1468,alpha,celseq2,16.104431,8.113704,0.0,0.0666666666666666
1469,alpha,celseq2,16.224466,7.010293,0.0,0.0
1470,alpha,celseq2,16.299608,6.533989,0.0,0.0
1471,alpha,celseq2,16.041887,7.194564,0.0,0.0
1472,alpha,celseq2,15.690124,6.962015,0.0,0.0666666666666666
1473,alpha,celseq2,15.973739,6.6502895,0.2,0.0666666666666666
1474,alpha,celseq2,16.006067,7.9256177,0.0,0.0666666666666666
1475,alpha,celseq2,15.789216,6.846636,0.0,0.0
1476,alpha,celseq2,16.417622,6.872442,0.0,0.0666666666666666
1477,alpha,celseq2,16.058538,6.7173448,0.0,0.1333333333333333
1478,alpha,celseq2,16.471199,7.497398,0.0,0.0
1479,alpha,celseq2,16.200521,6.793916,0.0,0.0
1480,alpha,celseq2,15.8195715,7.1035213,0.0,0.0
1481,alpha,celseq2,16.10965,6.7716646,0.0,0.0
1482,alpha,celseq2,15.729795,6.553227,0.0,0.0
1483,alpha,celseq2,15.940553,6.5679126,0.2,0.3333333333333333
1484,alpha,celseq2,16.042467,7.472592,0.0,0.0
1485,alpha,celseq2,16.00932,6.5437484,0.0,0.1333333333333333
1486,alpha,celseq2,16.339708,8.058967,0.0,0.0
1487,alpha,celseq2,15.788235,6.6770377,0.0,0.0
1488,alpha,celseq2,16.53424,7.7957273,0.0,0.0
1489,alpha,celseq2,16.425882,6.963461,0.0,0.0
1490,alpha,celseq2,16.484858,7.070008,0.0,0.0
1491,alpha,celseq2,16.559526,7.8615227,0.0,0.0
1492,alpha,celseq2,15.998148,6.5911865,0.0,0.2666666666666666
1493,alpha,celseq2,14.344672,9.09503,0.0,0.0666666666666666
1494,alpha,celseq2,16.32464,7.6835694,0.0,0.1333333333333333
1495,alpha,celseq2,16.606766,7.409249,0.0,0.0
1496,alpha,celseq2,16.121454,6.783913,0.0,0.0
1497,alpha,celseq2,16.643232,8.578861,0.2,0.2666666666666666
1498,alpha,celseq2,16.397106,7.35035,0.0,0.0
1499,alpha,celseq2,15.72983,8.433833,0.0,0.0
1500,alpha,celseq2,16.116669,6.624972,0.2,0.1333333333333333
1501,alpha,celseq2,16.140343,6.7757487,0.0,0.0
1502,alpha,celseq2,16.00559,6.3800383,0.2,0.2
1503,alpha,celseq2,16.47152,7.1980295,0.0,0.0
1504,alpha,celseq2,15.475803,6.700203,0.0,0.0666666666666666
1505,alpha,celseq2,16.309238,7.8772535,0.0,0.0666666666666666
1506,alpha,celseq2,15.551771,6.558015,0.0,0.0
1507,alpha,celseq2,15.917165,6.7716713,0.0,0.0
1508,alpha,celseq2,15.743941,6.24529,0.0,0.0666666666666666
1509,alpha,celseq2,16.197327,7.151288,0.0,0.0
1510,alpha,celseq2,16.342245,6.664437,0.0,0.0
1511,alpha,celseq2,16.193258,6.5849867,0.0,0.0666666666666666
1512,alpha,celseq2,15.521653,6.4330754,0.0,0.0666666666666666
1513,alpha,celseq2,15.989134,6.6971054,0.2,0.0666666666666666
1514,alpha,celseq2,15.9286,6.5070415,0.0,0.0666666666666666
1515,alpha,celseq2,16.367092,6.983844,0.0,0.0
1516,alpha,celseq2,16.402342,7.0548716,0.0,0.0
1517,alpha,celseq2,14.54666,9.273269,0.0,0.0
1518,alpha,celseq2,16.421446,7.473863,0.0,0.0
1519,alpha,celseq2,16.29853,6.814281,0.0,0.0
1520,alpha,celseq2,15.717125,7.4943175,0.0,0.0
1521,alpha,celseq2,15.153062,8.895569,0.0,0.0
1522,alpha,celseq2,15.368431,5.924337,0.0,0.0
1523,alpha,celseq2,15.999539,6.5164127,0.0,0.0666666666666666
1524,alpha,celseq2,16.2672,7.0757284,0.0,0.0
1525,alpha,celseq2,16.424015,7.528474,0.0,0.0
1526,alpha,celseq2,15.968827,6.7446413,0.0,0.0666666666666666
1527,alpha,celseq2,15.981285,6.9959955,0.0,0.0
1528,alpha,celseq2,16.129374,7.5668254,0.0,0.0
1529,alpha,celseq2,16.071846,6.7425327,0.0,0.0666666666666666
1530,alpha,celseq2,16.073109,6.887216,0.2,0.0666666666666666
1531,alpha,celseq2,16.625563,7.982128,0.0,0.0666666666666666
1532,alpha,celseq2,16.679153,7.976893,0.0,0.0666666666666666
1533,alpha,celseq2,15.156997,7.730452,0.0,0.0
1534,alpha,celseq2,16.084372,6.67639,0.0,0.0
1535,alpha,celseq2,15.941798,6.683215,0.0,0.0666666666666666
1536,alpha,celseq2,15.794209,6.4370584,0.0,0.0666666666666666
1537,alpha,celseq2,16.78357,7.7562747,0.0,0.1333333333333333
1538,alpha,celseq2,16.098492,6.90563,0.0,0.0666666666666666
1539,alpha,celseq2,16.596855,8.67443,0.2,0.2666666666666666
1540,alpha,celseq2,16.358778,7.7182975,0.0,0.0
1541,alpha,celseq2,16.29999,7.279067,0.2,0.2
1542,alpha,celseq2,16.356352,7.277863,0.0,0.0
1543,alpha,celseq2,16.439249,7.1410007,0.0,0.0666666666666666
1544,alpha,celseq2,16.40714,8.028011,0.0,0.0
1545,alpha,celseq2,16.376831,7.2333508,0.0,0.1333333333333333
1546,alpha,celseq2,16.26094,7.156211,0.0,0.0
1547,alpha,celseq2,16.659876,7.996193,0.2,0.1333333333333333
1548,alpha,celseq2,15.9419,6.939125,0.0,0.0
1549,alpha,celseq2,14.939522,6.794288,0.0,0.0
1550,alpha,celseq2,15.999438,8.357032,0.0,0.0
1551,alpha,celseq2,16.37803,7.5083776,0.0,0.0
1552,alpha,celseq2,15.291038,6.4054294,0.0,0.0
1553,alpha,celseq2,15.770031,6.3475995,0.0,0.0
1554,alpha,celseq2,16.535816,8.669861,0.0,0.0666666666666666
1555,alpha,celseq2,15.652738,6.473252,0.0,0.0
1556,alpha,celseq2,16.368944,7.439036,0.0,0.0
1557,alpha,celseq2,16.127737,6.738846,0.0,0.0
1558,alpha,celseq2,16.397928,6.869521,0.0,0.0
1559,alpha,celseq2,15.773036,8.238919,0.0,0.0
1560,alpha,celseq2,16.654724,7.4837236,0.0,0.0666666666666666
1561,alpha,celseq2,15.698585,6.586744,0.0,0.0
1562,alpha,celseq2,15.659273,6.551258,0.0,0.0
1563,alpha,celseq2,16.108599,7.059442,0.0,0.0
1564,alpha,celseq2,16.141817,7.3124638,0.0,0.0666666666666666
1565,alpha,celseq2,16.499956,8.637408,0.0,0.0666666666666666
1566,alpha,celseq2,16.339857,7.065479,0.0,0.0
1567,alpha,celseq2,16.45104,7.075205,0.0,0.0
1568,alpha,celseq2,16.625303,7.394147,0.0,0.0666666666666666
1569,alpha,celseq2,16.372038,7.23149,0.0,0.0666666666666666
1570,alpha,celseq2,16.04943,6.696792,0.0,0.1333333333333333
1571,alpha,celseq2,16.22888,7.309684,0.0,0.1333333333333333
1572,alpha,celseq2,16.423435,7.614639,0.0,0.0
1573,alpha,celseq2,16.50354,7.079547,0.0,0.0
1574,alpha,celseq2,16.03971,6.682966,0.0,0.0
1575,alpha,celseq2,16.263062,6.7268124,0.0,0.0
1576,alpha,celseq2,16.039825,6.721774,0.2,0.0666666666666666
1577,alpha,celseq2,13.902847,7.680673,0.0,0.1333333333333333
1578,alpha,celseq2,15.947798,6.691304,0.2,0.0666666666666666
1579,alpha,celseq2,16.510088,7.4168587,0.0,0.0
1580,alpha,celseq2,15.882526,6.9384375,0.0,0.1333333333333333
1581,alpha,celseq2,16.485714,7.809389,0.0,0.0666666666666666
1582,alpha,celseq2,16.350794,6.8107677,0.0,0.0
1583,alpha,celseq2,14.347077,9.033785,0.0,0.0666666666666666
1584,alpha,celseq2,16.529692,7.296961,0.0,0.0
1585,alpha,celseq2,16.105793,6.7922907,0.0,0.0666666666666666
1586,alpha,celseq2,16.387812,7.053259,0.0,0.0666666666666666
1587,alpha,celseq2,16.162304,7.386043,0.0,0.0666666666666666
1588,alpha,celseq2,16.0381,6.9299517,0.0,0.0
1589,alpha,celseq2,16.155077,6.7179713,0.0,0.0666666666666666
1590,alpha,celseq2,15.982606,7.001897,0.0,0.0
1591,alpha,celseq2,15.946126,6.7792892,0.0,0.0666666666666666
1592,alpha,celseq2,16.648241,8.48725,0.2,0.2666666666666666
1593,alpha,celseq2,15.7942095,6.9037304,0.0,0.0
1594,alpha,celseq2,16.211704,6.9205694,0.0,0.0
1595,alpha,celseq2,16.119589,7.857984,0.0,0.1333333333333333
1596,alpha,celseq2,15.595339,6.9687896,0.0,0.0666666666666666
1597,alpha,celseq2,16.131609,6.855572,0.0,0.0666666666666666
1598,alpha,celseq2,15.891383,6.79249,0.0,0.0
1599,alpha,celseq2,16.45589,7.235114,0.0,0.0
1600,alpha,celseq2,16.120768,7.677176,0.0,0.0
1601,alpha,celseq2,16.522602,8.715914,0.0,0.2666666666666666
1602,alpha,celseq2,16.030575,6.939955,0.0,0.0666666666666666
1603,alpha,celseq2,16.686539,8.677757,0.0,0.3333333333333333
1604,alpha,celseq2,15.69434,6.7984443,0.0,0.0
1605,alpha,celseq2,16.424473,7.3001533,0.0,0.0666666666666666
1606,alpha,celseq2,16.43487,7.488496,0.0,0.0
1607,alpha,celseq2,15.761624,6.9775887,0.0,0.1333333333333333
1608,alpha,celseq2,16.264118,7.9539013,0.0,0.0
1609,alpha,celseq2,16.286112,7.0376644,0.0,0.0
1610,alpha,celseq2,14.662047,8.1404505,0.0,0.0666666666666666
1611,alpha,celseq2,16.345308,8.499371,0.2,0.0666666666666666
1612,alpha,celseq2,15.700903,6.439195,0.0,0.0666666666666666
1613,alpha,celseq2,15.981457,8.476647,0.0,0.0
1614,alpha,celseq2,16.331274,6.9648895,0.0,0.0666666666666666
1615,alpha,celseq2,16.623749,8.568925,0.0,0.3333333333333333
1616,alpha,celseq2,15.751501,6.8505015,0.0,0.0
1617,alpha,celseq2,16.270308,7.642425,0.0,0.0666666666666666
1618,alpha,celseq2,16.71825,7.274353,0.0,0.0
1619,alpha,celseq2,16.4136,7.4537477,0.0,0.0
1620,alpha,celseq2,6.1488304,15.027053,0.0,0.0
1621,alpha,celseq2,16.470638,6.9365726,0.0,0.0
1622,alpha,celseq2,16.192806,7.6024957,0.0,0.0
1623,alpha,celseq2,16.668663,8.432031,0.0,0.0
1624,alpha,celseq2,16.226862,7.051742,0.0,0.0
1625,alpha,celseq2,15.932194,6.90745,0.0,0.0
1626,alpha,celseq2,16.035263,7.782721,0.0,0.0666666666666666
1627,alpha,celseq2,16.601105,8.430821,0.0,0.0666666666666666
1628,alpha,smartseq2,14.078309,8.939157,0.0,0.0
1629,alpha,smartseq2,15.249188,6.7005415,0.0,0.0
1630,alpha,smartseq2,14.488536,9.334057,0.0,0.0
1631,alpha,smartseq2,15.12207,8.957972,0.0,0.0
1632,alpha,smartseq2,15.833778,8.136422,0.0,0.0
1633,alpha,smartseq2,15.747905,8.869492,0.0,0.0666666666666666
1634,alpha,smartseq2,14.909668,9.1135235,0.0,0.0
1635,alpha,smartseq2,13.641504,8.59777,0.0,0.0666666666666666
1636,alpha,smartseq2,15.820746,8.346057,0.0,0.0
1637,alpha,smartseq2,13.972637,8.926508,0.0,0.0
1638,alpha,smartseq2,15.080546,6.7545147,0.0,0.0
1639,alpha,smartseq2,15.493509,7.8442993,0.0,0.0
1640,alpha,smartseq2,15.62973,7.708815,0.0,0.0
1641,alpha,smartseq2,15.73216,8.703706,0.0,0.0666666666666666
1642,alpha,smartseq2,15.744398,7.7950044,0.0,0.0666666666666666
1643,alpha,smartseq2,14.998479,8.498653,0.0,0.0666666666666666
1644,alpha,smartseq2,14.724089,8.850388,0.0,0.0
1645,alpha,smartseq2,15.453623,8.726131,0.0,0.0
1646,alpha,smartseq2,13.873873,8.5046425,0.0,0.0
1647,alpha,smartseq2,15.892441,8.268923,0.0,0.0666666666666666
1648,alpha,smartseq2,16.040192,8.188621,0.0,0.1333333333333333
1649,alpha,smartseq2,16.040344,8.022463,0.0,0.0
1650,alpha,smartseq2,15.781287,7.8697147,0.0,0.0
1651,alpha,smartseq2,15.963772,8.170036,0.0,0.0666666666666666
1652,alpha,smartseq2,15.905986,8.156531,0.0,0.1333333333333333
1653,alpha,smartseq2,15.597398,8.351539,0.2,0.1333333333333333
1654,alpha,smartseq2,15.430394,7.6617,0.0,0.0666666666666666
1655,alpha,smartseq2,15.887485,7.6688766,0.0,0.0
1656,alpha,smartseq2,16.020157,6.6455264,0.0,0.0
1657,alpha,smartseq2,15.811823,7.3661027,0.0,0.0
