query_index,label,recall_at_5_standard_umap,recall_at_15_standard_umap,recall_at_5_umaping,recall_at_15_umaping,delta_recall_at_5,delta_recall_at_15
207,gamma,0.0,0.0,0.2,0.2,0.2,0.2
208,gamma,0.0,0.0666666666666666,0.0,0.0,0.0,-0.0666666666666666
209,gamma,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666
210,gamma,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.06666666666666671
211,gamma,0.0,0.1333333333333333,0.2,0.0666666666666666,0.2,-0.06666666666666671
212,gamma,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666
213,gamma,0.0,0.2,0.0,0.2666666666666666,0.0,0.0666666666666666
214,gamma,0.0,0.0,0.2,0.1333333333333333,0.2,0.1333333333333333
215,gamma,0.0,0.0,0.2,0.1333333333333333,0.2,0.1333333333333333
216,gamma,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0
217,gamma,0.0,0.0,0.0,0.2,0.0,0.2
218,gamma,0.0,0.2,0.0,0.2,0.0,0.0
219,gamma,0.0,0.0,0.0,0.1333333333333333,0.0,0.1333333333333333
220,gamma,0.0,0.0666666666666666,0.2,0.1333333333333333,0.2,0.06666666666666671
221,gamma,0.0,0.2666666666666666,0.0,0.1333333333333333,0.0,-0.1333333333333333
222,gamma,0.0,0.2,0.0,0.0666666666666666,0.0,-0.13333333333333341
223,gamma,0.0,0.0,0.2,0.2,0.2,0.2
224,gamma,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0
225,gamma,0.0,0.1333333333333333,0.2,0.3333333333333333,0.2,0.2
226,gamma,0.0,0.0,0.0,0.2,0.0,0.2
227,gamma,0.0,0.0,0.0,0.2,0.0,0.2
228,gamma,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666
229,gamma,0.0,0.0,0.2,0.2,0.2,0.2
230,gamma,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0
231,gamma,0.0,0.0666666666666666,0.2,0.2,0.2,0.13333333333333341
232,gamma,0.0,0.2,0.0,0.2,0.0,0.0
233,gamma,0.2,0.2666666666666666,0.4,0.1333333333333333,0.2,-0.1333333333333333
234,gamma,0.0,0.1333333333333333,0.0,0.2,0.0,0.06666666666666671
235,gamma,0.2,0.2,0.4,0.2,0.2,0.0
236,gamma,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0
237,gamma,0.0,0.2,0.4,0.2666666666666666,0.4,0.0666666666666666
238,gamma,0.0,0.0,0.0,0.1333333333333333,0.0,0.1333333333333333
