method,rmse,cosine,magnitude_error,recall_at_15,latency_seconds
uniform_mc,0.012292810712018818,0.7380094484365033,0.006131166057363467,0.10843232613144117,1.600885693471468
fit_grid,0.00973440766472886,0.8272366314065455,0.005498940555591009,0.1096654176300194,1.1324504565284663
