method,query_index,recall_at_15,ndcg,fuzzy_weighted_mse,fuzzy_weighted_bce,local_displacement,repulsion_accumulation_score,density_log_distortion,collapse_rate,global_periphery_percentile,latency_seconds,latency_scope,timepoint,timepoint_ordinal,horizon,temporal_neighbor_mae,excess_temporal_neighbor_mae,temporal_bracketing_rate,timepoint_label_accuracy
fit_grid,0,0.06666666666666667,0.07347739090382172,0.04824509712257663,0.16289374606502519,0.5141137963665408,0.44148918986320496,0.08744136,0.0,0.18083955425727577,1.6066741654649377,per_query,4-5,3,0,1.0,,0.0,
fit_grid,1,0.06666666666666667,0.0475902379018706,0.25593412726437126,0.7061542341735669,0.6148717411890965,0.581195592880249,0.02672498,0.0,0.6767824299469869,1.2554317843168974,per_query,4-5,3,0,1.0,,0.0,
fit_grid,2,0.2,0.24053727908671207,0.0002844770258007355,0.008129066391357697,0.7743302831129953,0.6052546501159668,0.8009892,0.0,0.0025424645677810235,1.1214152304455638,per_query,4-5,3,0,1.0,,0.0,
fit_grid,3,0.13333333333333333,0.14607683887702272,0.04718940903378675,0.18391137338350966,0.2096311494699664,0.37638747692108154,0.15496846,0.0,0.7439684085253706,1.4866724060848355,per_query,4-5,3,0,1.0,,0.0,
fit_grid,4,0.06666666666666667,0.04481043185393461,0.1000684351958,0.3506347324496858,0.281529522111911,0.1485624611377716,0.21715057,0.0,0.2053986800822244,1.2392827467992902,per_query,4-5,3,0,1.0,,0.0,
fit_grid,5,0.3333333333333333,0.30038303475328954,0.01586401934802029,0.1077774342136042,0.5723600402919872,0.41367119550704956,0.15805686,0.0,0.6799199394136103,1.3412846075370908,per_query,4-5,3,0,1.0,,1.0,
fit_grid,6,0.2,0.15101477220924214,0.2147330528330008,0.6094404226727419,0.2934524016278837,0.36467215418815613,0.65217435,0.0,0.2409931840311587,1.438910954631865,per_query,4-5,3,0,1.0,,0.0,
fit_grid,7,0.0,0.0,0.047972969186657895,0.2205933376969407,0.14146789029920503,0.0821932777762413,0.042400047,0.0,0.3964621876014281,1.3905828585848212,per_query,4-5,3,0,1.0,,0.0,
fit_grid,8,0.06666666666666667,0.07347739090382172,0.14637743217239244,0.5191751017413541,0.4414876483854627,0.39425042271614075,0.0776739,0.0,0.27134047387211946,1.4725609887391329,per_query,4-5,3,0,1.0,,0.0,
fit_grid,9,0.0,0.0,0.30338867785701273,0.7914777657592738,0.2474911232387022,0.03149790316820145,0.720016,0.0,0.45126041328572974,1.3936689691618085,per_query,4-5,3,0,1.0,,1.0,
fit_grid,10,0.06666666666666667,0.06600065503116892,0.12796703692048872,0.4160770403598751,0.07647705484998264,0.5600125789642334,0.19784465,0.0,0.5001081899816077,1.4674261640757322,per_query,4-5,3,0,1.0,,1.0,
fit_grid,11,0.0,0.0,0.13153919240649173,0.40093965280774946,0.1753063440274424,0.3538380563259125,0.0044903643,0.0,0.6065671318835876,1.3361912909895182,per_query,4-5,3,0,1.0666666666666667,,1.0,
fit_grid,12,0.2,0.27578892654001796,0.17210364132931583,0.511367997277707,0.4590678526765238,0.4915259778499603,0.3048768,0.0,0.698258141296116,1.465227379463613,per_query,4-5,3,0,1.0,,0.0,
fit_grid,13,0.13333333333333333,0.11531777908110442,0.10918930795038354,0.3576338697102753,0.3489793761103755,0.431292325258255,0.15681422,0.0,0.7525695120631829,1.282890067435801,per_query,4-5,3,0,1.0,,1.0,
fit_grid,14,0.2,0.15375815231259418,0.1296839739207332,0.40697047836814276,0.07650773132724643,0.22931136190891266,0.03863728,0.0,0.5593962999026291,1.3485346091911197,per_query,4-5,3,0,1.0,,1.0,
fit_grid,15,0.13333333333333333,0.09952204399585277,0.011667557667673342,0.10376725839513831,0.5698460471038557,0.3054850995540619,0.05625884,0.0,0.6741317753975982,1.4199787536635995,per_query,4-5,3,0,1.0,,1.0,
fit_grid,16,0.13333333333333333,0.15131123057047743,0.08999054069670447,0.29483107555076604,0.2455848617264464,0.06548932939767838,0.27757525,0.0,0.5256410256410257,1.3951537730172276,per_query,4-5,3,0,1.0,,1.0,
fit_grid,17,0.3333333333333333,0.4561641030906181,0.011641751731524673,0.053486987022306434,0.6951398766268642,0.41463062167167664,0.41104582,0.0,0.9877745320783295,1.4658252708613873,per_query,4-5,3,0,1.0,,0.0,
fit_grid,18,0.0,0.0,0.00985258726329564,0.0815697639540304,0.3040443380621344,0.24000957608222961,0.57040393,0.0,0.9902629016553067,1.3890447476878762,per_query,4-5,3,0,1.0,,0.0,
fit_grid,19,0.0,0.0,0.12645083348986208,0.4030595502243688,0.3187618426660324,0.35320648550987244,0.13476193,0.0,0.6735367304987558,1.4653536221012473,per_query,4-5,3,0,1.0,,0.0,
fit_grid,20,0.06666666666666667,0.0475902379018706,0.09132080995099204,0.3035361953468492,0.22571420185825378,0.2682898938655853,0.099856146,0.0,0.17591691009412527,0.8742962907999754,per_query,4-5,3,0,1.0,,0.0,
fit_grid,21,0.2,0.14579064464235625,0.12912567129568822,0.38172403564229324,0.23487988756250994,0.33547142148017883,0.29141492,0.0,0.3705506870063832,0.8330819895491004,per_query,4-5,3,0,1.0,,0.0,
fit_grid,22,0.0,0.0,0.13396311675004058,0.4068256580049281,0.40048776024480054,0.40499210357666016,0.6348371,0.0,0.9595910418695229,1.4731409288942814,per_query,4-5,3,0,1.0,,0.0,
fit_grid,23,0.06666666666666667,0.04265230456965119,0.031426507172861703,0.13726547051658378,0.3056965796920436,0.3080004155635834,0.17989911,0.0,0.2504057124310289,1.3948248028755188,per_query,4-5,3,0,1.0,,0.0,
fit_grid,24,0.06666666666666667,0.049317124049935504,0.11566602594780326,0.3583296391246519,0.4947838412536222,0.32395613193511963,0.12711519,0.0,0.6581196581196581,1.4740777481347322,per_query,4-5,3,0,1.0,,0.0,
fit_grid,25,0.26666666666666666,0.20704524760330542,0.14773561972220176,0.42891837604026556,0.47911549319200436,0.08783157914876938,0.24138671,0.0,0.40333225143351725,1.205228646285832,per_query,4-5,3,0,1.0,,1.0,
fit_grid,26,0.06666666666666667,0.06077222973772036,0.030862556981872437,0.15380644218390926,0.051165728590829136,0.22240683436393738,0.082100816,0.0,0.9794439034945364,1.1711081257089972,per_query,4-5,3,0,1.0,,0.0,
fit_grid,27,0.0,0.0,0.22422747516380473,0.6120882872725034,0.32838502474728326,0.17902664840221405,0.7340699,0.0,0.08606513036892784,1.1875685742124915,per_query,4-5,3,0,1.0,,0.0,
fit_grid,28,0.0,0.0,0.1479961990827221,0.6045728549055477,0.6018148669962267,0.40850815176963806,0.43071833,0.0,0.0916910094125284,1.3138255141675472,per_query,4-5,3,0,1.0,,0.0,
fit_grid,29,0.0,0.0,0.1749477548509476,0.5249347930749548,0.44787872582986377,0.3998638093471527,0.17337093,0.0,0.2978470193660067,0.9043333427980542,per_query,4-5,3,0,1.0,,0.0,
fit_grid,30,0.0,0.0,0.35267684508605485,1.0426881059711812,0.4005397941390124,0.26931652426719666,0.0055676103,0.0,0.26052147571134915,1.2820349717512727,per_query,4-5,3,0,1.0,,0.0,
fit_grid,31,0.13333333333333333,0.10141145392464015,0.07535392750925486,0.2856438515634858,0.06242564858228013,0.4543497562408447,0.079439946,0.0,0.4009520718381478,0.20434975996613503,per_query,4-5,3,0,1.0,,0.0,
fit_grid,32,0.0,0.0,0.39388389183766337,1.107814506534696,0.4827717183518848,0.23306311666965485,0.3080445,0.0,0.09558584875040571,0.9596377164125443,per_query,4-5,3,0,1.0,,1.0,
fit_grid,33,0.06666666666666667,0.06600065503116892,0.3600198445214285,1.0411997975492588,0.2920151856150338,0.1898411065340042,0.32926357,0.0,0.298117494320026,1.402046880684793,per_query,4-5,3,0,1.0,,0.0,
fit_grid,34,0.06666666666666667,0.05135849223864361,0.21835468220781265,0.6230342538795002,0.6267965248375604,0.3890528380870819,0.55924684,0.0,0.6448663853727145,1.4619907885789871,per_query,4-5,3,0,1.0,,1.0,
fit_grid,35,0.0,0.0,0.32946516506267676,0.8806097119059885,0.19080547237084808,0.037382714450359344,0.5056285,0.0,0.6217678242994699,1.400283593684435,per_query,4-5,3,0,1.0,,0.0,
fit_grid,36,0.06666666666666667,0.04265230456965119,0.18873425513211234,0.5975888061106773,0.26852710140532715,0.0367945171892643,0.15824258,0.0,0.13383100724872876,1.4248260837048292,per_query,4-5,3,0,1.0,,0.0,
fit_grid,37,0.13333333333333333,0.22443043430137433,0.017645156594941265,0.09991932683888895,0.11111523293955132,0.06919907033443451,0.15152748,0.0,0.9798225684301634,1.3783382419496775,per_query,4-5,3,0,1.0,,0.0,
fit_grid,38,0.13333333333333333,0.17364308707670803,0.038130149478389046,0.16321798507813368,0.2899348516961916,0.39567461609840393,0.35134342,0.0,0.9961592556529265,1.474193124100566,per_query,4-5,3,0,1.0,,0.0,
fit_grid,39,0.06666666666666667,0.04481043185393461,0.19060829140800656,0.6833309204463416,0.4838129531560828,0.03930043429136276,0.101211384,0.0,0.6749432002596559,1.1238481318578124,per_query,4-5,3,0,1.0,,1.0,
fit_grid,40,0.13333333333333333,0.08746273642358579,0.2773311835943465,0.8624047632926948,0.34820420315975104,0.3456616699695587,0.2870146,0.0,0.4995672400735692,1.4466435816138983,per_query,4-5,3,0,1.0,,0.0,
fit_grid,41,0.2,0.19599556458827352,0.05035482486502187,0.18258690051687468,0.22960653394453248,0.16834983229637146,0.49960658,0.0,0.9835010278048253,1.3840191699564457,per_query,4-5,3,0,1.0,,0.0,
fit_grid,42,0.06666666666666667,0.06600065503116892,0.21565383852904907,0.5992550089618233,0.2950781376801719,0.4567757546901703,0.42230585,0.0,0.5963972736124635,1.4319374822080135,per_query,4-5,3,0,1.0,,0.0,
fit_grid,43,0.0,0.0,0.054602420287231834,0.2509297040215531,0.14057517154689042,0.036279141902923584,0.060026776,0.0,0.8964621876014282,1.4599986802786589,per_query,4-5,3,0,1.0,,1.0,
fit_grid,44,0.13333333333333333,0.1513052641704713,0.048355671190048105,0.21173140298489943,0.12579199753061612,0.16483868658542633,0.03147102,0.0,0.3491831656388618,1.4841891340911388,per_query,4-5,3,0,1.0,,0.0,
fit_grid,45,0.06666666666666667,0.05135849223864361,0.21085472945487002,0.5932583161444939,0.19427239128436746,0.20987796783447266,0.0839265,0.0,0.1366980417613329,1.4109936421737075,per_query,4-5,3,0,1.0,,1.0,
fit_grid,46,0.06666666666666667,0.06600065503116892,0.0613731610623179,0.2413652388537809,0.04525129066393037,0.14004507660865784,0.12006771,0.0,0.5729741425943957,1.3900039065629244,per_query,4-5,3,0,1.0,,0.0,
fit_grid,47,0.06666666666666667,0.04265230456965119,0.12253362021435672,0.37823635134079814,0.38609940474172866,0.4641945958137512,0.22579217,0.0,0.4671643405820621,1.4749589851126075,per_query,4-5,3,0,1.0,,0.0,
fit_grid,48,0.06666666666666667,0.06077222973772036,0.15772143509708336,0.47124253108269,0.38748013072197,0.3876088857650757,0.15642269,0.0,0.6330736773774749,1.2721801297739148,per_query,4-5,3,0,1.0,,1.0,
fit_grid,49,0.06666666666666667,0.06077222973772036,0.10114553268993802,0.366268832958782,0.34767934842625786,0.5501071214675903,0.06635918,0.0,0.4930217461863031,1.8226893544197083,per_query,4-5,3,0,1.0,,1.0,
fit_grid,50,0.06666666666666667,0.08530460913930238,0.4174705064143743,1.1927965869773476,0.33300229080586313,0.17770984768867493,0.23518541,0.0,0.20296440549605108,1.821118508465588,per_query,4-5,3,0,1.1333333333333333,,0.0,
fit_grid,51,0.0,0.0,0.6501417281432292,1.855805516042666,0.1673889704936692,0.3214603662490845,1.2770311,0.0,0.3442064264849075,1.868558201007545,per_query,4-5,3,0,1.0,,1.0,
fit_grid,52,0.13333333333333333,0.14217434856550396,0.04353118629848178,0.1997629768993129,0.2681163062548817,0.039849501103162766,0.090041146,0.0,0.13182949258898627,1.8344066897407174,per_query,4-5,3,0,1.0,,0.0,
fit_grid,53,0.06666666666666667,0.049317124049935504,0.12335778829808385,0.3690834237675135,0.06404180792278534,0.19865864515304565,0.13550936,0.0,0.22692848642215732,1.6342714726924896,per_query,4-5,3,0,1.0,,0.0,
fit_grid,54,0.26666666666666666,0.2519808804590504,0.2704731653130819,0.7395029528204893,0.23281346301540662,0.29175713658332825,0.5492753,0.0,0.6798117494320026,1.3389544356614351,per_query,4-5,3,0,1.0,,0.0,
fit_grid,55,0.0,0.0,0.35864702651456903,1.152106153589093,0.6315710564041789,0.23617345094680786,0.19743308,0.0,0.5888780698907281,1.1097961654886603,per_query,4-5,3,0,1.0,,0.0,
fit_grid,56,0.06666666666666667,0.04265230456965119,0.392432511202102,1.0257673617899798,0.3269682867255438,0.05678734555840492,0.15143044,0.0,0.2409931840311587,1.1707058241590858,per_query,4-5,3,0,1.0,,0.0,
fit_grid,57,0.26666666666666666,0.2170725257274275,0.029030551063317957,0.1266020308053916,0.2839124256490857,0.6144129037857056,0.2881772,0.0,0.06837606837606838,1.162915120832622,per_query,4-5,3,0,1.0,,0.0,
fit_grid,58,0.06666666666666667,0.049317124049935504,0.1654037785216647,0.5040612831236403,0.27048311060464497,0.3304152190685272,0.31747344,0.0,0.4146921995023261,1.530504483729601,per_query,4-5,3,0,1.0,,0.0,
fit_grid,59,0.06666666666666667,0.06077222973772036,0.18846418786404776,0.5194647318803962,0.30713086341894297,0.0930754691362381,0.029770155,0.0,0.8654116628800174,1.208011094480753,per_query,4-5,3,0,1.0,,0.0,
fit_grid,60,0.0,0.0,0.17042434252606908,0.49290714172417643,0.3744381674733227,0.13865241408348083,0.32948506,0.0,0.3458833711998269,1.1045322390273213,per_query,4-5,3,0,1.0,,1.0,
fit_grid,61,0.3333333333333333,0.3047102530007832,0.006390026438261529,0.04662885863771292,0.7777112773056449,0.517162561416626,0.19095753,0.0,0.9898842367196797,0.1601505009457469,per_query,4-5,3,0,1.0,,0.0,
fit_grid,62,0.13333333333333333,0.21326152284825595,0.4098407057909021,1.0764898333998434,0.8452188622922342,0.2848361134529114,0.37279078,0.0,0.16753218651952828,1.2502422612160444,per_query,4-5,3,0,1.0,,0.0,
fit_grid,63,0.06666666666666667,0.04265230456965119,0.03810404921677783,0.16044004052299968,0.3886382184954459,0.315618097782135,0.4904008,0.0,0.24705182300119008,1.4708163402974606,per_query,4-5,3,0,1.0,,0.0,
fit_grid,64,0.06666666666666667,0.08530460913930238,0.182702186431499,0.5745759205329496,0.5382736603128384,0.39788052439689636,0.085548654,0.0,0.29800930433841827,1.1215355694293976,per_query,4-5,3,0,1.0,,0.0,
fit_grid,65,0.06666666666666667,0.10764243204553911,0.10852878694453079,0.34118357674419825,0.40299077123399385,0.22535572946071625,0.17177528,0.0,0.9793898085037326,1.3880717363208532,per_query,4-5,3,0,1.0,,0.0,
fit_grid,66,0.0,0.0,0.07081407354676258,0.2668431017589339,0.14252142388374897,0.13724486529827118,0.55084676,0.0,0.8826138699556421,1.4170242734253407,per_query,4-5,3,0,1.0,,0.0,
fit_grid,67,0.06666666666666667,0.043668798524938345,0.2631873594453865,0.958383358027493,0.3918909859540665,0.30654090642929077,1.053098,0.0,0.6400519311911717,1.5428630216047168,per_query,4-5,3,0,1.0,,0.0,
fit_grid,68,0.2,0.15679607572486906,0.19857706832070945,0.5291005779933105,0.1267218758304966,0.16763827204704285,0.6181001,0.0,0.8788272205993725,1.869092047214508,per_query,4-5,3,0,1.0,,1.0,
fit_grid,69,0.4666666666666667,0.5644708083185257,0.07114354089861359,0.20418288298855627,0.17494581266634104,0.26846110820770264,0.28807715,0.0,0.9968624905333766,1.5234649293124676,per_query,4-5,3,0,1.0,,0.0,
fit_grid,70,0.13333333333333333,0.136663101377946,0.25184594671362465,0.8641313633815163,0.5964895254105206,0.14037692546844482,0.31437805,0.0,0.8563237044249703,1.469656373374164,per_query,4-5,3,0,1.0,,1.0,
fit_grid,71,0.4,0.3678200839712942,0.00011035180229625898,0.009091366422731161,0.7711976807720698,0.5437092185020447,0.19549856,0.0,0.01346965271015904,1.3743451097980142,per_query,4-5,3,0,1.0,,1.0,
fit_grid,72,0.13333333333333333,0.12483588314246533,0.07804562605178857,0.2728467930662876,0.3178603745933504,0.3465937674045563,0.0684227,0.0,0.6304230228280862,1.4712902521714568,per_query,4-5,3,0,1.0,,0.0,
fit_grid,73,0.06666666666666667,0.17060921827860476,0.29742283475290854,0.990797046822959,0.846067485781423,0.3074236214160919,0.2735815,0.0,0.17515958022287137,1.1393799195066094,per_query,4-5,3,0,1.0,,1.0,
fit_grid,74,0.13333333333333333,0.15374755232143703,0.010193665170375035,0.05510236496791207,0.33505913087439576,0.5357993841171265,0.6267595,0.0,0.7923834252948176,1.3254693411290646,per_query,4-5,3,0,1.0,,0.0,
fit_grid,75,0.06666666666666667,0.06077222973772036,0.48875563492395885,1.833084517278622,0.6790119046200579,0.3238140940666199,0.1054366,0.0,0.2919506653683869,1.4639960639178753,per_query,4-5,3,0,1.0,,1.0,
fit_grid,76,0.06666666666666667,0.04481043185393461,0.13171848634327077,0.4373230330162052,0.40967545314903536,0.5713851451873779,0.015305422,0.0,0.7901114356810559,1.3877816144376993,per_query,4-5,3,0,1.0,,1.0,
fit_grid,77,0.06666666666666667,0.05135849223864361,0.12828756945280229,0.40859718032982556,0.20330744447284357,0.4263298213481903,0.23801091,0.0,0.7672292545710268,1.4174841549247503,per_query,4-5,3,0,1.1333333333333333,,0.0,
fit_grid,78,0.13333333333333333,0.21671433855450267,0.29613525367154114,0.9392545198885346,0.40250556306057755,0.2841699719429016,0.28278327,0.0,0.5867683652493779,1.3910629451274872,per_query,4-5,3,0,1.0,,1.0,
fit_grid,79,0.2,0.18482665313515514,0.08556053972918011,0.2571541428145321,0.5590322571526005,0.14768002927303314,0.47557542,0.0,0.981769988099102,1.4756000405177474,per_query,4-5,3,0,1.0,,0.0,
fit_grid,80,0.2,0.20831804833411824,0.1190376216974332,0.3967686732076118,0.08240143868333165,0.07486487179994583,0.036461573,0.0,0.7988207292004761,1.1114543359726667,per_query,4-5,3,0,1.0,,1.0,
fit_grid,81,0.4666666666666667,0.4348312603940264,0.018295122978937838,0.07847279743863138,0.09094000734566511,0.17191019654273987,0.02701592,0.0,0.9929135562046955,1.436961954459548,per_query,4-5,3,0,1.0,,0.0,
fit_grid,82,0.13333333333333333,0.11612969547347292,0.25466574053678825,0.7261190237663677,0.3229274014593752,0.33614450693130493,0.046844453,0.0,0.8404738721194417,1.4003696907311678,per_query,4-5,3,0,1.0,,1.0,
fit_grid,83,0.0,0.0,0.05637923935590694,0.2522626229978553,0.236708014550415,0.33120661973953247,0.21642962,0.0,0.3133181867359083,1.4159092493355274,per_query,4-5,3,0,1.0,,0.0,
fit_grid,84,0.06666666666666667,0.053821216022769555,0.16584511939592653,0.4598347720031,0.2645686020005035,0.290081262588501,0.23338944,0.0,0.6269609434166397,1.4215281317010522,per_query,4-5,3,0,1.1333333333333333,,0.0,
