seed,method,build_seconds,train_seconds
0,uniform_mc,0.0030791964381933212,35.98657320719212
0,fit_grid,3.8808933896943927,36.46134324744344
1,uniform_mc,0.004472979344427586,124.97037907503545
1,fit_grid,3.614142765291035,133.9461448006332
