path,bytes,mtime_ns,sha256,tasks,unchanged
/home/suzuki/Learn/UMAPing/remote_inventory_20260917T083622Z.txt,139962,1789634184383991545,676c133627ae58b6922e4e94323b5f68f94083f24fa451cbaf3af78e276f1ab2,inventory_hint,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json,1802,1789521698076814125,9f3d5941bfddbd2dc5d1aa1773e7b890033d6ba6000f8bc0240692ba0f54f661,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json,774,1789310114917637377,b20e210ef8736e7fe03a7ae2fd290fccda077120a445f0814a4664546d084ade,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json,2575,1789479017567813130,7b020b84ee2e7b4432831c54c5a8678fb29562019baab326ef962deebfe6bf64,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz,6579500,1789310028557665981,56edbc2e62a5c79a3a7bbadfae942f25ed241788bbeda0808fb8fdfc14d1f8c3,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv,3211,1789521697140805305,ae6cf697e03e59d9d696a2edfcb10cdf802ef1b0e0448bcd3335ff7e2ee261b8,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv,1054824,1789518808690639648,7d40252a69b6f5b8e8611e0f2df2640b18895ad0fa155a11828ed697be8a40fd,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv,1115361,1789518852194069020,f2e67a8e81e3797cf67823b65c267a86fa20c7021278e1888426ccb027712052,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv,1219198,1789518877202316272,c74351d2e5a8d6349c44ccc14506692a53f855fe853b497eb75dbf1a892d90d2,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv,1149400,1789516793751754050,9040c1d7ecf9e279f77c7fd7caef27b5cf14c1df78467dcb3345892a0ce3b7f8,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv,1134931,1789518762059180520,74c3e173b82f03d12bde15f187f7b562c14d3527426de941e43b9f3b1b156bc9,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv,1159370,1789521643866308220,cfae5138f079102685cb13d1e7590427efec56b31ce8e6be14691c5266d9b826,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv,1240301,1789520823161578552,0e32fbd9272d9a9f1d5cc3a0957d67f421650e894f2c779b66c5232b594f3f10,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv,10391,1789521697135805258,3d2bc1325cfa9409b8cf8fb1495d47c2376b4c35b91c4e32c0c0facc5c20da5f,load/existing,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json,1839,1789585319841246999,b9557c42b74682bf760f72c8085df634b4c40622ae8258e154901a3224fbb2cf,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,1294004,1789521737109184436,17e51dc5588dfffc7b42497018808ef9aea629214126888e07a89acdd88fbb9f,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json,952,1789521822867013891,6d03839b0fb19e78779493a31e3b1323498406fc03a58f5694724d01c5c6521c,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json,1918,1789521863770416396,8db3f5a64b4e19b6321373bbe96cb210df8e531f18e30fc32e605cfee08a6e49,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json,1294004,1789521863772416416,17e51dc5588dfffc7b42497018808ef9aea629214126888e07a89acdd88fbb9f,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz,6579500,1789521737155184876,74e67b33bb28a8b8f72210877bcba82071fc48860bb69c4eb91f91eb721825a3,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv,14988,1789585318257217874,1fd7440c53eccc6db877b6c58833a318c7d6871a7c9ac76ac0b2a14e2b0cd5c9,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv,2414503,1789557713737639830,7c75d610efe930baa56a5d4d3595dd006f106d259ca348af4a555c58fc6441b1,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv,2541581,1789557742539951272,f4de83ea85c838988e8050e26ddea9b2b1c1c4303f4a8aa0e7fd5b8c8976b4d7,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv,2731119,1789557764942193440,4f25a74685f6675ea12ce190d7f2dd83add8fe84b4a9b91c3babc85f6235a049,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv,2615526,1789556642309882462,cbbff13beed496da0afb59049fd910e701777988d5ba410c17d7b7bdf22ef80d,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv,2588416,1789557684699325727,5a414e6c97efeeb47f3dc0c2a14038c705a20cca34cfcf6ffc58d1e0885bf2c2,load/temporal0,True
/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv,2625612,1789585064263109188,291d71b388f0e037803cb3bb8e3816da0f128007b0e7f1cb3736b4616f61e8e9,load/temporal0,True
