figure_name,purpose,relative_path,pdf_path,csv_path,inputs,split,training_seed,query_count,evaluation_region,creation,notes,metric_direction
benchmark_training_loss,旧benchmarkの保存学習ログ,04_learned_field/benchmark_training_loss.png,04_learned_field/benchmark_training_loss.pdf,04_learned_field/benchmark_training_loss.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/barnes_hut/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_hub_is/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_raw_is/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_topl/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/fit_grid/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/uniform_mc/losses.csv,see CSV,0,training batches,old benchmark training / fixed exact validation,generated,Old benchmark models are separate from main. Teacher-specific loss/std are not shared-ground-truth performance or rankings.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
benchmark_training_loss_rolling_std,旧benchmarkの保存学習ログ,04_learned_field/benchmark_training_loss_rolling_std.png,04_learned_field/benchmark_training_loss_rolling_std.pdf,04_learned_field/benchmark_training_loss_rolling_std.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/barnes_hut/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_hub_is/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_raw_is/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_topl/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/fit_grid/losses.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/uniform_mc/losses.csv,see CSV,0,training batches,old benchmark training / fixed exact validation,generated,Old benchmark models are separate from main. Teacher-specific loss/std are not shared-ground-truth performance or rankings.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
near_reference_field_accuracy,保存exact値に対する学習済み場の精度,04_learned_field/near_reference_field_accuracy.png,04_learned_field/near_reference_field_accuracy.pdf,04_learned_field/near_reference_field_accuracy.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",near reference trajectory,generated,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
near_reference_field_error_by_optimization_time,保存exact値に対する学習済み場の精度,04_learned_field/near_reference_field_error_by_optimization_time.png,04_learned_field/near_reference_field_error_by_optimization_time.pdf,04_learned_field/near_reference_field_error_by_optimization_time.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",near reference trajectory,generated,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
spatial_grid_field_error_by_optimization_time,保存exact値に対する学習済み場の精度,04_learned_field/spatial_grid_field_error_by_optimization_time.png,04_learned_field/spatial_grid_field_error_by_optimization_time.pdf,04_learned_field/spatial_grid_field_error_by_optimization_time.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",spatial grid,generated,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
field_accuracy_by_evaluation_region,保存exact値に対する学習済み場の精度,04_learned_field/field_accuracy_by_evaluation_region.png,04_learned_field/field_accuracy_by_evaluation_region.pdf,04_learned_field/field_accuracy_by_evaluation_region.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",near reference trajectory vs spatial grid,generated,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
near_reference_field_error_distribution,保存exact値に対する学習済み場の精度,04_learned_field/near_reference_field_error_distribution.png,04_learned_field/near_reference_field_error_distribution.pdf,04_learned_field/near_reference_field_error_distribution.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",near reference trajectory,generated,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
current_run_training_loss,現行runの保存学習ログ,04_learned_field/current_run_training_loss.png,04_learned_field/current_run_training_loss.pdf,04_learned_field/current_run_training_loss.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metrics/losses.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metrics/losses.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metrics/losses.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metrics/losses.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metrics/repulsion_training.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/temporal_split.json,see CSV,see CSV (only verified values labeled),training logs,current model training,generated,Different teachers imply different training targets. These losses are not common exact-field validation performance.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
repulsion_and_neighbor_ablation_existing_split,保存済みablationの同一query比較,05_ablations/repulsion_and_neighbor_ablation_existing_split.png,05_ablations/repulsion_and_neighbor_ablation_existing_split.pdf,05_ablations/repulsion_and_neighbor_ablation_existing_split.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json,existing split,not recorded in run metadata,6206,final embedding,generated,All query IDs matched. No repulsion and oracle-neighbor ablations use the saved FitGrid-run comparisons.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
exact_repulsion_matched_50_queries_existing_split,保存済みablationの同一query比較,05_ablations/exact_repulsion_matched_50_queries_existing_split.png,05_ablations/exact_repulsion_matched_50_queries_existing_split.pdf,05_ablations/exact_repulsion_matched_50_queries_existing_split.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json,existing split,not recorded in run metadata,50,final embedding,generated,Uniform/FitGrid restricted to the SAME saved 50 IDs. Full-sum exact is distinct from legacy MC repulsion oracle.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
fit_grid_minus_uniform_recall_map_seed_0_existing_split,保存2D座標とstageの対応表示,05_ablations/fit_grid_minus_uniform_recall_map_seed_0_existing_split.png,05_ablations/fit_grid_minus_uniform_recall_map_seed_0_existing_split.pdf,05_ablations/fit_grid_minus_uniform_recall_map_seed_0_existing_split.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json,existing split,not recorded in run metadata,6206,final embedding,generated,All queries. Uniform query coordinates are display positions only; association is not causation.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
repulsion_and_neighbor_ablation,保存済みablationの同一query比較,05_ablations/repulsion_and_neighbor_ablation.png,05_ablations/repulsion_and_neighbor_ablation.pdf,05_ablations/repulsion_and_neighbor_ablation.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,All query IDs matched. No repulsion and oracle-neighbor ablations use the saved FitGrid-run comparisons.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
