figure_name,purpose,relative_path,pdf_path,csv_path,inputs,split,training_seed,query_count,evaluation_region,creation,notes,metric_direction
recall_at_k,保存済みmulti-kの照合済み比較,02_temporal_holdout/recall_at_k.png,02_temporal_holdout/recall_at_k.pdf,02_temporal_holdout/recall_at_k.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_per_query.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_per_query.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,"Only stored, ID/stage/Recall@15-validated rows; repeated Standard UMAP rows deduplicated.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
embedding_by_stage,保存2D座標とstageの対応表示,02_temporal_holdout/embedding_by_stage.png,02_temporal_holdout/embedding_by_stage.pdf,02_temporal_holdout/embedding_by_stage.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/fit_grid.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/standard_umap.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,All saved queries; fixed stage colors. Standard UMAP has its own coordinate system; Uniform/FitGrid share axes. Equal aspect.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
paired_improvement_seed_1,query対応差と95% CI（FitGrid vs Uniformも掲載）,02_temporal_holdout/paired_improvement_seed_1.png,02_temporal_holdout/paired_improvement_seed_1.pdf,02_temporal_holdout/paired_improvement_seed_1.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/temporal_split.json,temporal holdout,1,12543,final embedding,generated,Improvement: ours-baseline for Recall/NDCG; baseline-ours for density. Paired cell bootstrap; fixed models and reference; not biological replication.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
embedding_interpolation_extrapolation_seed_0,保存2D座標とstageの対応表示,02_temporal_holdout/embedding_interpolation_extrapolation_seed_0.png,02_temporal_holdout/embedding_interpolation_extrapolation_seed_0.pdf,02_temporal_holdout/embedding_interpolation_extrapolation_seed_0.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/fit_grid.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/standard_umap.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,All saved queries; fixed stage colors. Standard UMAP has its own coordinate system; Uniform/FitGrid share axes. Equal aspect.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
embedding_interpolation_extrapolation_seed_1,保存2D座標とstageの対応表示,02_temporal_holdout/embedding_interpolation_extrapolation_seed_1.png,02_temporal_holdout/embedding_interpolation_extrapolation_seed_1.pdf,02_temporal_holdout/embedding_interpolation_extrapolation_seed_1.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/embeddings/fit_grid.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/temporal_split.json,temporal holdout,1,12543,final embedding,generated,All saved queries; fixed stage colors. Standard UMAP has its own coordinate system; Uniform/FitGrid share axes. Equal aspect.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
split_cell_counts,実ラベル年代順とreference/queryの役割,02_temporal_holdout/split_cell_counts.png,02_temporal_holdout/split_cell_counts.pdf,02_temporal_holdout/split_cell_counts.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metrics/temporal_split.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,Chronology and roles read from temporal_split.json.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
recall_at_15_by_timepoint_seed_0,実timepoint別の保存指標,02_temporal_holdout/recall_at_15_by_timepoint_seed_0.png,02_temporal_holdout/recall_at_15_by_timepoint_seed_0.pdf,02_temporal_holdout/recall_at_15_by_timepoint_seed_0.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,Same query IDs within each timepoint. No extrapolation-horizon trend fitted.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
density_distortion_by_timepoint_seed_0,実timepoint別の保存指標,02_temporal_holdout/density_distortion_by_timepoint_seed_0.png,02_temporal_holdout/density_distortion_by_timepoint_seed_0.pdf,02_temporal_holdout/density_distortion_by_timepoint_seed_0.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,Same query IDs within each timepoint. No extrapolation-horizon trend fitted.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
temporal_neighbor_diagnostics_seed_0,実timepoint別の保存指標,02_temporal_holdout/temporal_neighbor_diagnostics_seed_0.png,02_temporal_holdout/temporal_neighbor_diagnostics_seed_0.pdf,02_temporal_holdout/temporal_neighbor_diagnostics_seed_0.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,"Bracketing is auxiliary, not proof of biological correctness. Undefined groups remain missing; one extrapolation horizon only.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
fit_grid_minus_uniform_by_seed,学習seed 0・1を別々の点として表示,02_temporal_holdout/fit_grid_minus_uniform_by_seed.png,02_temporal_holdout/fit_grid_minus_uniform_by_seed.pdf,02_temporal_holdout/fit_grid_minus_uniform_by_seed.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/matched_seed_results.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/matched_seed_summary.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/temporal_split.json,see CSV,"0,1",12543,final embedding,generated,Each seed is separate; cells are never pooled across seeds. Positive = better. Paired cell bootstrap; fixed models and reference; not biological replication.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
estimator_rmse_by_method,旧教師推定器benchmarkの全保存設定,03_teacher_estimators/estimator_rmse_by_method.png,03_teacher_estimators/estimator_rmse_by_method.pdf,03_teacher_estimators/estimator_rmse_by_method.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,generated,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
estimator_bias_and_variance,旧教師推定器benchmarkの全保存設定,03_teacher_estimators/estimator_bias_and_variance.png,03_teacher_estimators/estimator_bias_and_variance.pdf,03_teacher_estimators/estimator_bias_and_variance.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,generated,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
estimator_runtime_vs_rmse,旧教師推定器benchmarkの全保存設定,03_teacher_estimators/estimator_runtime_vs_rmse.png,03_teacher_estimators/estimator_runtime_vs_rmse.pdf,03_teacher_estimators/estimator_runtime_vs_rmse.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,generated,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
importance_sampling_ess,旧教師推定器benchmarkの全保存設定,03_teacher_estimators/importance_sampling_ess.png,03_teacher_estimators/importance_sampling_ess.pdf,03_teacher_estimators/importance_sampling_ess.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/estimator_benchmark/dual_hub_is_diagnostics.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/estimator_benchmark/dual_raw_is_diagnostics.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,generated,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main.",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
importance_weight_distribution,保存importance weightの全値ヒストグラム,03_teacher_estimators/importance_weight_distribution.png,03_teacher_estimators/importance_weight_distribution.pdf,03_teacher_estimators/importance_weight_distribution.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/estimator_benchmark/dual_hub_is_weights.npy;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/estimator_benchmark/dual_raw_is_weights.npy,see CSV,0,1000,old teacher benchmark,generated,50 repetitions are not independent query cells. Fixed log bins; zero/underflow/overflow counts retained in CSV.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
benchmark_exact_validation_rmse_by_step,旧benchmarkの保存学習ログ,04_learned_field/benchmark_exact_validation_rmse_by_step.png,04_learned_field/benchmark_exact_validation_rmse_by_step.pdf,04_learned_field/benchmark_exact_validation_rmse_by_step.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/barnes_hut/validation.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_hub_is/validation.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_raw_is/validation.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/dual_topl/validation.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/fit_grid/validation.csv;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/repulsion_training/uniform_mc/validation.csv,see CSV,0,1000,old benchmark training / fixed exact validation,generated,Old benchmark models are separate from main. Teacher-specific loss/std are not shared-ground-truth performance or rankings.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
