method,query_index,recall_at_5,recall_at_10,recall_at_15,recall_at_30,ndcg,fuzzy_weighted_mse,fuzzy_weighted_bce,local_displacement,repulsion_accumulation_score,periphery_percentile,label
ours_full,31,1.0,1.0,0.8,0.43333333333333335,0.5803070460934492,0.09182573146054977,0.3895661659209685,0.2057948841134592,0.2056831419467926,87.03703703703704,11
ours_full,32,0.8,0.9,0.9333333333333333,0.6666666666666666,0.7659838292661014,0.025841218393866904,0.11947232513592321,0.18170344293140578,0.38333120942115784,74.07407407407408,11
ours_full,33,0.8,0.9,0.8666666666666667,0.8333333333333334,0.8811174964175819,0.021581405914337583,0.12794410555148736,0.2092132824146863,0.437817245721817,46.2962962962963,11
ours_full,34,0.8,0.9,0.9333333333333333,0.9,0.9299840097719808,0.01514868164017483,0.10214310663090359,0.2171899824662257,0.32257771492004395,29.629629629629626,11
ours_full,35,0.8,1.0,0.9333333333333333,0.9,0.9323071422625164,0.00894282464753295,0.07164248734813859,0.17840307527989727,0.4323725700378418,35.18518518518518,11
ours_full,36,0.4,0.8,0.9333333333333333,0.9333333333333333,0.9548264182517361,0.006782733820253994,0.05231784493060883,0.5209833741984164,0.2692039906978607,87.03703703703704,12
ours_full,37,0.6,0.9,0.8,0.8333333333333334,0.884956059405785,0.018003428750386304,0.08918627198027075,0.22284961615874765,0.3588598370552063,31.48148148148148,12
ours_full,38,0.8,0.8,0.8,0.8333333333333334,0.8866171151698032,0.015286193011593098,0.07746806739045971,0.18309989166321042,0.3247295022010803,25.925925925925924,12
ours_full,39,1.0,0.9,0.8,0.7333333333333333,0.8131391427515215,0.01111030337782395,0.06685218800649632,0.08733527318839544,0.32732436060905457,20.37037037037037,12
ours_full,40,0.6,1.0,0.9333333333333333,0.7,0.7872129653731906,0.015720111316245,0.09054065337518839,0.11811034148828777,0.25380221009254456,7.4074074074074066,12
ours_full,41,1.0,0.9,0.8,0.7666666666666667,0.8100308339175688,0.03867840828371903,0.1718171265470173,0.13385789235200354,0.2905218005180359,12.962962962962962,12
ours_full,42,0.6,0.8,0.6666666666666666,0.7333333333333333,0.8122352187621281,0.0358581626362007,0.14079106043108355,0.18913516157207697,0.27112773060798645,46.2962962962963,12
ours_full,43,0.8,0.7,0.7333333333333333,0.7333333333333333,0.8137092809650057,0.012011310871591314,0.05046113754795557,0.1466766238745826,0.2271157205104828,53.70370370370371,12
ours_full,44,0.6,0.7,0.7333333333333333,1.0,1.0,0.014216513217903586,0.06957499788097399,0.5122250861058875,0.4966132938861847,87.03703703703704,12
ours_full,45,1.0,0.8,0.9333333333333333,0.7333333333333333,0.8108314392939058,0.0009882630531611242,0.01904113702056839,0.3344346456185033,0.19197514653205872,68.51851851851852,12
ours_full,46,0.4,0.8,0.9333333333333333,0.8333333333333334,0.8808783309493612,0.0007859797023392338,0.01606914230645172,0.4995451728637058,0.5465013980865479,81.48148148148148,12
ours_full,47,0.6,0.9,0.9333333333333333,0.8333333333333334,0.8808783309493612,0.0013713491893302834,0.022411777999145458,0.4948383246177153,0.4835425913333893,79.62962962962963,12
ours_full,48,0.8,0.9,0.9333333333333333,0.8333333333333334,0.8824859720506245,0.00246454114046647,0.03227017735592701,0.3699416432264837,0.6810435652732849,62.96296296296296,12
ours_full,49,1.0,1.0,0.9333333333333333,0.9333333333333333,0.954339265938578,0.01620797649210241,0.1002579670145247,0.2834759422636175,0.4163926839828491,40.74074074074074,12
ours_full,50,1.0,0.9,0.8666666666666667,0.8333333333333334,0.8849881173936083,0.022667891446071856,0.10561204111980962,0.2620271572839016,0.5930384397506714,25.925925925925924,12
ours_full,51,0.6,0.5,0.4,0.5666666666666667,0.6552118762423693,0.2327394779471202,0.6200558773752178,0.5210373181296465,0.3011139929294586,12.962962962962962,12
ours_full,52,0.8,0.8,0.9333333333333333,0.8666666666666667,0.9075155262732993,0.008226449196759947,0.04560214063390442,0.5083146848927088,0.8840184211730957,100.0,12
ours_full,53,0.6,0.5,0.6666666666666666,0.9666666666666667,0.9777554718820064,0.014481009573905041,0.08781686120661353,0.25517668299257695,0.34391117095947266,51.85185185185185,12
ours_full,54,1.0,1.0,0.8666666666666667,0.7,0.783015786073895,0.04571648434373333,0.1855419989819124,0.149076193496109,0.4296187460422516,98.14814814814815,13
ours_full,55,0.8,0.8,0.7333333333333333,0.9,0.9230001321023782,0.022872387937873762,0.12520606266464293,0.6341556630608537,0.639561653137207,44.44444444444444,13
ours_full,56,0.8,0.9,0.8666666666666667,0.9,0.9286239538209231,0.010873114049328668,0.09481805411971736,0.8166087028529028,0.7168040871620178,29.629629629629626,13
ours_full,57,0.6,0.9,0.9333333333333333,0.9,0.9332548647072635,0.0047354056899838876,0.05610588563579759,0.7082207754434457,0.7318671345710754,12.962962962962962,13
ours_full,58,0.4,0.8,0.8,0.9666666666666667,0.9772949017504176,0.004442306604699422,0.0499704965909608,0.4233997712069538,0.3741615414619446,12.962962962962962,13
ours_full,59,1.0,0.9,0.8666666666666667,0.8,0.8505743150045305,0.021320075360171165,0.12183119915516617,0.34902469859597046,0.5116355419158936,44.44444444444444,13
ours_full,60,1.0,0.8,0.8,0.8333333333333334,0.8779262680206201,0.025363573201450662,0.10336384802808982,0.4201465791862642,0.6945896744728088,88.88888888888889,13
