method,bin_left,bin_right,count,fraction,total_weights,zero_count,positive_underflow_count,overflow_count,shape,layout
dual_hub_is,0.31622776601683794,0.39810717055349776,68898,0.021530625,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,0.39810717055349776,0.5011872336272725,65862,0.020581875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,0.5011872336272725,0.6309573444801942,63661,0.0198940625,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,0.6309573444801942,0.7943282347242822,61657,0.0192678125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,0.7943282347242822,1.0,60602,0.018938125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1.0,1.2589254117941688,59273,0.0185228125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1.2589254117941688,1.584893192461114,57218,0.017880625,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1.584893192461114,1.9952623149688828,54707,0.0170959375,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1.9952623149688828,2.5118864315095824,51800,0.0161875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,2.5118864315095824,3.1622776601683795,48035,0.0150109375,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,3.1622776601683795,3.9810717055349776,42975,0.0134296875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,3.9810717055349776,5.011872336272725,38177,0.0119303125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,5.011872336272725,6.309573444801943,33063,0.0103321875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,6.309573444801943,7.943282347242821,27553,0.0086103125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,7.943282347242821,10.0,22665,0.0070828125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,10.0,12.589254117941687,18057,0.0056428125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,12.589254117941687,15.848931924611142,13818,0.004318125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,15.848931924611142,19.95262314968883,10334,0.003229375,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,19.95262314968883,25.11886431509582,7542,0.002356875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,25.11886431509582,31.622776601683793,5236,0.00163625,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,31.622776601683793,39.81071705534978,3623,0.0011321875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,39.81071705534978,50.118723362727245,2346,0.000733125,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,50.118723362727245,63.09573444801943,1567,0.0004896875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,63.09573444801943,79.43282347242821,968,0.0003025,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,79.43282347242821,100.0,614,0.000191875,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,100.0,125.89254117941661,350,0.000109375,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,125.89254117941661,158.48931924611173,215,6.71875e-05,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,158.48931924611173,199.52623149688827,108,3.375e-05,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,199.52623149688827,251.18864315095823,59,1.84375e-05,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,251.18864315095823,316.2277660168379,36,1.125e-05,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,316.2277660168379,398.1071705534969,24,7.5e-06,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,398.1071705534969,501.1872336272735,18,5.625e-06,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,501.1872336272735,630.9573444801943,11,3.4375e-06,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,630.9573444801943,794.3282347242822,1,3.125e-07,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,794.3282347242822,1000.0,4,1.25e-06,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1000.0,1258.9254117941662,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1258.9254117941662,1584.8931924611175,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1584.8931924611175,1995.262314968883,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,1995.262314968883,2511.886431509582,1,3.125e-07,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,2511.886431509582,3162.2776601683795,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,3162.2776601683795,3981.0717055349855,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,3981.0717055349855,5011.872336272735,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,5011.872336272735,6309.573444801943,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,6309.573444801943,7943.282347242822,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,7943.282347242822,10000.0,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,10000.0,12589.254117941713,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,12589.254117941713,15848.931924611174,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,15848.931924611174,19952.62314968883,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,19952.62314968883,25118.86431509582,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,25118.86431509582,31622.776601683792,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,31622.776601683792,39810.71705534986,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,39810.71705534986,50118.72336272735,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,50118.72336272735,63095.73444801943,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,63095.73444801943,79432.82347242821,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
dual_hub_is,79432.82347242821,100000.0,0,0.0,3200000,0,0,0,"(3200000,)","50 repetitions × 1000 queries, 64 samples; histogram aggregates weights"
