method,status,stochastic,repetitions,n_queries,mse,rmse,exact_signal_rms,normalized_rmse,cosine,cosine_valid_fraction,magnitude_error,relative_magnitude_error,relative_magnitude_valid_fraction,bias,bias_rmse,variance,bias_squared_debiased,runtime_seconds_per_query,force_interactions,score_seconds_per_query,build_seconds,family,entropy,mean_weight,ess,max_probability,max_weight,min_sampled_probability,outside_count,bias_scope,evaluation,theta,grid_size,build_seconds_scope
dual_raw_is,success,True,50,1000,0.0111618787341022,0.1056497928729736,0.0199463856497141,5.296688569464586,0.4894471811494059,1.0,0.0266608810356176,3.606882643947369,1.0,0.0092203655592888,0.0154558303212254,0.0109229960431837,1.5964404322924545e-05,7.890435738489032e-05,64.0,3.135280918329954e-05,0.0357226878404617,dual_raw_is,7.169000542599022,1.0028089988106377,7.197679954493236,0.1479701099660557,1096.196145115137,3.675001005298016e-08,,"finite-repetition sample-mean bias, not theoretical bias",old teacher benchmark; different Uniform model from main,,,saved construction time; separate from query runtime
dual_hub_is,success,True,50,1000,0.0104993643145278,0.1024664057851538,0.0199463856497141,5.137091380092818,0.5038748359281462,1.0,0.0259678800815487,3.671791094757636,1.0,0.0086362926929121,0.0142037360444932,0.0102976181969061,-8.40935578461326e-06,5.976667527109385e-05,64.0,2.7416587211191652e-05,0.0216814382001757,dual_hub_is,7.332153254714904,0.9981780916901792,7.133952887954814,0.3460078587916382,2441.641400291404,1.6499236680788362e-08,,"finite-repetition sample-mean bias, not theoretical bias",old teacher benchmark; different Uniform model from main,,,saved construction time; separate from query runtime
