step,loss
1,0.00048151699593290687
2,0.002631165087223053
3,0.0006552710547111928
4,0.0011427837889641523
5,0.0010487863328307867
6,0.0008942997665144503
7,0.0005917908274568617
8,0.0005433015758171678
9,0.0005970706697553396
10,0.0006101890467107296
11,0.0006357789970934391
12,0.0005399782676249743
13,0.000578191364184022
14,0.0006568388780578971
15,0.0004927577101625502
16,0.0007318027201108634
17,0.0007152666221372783
18,0.0005550070200115442
19,0.0006448425119742751
20,0.0005121218273416162
21,0.0006636765319854021
22,0.00047831085976213217
23,0.0005306919338181615
24,0.0008025754359550774
25,0.0006276134517975152
26,0.0004932949086651206
27,0.0005854002083651721
28,0.0006821501883678138
29,0.0005891132168471813
30,0.0004497174231801182
31,0.000519497727509588
32,0.0005793197196908295
33,0.000579373212531209
34,0.0005765181849710643
35,0.00043187447590753436
36,0.000492219696752727
37,0.00047208124306052923
38,0.0005082024144940078
39,0.0005052532069385052
40,0.0005008754087612033
41,0.0004622618143912405
42,0.0006614195299334824
43,0.0005223632324486971
44,0.0007888924446888268
45,0.0008885901770554483
46,0.00043490377720445395
47,0.0005374717875383794
48,0.0006157882162369788
49,0.0005896101938560605
50,0.0006160878110677004
51,0.00047207940951921046
52,0.0005422682734206319
53,0.0005372062441892922
54,0.0005720056360587478
55,0.0005926235462538898
56,0.0004218344984110445
57,0.000512020371388644
58,0.0005360687500797212
59,0.0004944248939864337
60,0.0009023918537423015
61,0.0005333278095349669
62,0.0005334108136594296
63,0.0006492951652035117
64,0.0006332198390737176
65,0.0005303809302859008
66,0.0006229409482330084
67,0.0005427707801572978
68,0.0005880309036001563
69,0.0005264698411338031
70,0.0005317358882166445
71,0.0007978844805620611
72,0.000474097381811589
73,0.0008262000046670437
74,0.0005821293452754617
75,0.0005455196369439363
76,0.0007789036608301103
77,0.0006139232427813113
78,0.0007190776523202658
79,0.0008161361329257488
80,0.0007717045955359936
81,0.0005255347932688892
82,0.0005332647124305367
83,0.00046958797611296177
84,0.0006610874552279711
85,0.0005032398039475083
86,0.00044672295916825533
87,0.0005272110574878752
88,0.0007773305405862629
89,0.00043337061651982367
90,0.0006548826349899173
91,0.0005157535779289901
92,0.00048697844613343477
93,0.0004868904361501336
94,0.0008705203654244542
95,0.0006430038483813405
96,0.0004969964502379298
97,0.0006037696148268878
98,0.000526153075043112
99,0.0006546794902533293
100,0.0004290715733077377
101,0.00045318802585825324
102,0.0005827432032674551
103,0.0005435683997347951
104,0.0007866208907216787
105,0.0005955155938863754
106,0.0005414189072325826
107,0.0007087194244377315
108,0.0005257988814264536
109,0.0004952694289386272
110,0.0005072947242297232
111,0.0005322903161868453
112,0.0011609962675720453
113,0.0005952335777692497
114,0.00046783994184806943
115,0.0005702848429791629
116,0.0006273339968174696
117,0.0006793336942791939
118,0.0007033474976196885
119,0.0004437774477992207
120,0.0005408911383710802
121,0.0004625210422091186
122,0.0005116856191307306
123,0.0004353960102889687
124,0.0007474280428141356
125,0.0005582707235589623
126,0.0007285570027306676
127,0.0004500769719015807
128,0.0005521679995581508
129,0.0005043834098614752
130,0.0005718782776966691
131,0.0005289064138196409
132,0.0008125897729769349
133,0.0005838019424118102
134,0.0005376549670472741
135,0.00044890245771966875
136,0.0004987010033801198
137,0.0004748489009216428
138,0.00048502179561182857
139,0.0005783526576124132
140,0.0004742700548376888
141,0.0005618904833681881
142,0.0005688018281944096
143,0.0007080454961396754
144,0.0007385557983070612
145,0.0004467472608666867
146,0.0004215922672301531
147,0.0006075973506085575
148,0.0006257841596379876
149,0.0006931722164154053
150,0.0010115543846040964
151,0.0006779665127396584
152,0.0004989575245417655
153,0.0005378653295338154
154,0.0005189578514546156
155,0.0009471500525251031
156,0.0004573810729198158
157,0.0006237117340788245
158,0.000498801760841161
159,0.0004796035645995289
160,0.0006260622758418322
161,0.00047111508320085704
162,0.00046250151353888214
163,0.0004602692788466811
164,0.0005176392151042819
165,0.0006361152627505362
166,0.0004566079005599022
167,0.0005175760015845299
168,0.0005958170513622463
169,0.0006420784047804773
170,0.0004482499207369983
171,0.0005685071228072047
172,0.0006549215759150684
173,0.0006180304917506874
174,0.00036260648630559444
175,0.00041383650386705995
176,0.0005559414275921881
177,0.0006571491248905659
178,0.0004500427166931331
179,0.0005487340386025608
180,0.0005217547877691686
181,0.0006320182583294809
182,0.0005087477620691061
183,0.0004413030401337892
184,0.0006062602624297142
185,0.0005889481981284916
186,0.0005192902171984315
187,0.0006156171439215541
188,0.0006650973809882998
189,0.0007038054754957557
190,0.0005167415365576744
191,0.0005625084741041064
192,0.0006632829899899662
193,0.0004900341155007482
194,0.0004928522976115346
195,0.0005481583066284657
196,0.0006159549811854959
197,0.0005540868733078241
198,0.0006639254279434681
199,0.0004563588881865144
200,0.0007200580439530313
201,0.00055354880169034
202,0.0005368185229599476
203,0.0006345302681438625
204,0.0005647927755489945
205,0.0006285881390795112
206,0.000481018447317183
207,0.0004858500906266272
208,0.0005645974888466299
209,0.0007176081417128444
210,0.0004643923311959952
211,0.0007970797596499324
212,0.0007235368248075247
213,0.0006191898137331009
214,0.0010819768067449331
215,0.000703347148373723
216,0.0005776102188974619
217,0.00041381613118574023
218,0.0005077720270492136
219,0.0005663533229380846
220,0.0004984841216355562
221,0.0008082621498033404
222,0.0008902420522645116
223,0.0008045766735449433
224,0.00039789799484424293
225,0.0005347927799448371
226,0.0006492811371572316
227,0.0007816823199391365
228,0.0005850893212482333
229,0.0005678330198861659
230,0.0005918854149058461
231,0.0004588677838910371
232,0.0005654215929098427
233,0.0004916634643450379
234,0.0006301141111180186
235,0.0006852573715150356
236,0.0006131581612862647
237,0.00047848638496361673
238,0.00047697778791189194
239,0.00047066001570783556
240,0.0004693647497333586
241,0.0007420530891977251
242,0.0004558837681543082
243,0.0005274199647828937
244,0.0004964714753441513
245,0.000510266749188304
246,0.0006322677945718169
247,0.0006140541518107057
248,0.0006220939685590565
