split,group,n,recall5,recall15,within_recall5,within_recall15,log_radius5,log_radius15,abs_log_radius5,abs_log_radius15,within_log_radius15,within_abs_log_radius15,wrong_turn15,wrong_branch15,bridge_near_recall15,bridge_edge_loss15,bridge_true_edges15,bridge_cross_edge_loss15,bridge_cross_true_edges15,log_radius15_q10,log_radius15_q90,scale,method,condition,stage
query,bridge_AB,80,0.135,0.2866666666666667,0.24000000000000005,0.4708333333333334,0.2533502261073819,-0.27330529655585045,0.3579492643400462,0.38209073846929476,0.044980897219292826,0.27700225201702694,0.0,0.0,0.2866666666666667,0.7133333333333334,1200,0.7741935483870968,31,-0.6027878727545322,0.16821873225374356,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_0,90,0.0688888888888889,0.2,0.07555555555555557,0.22962962962962966,0.440432127856332,0.36677694169068353,0.5158540541025693,0.40495741224573056,0.44444110375536977,0.45911149017197306,0.0,0.042222222222222223,,,0,,0,-0.04557558491663216,0.7387647003101558,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_1,85,0.09176470588235296,0.24470588235294113,0.12705882352941175,0.30509803921568623,0.2245989448947417,0.2128225737641335,0.3782161882584116,0.29210077058834416,0.3309054372459929,0.3916808210850745,0.0,0.05254901960784314,,,0,,0,-0.2013364445233739,0.5899129712017014,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_2,85,0.05647058823529411,0.15450980392156863,0.07294117647058823,0.19921568627450975,0.2772464531328077,0.21902193009410195,0.4394297220283195,0.319007863436375,0.3642931194254022,0.4331307674736308,0.0,0.047843137254901955,,,0,,0,-0.1945795596412519,0.6188863795123478,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_3,106,0.09056603773584905,0.24150943396226415,0.10377358490566038,0.26729559748427667,0.40211095994674534,0.34443497366563985,0.4755405448556009,0.3858656477104532,0.3766654890134168,0.41809616305822994,0.0,0.04339622641509434,0.26666666666666666,0.7272727272727273,11,0.7272727272727273,11,-0.07854253125516839,0.7768809686152022,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_4,97,0.11958762886597937,0.26872852233676975,0.1422680412371134,0.32027491408934705,0.3919161130240239,0.3519618776899149,0.43043221548768956,0.3748294286945926,0.4468017970549355,0.46589736325532105,0.0,0.03573883161512027,,,0,,0,-0.01624258229381589,0.6900218016361976,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_5,97,0.05154639175257733,0.1374570446735395,0.07422680412371134,0.20481099656357385,0.5137009176117253,0.389756535659407,0.5479116909865828,0.4016329308026322,0.572411696972933,0.5740105151808413,0.0,0.15463917525773196,,,0,,0,0.09605036874990848,0.7732404111116846,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,B_branch_6,106,0.03773584905660377,0.09622641509433962,0.03773584905660377,0.09748427672955975,0.5198814125553793,0.44497101377525256,0.5424548016783556,0.4491725928659617,0.44786124175867037,0.45206282084937943,0.0,0.16163522012578616,,,0,,0,0.10683443370845706,0.8279132483672627,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
query,bridge_near,89,0.1348314606741573,0.296629213483146,0.2449438202247191,0.4868913857677903,0.2698741370473645,-0.21649200233379903,0.386936084055419,0.3924303390171828,0.08943245950459838,0.30310896157999423,0.0,0.0,0.296629213483146,0.7137030995106036,1226,0.7543859649122807,57,-0.5909819761321677,0.4541638952457531,0.3094327757133603,baseline_3_to_2,sparse_bridge,0.25
reference,all,2826,0.13283793347487613,0.3497287096013211,0.15173389950460014,0.4030195800896438,0.06660080351811475,-0.009304904586545638,0.42014300403391297,0.34993084308847505,0.08949631029592829,0.38155374520209073,0.015498938428874733,0.01042698749705119,0.3284916201117319,0.6787311915412769,2459,0.6433566433566433,143,-0.5563035951587735,0.5373805284102375,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,internal,2666,0.1312828207051763,0.3514878719679921,0.1463615903975994,0.3966491622905727,0.056626739133265734,0.00038608151772084024,0.42618722827267513,0.3552074877676674,0.08786832076922349,0.39216255958996576,0.016429107276819205,0.0110527631907977,0.39649122807017545,0.6440677966101694,59,0.6440677966101694,59,-0.5623039918160815,0.5540786809375142,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,A_spiral,1334,0.17076461769115442,0.4215392303848076,0.18845577211394302,0.4727136431784108,-0.1927125988372655,-0.2835088221675214,0.40872278213402574,0.3524115528686203,-0.19350597172989353,0.35431268532259885,0.0328335832083958,0.0,0.5750000000000001,0.6666666666666666,30,0.6666666666666666,30,-0.718138634809418,0.13620759646887998,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_tree,1332,0.09174174174174174,0.28133133133133137,0.10420420420420422,0.3204704704704705,0.3063404604941431,0.2847072538271151,0.4436778973034246,0.3580076207671634,0.3696650971910118,0.4300692655003767,0.0,0.022122122122122122,0.26666666666666666,0.6206896551724138,29,0.6206896551724138,29,-0.13338368364472925,0.6903553960894436,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,bridge_AB,160,0.15875,0.3204166666666667,0.24125000000000002,0.5091666666666667,0.23279365133066127,-0.1707809605488857,0.3194311176555387,0.26200875112143385,0.11662268578464718,0.20478437546412326,0.0,0.0,0.3204166666666667,0.6795833333333333,2400,0.6428571428571429,84,-0.4771829559556737,0.15468019785854661,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_0,180,0.07666666666666667,0.24370370370370367,0.08888888888888889,0.2788888888888889,0.34099188674207787,0.2716681581302636,0.4794187276373346,0.35417380939654053,0.34156213653778744,0.3783100920041672,0.0,0.0,,,0,,0,-0.2055297738121314,0.7191136901887886,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_1,170,0.0776470588235294,0.28941176470588237,0.10235294117647058,0.3768627450980393,0.34351255016437743,0.31805277555848505,0.4815912115018444,0.3836039876076911,0.48644381816214394,0.5380418753804916,0.0,0.005490196078431373,,,0,,0,-0.12475728007608228,0.7542499489844283,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_2,170,0.08,0.28941176470588237,0.09764705882352942,0.335686274509804,0.14953454963139748,0.15186370604984714,0.37484336616740854,0.3017625147814102,0.2787942114821459,0.4230499242589388,0.0,0.008627450980392156,,,0,,0,-0.29020250935430836,0.5599911740620845,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_3,212,0.16226415094339625,0.38238993710691827,0.16603773584905662,0.4006289308176101,0.3152732528982091,0.3285053427343314,0.4335780362637608,0.3571507373043103,0.3484752108885937,0.3771206054585725,0.0,0.014779874213836478,0.26666666666666666,0.6206896551724138,29,0.6206896551724138,29,-0.018990766942917594,0.6785662517043246,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_4,194,0.11237113402061855,0.3292096219931272,0.1268041237113402,0.38453608247422677,0.3127145864656612,0.26263669084725955,0.48027822700395195,0.3872163272454994,0.35605709942839786,0.4677223573431631,0.0,0.02027491408934708,,,0,,0,-0.2831534213889703,0.7669104231876578,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_5,194,0.0752577319587629,0.22577319587628863,0.09381443298969074,0.2694158075601375,0.33913222838253404,0.3472819323403559,0.43819548769546607,0.37157889657877846,0.4917205754733403,0.5000144506770308,0.0,0.047079037800687284,,,0,,0,0.025430878125772872,0.652263689153771,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,B_branch_6,212,0.0509433962264151,0.20628930817610064,0.0509433962264151,0.20628930817610064,0.32807893917156905,0.294701161333857,0.4197512532550186,0.34754872657506364,0.294701161333857,0.34754872657506364,0.0,0.05125786163522013,,,0,,0,-0.03042947398220726,0.6926999015564859,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,bridge_near,179,0.16759776536312848,0.3284916201117319,0.25251396648044694,0.5225325884543761,0.2270229473474103,-0.13805092317513704,0.3296752410385281,0.2805548076502951,0.13108058994436717,0.2305705406122516,0.0,0.0,0.3284916201117319,0.6787311915412769,2459,0.6433566433566433,143,-0.47785526720952515,0.27925396821251736,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,all,1413,0.1691436659589526,0.39447983014862004,0.19037508846426043,0.4448218919556499,0.0647268550310329,-0.038162838102245,0.3936947799380087,0.3292478827338279,0.04484411510327075,0.349216829052066,0.012172682236376504,0.007596131163010144,0.3850187265917603,0.6215334420880914,1226,0.6491228070175439,57,-0.5459256161555114,0.48985982997994004,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,internal,1333,0.16534133533383344,0.3953488372093023,0.1840960240060015,0.438209552388097,0.048602529956906025,-0.02973429994956157,0.3951523547746632,0.3354073632877767,0.0441472538061167,0.36053175076143246,0.012903225806451615,0.008052013003250813,0.42962962962962964,0.6923076923076923,26,0.6923076923076923,26,-0.5601733651854407,0.5000215351875855,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,A_spiral,667,0.2101949025487256,0.4739630184907546,0.2353823088455772,0.5236381809095452,-0.19091819107444685,-0.2971597562568163,0.37582896684596173,0.3522201347786019,-0.21692134248001443,0.34816983347810965,0.025787106446776616,0.0,0.5666666666666667,0.8,15,0.8,15,-0.7275086669465127,0.11129138249047402,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_tree,666,0.12042042042042042,0.3166166166166166,0.13273273273273273,0.35265265265265267,0.2884828917105282,0.2380926960818782,0.4145047567993538,0.3185693473953137,0.30560784498156635,0.37291222948211755,0.0,0.016116116116116116,0.32,0.5454545454545454,11,0.5454545454545454,11,-0.1636178359639544,0.5950954554419494,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,bridge_AB,80,0.23249999999999998,0.38,0.29500000000000004,0.5549999999999999,0.3333984215786716,-0.17860335507133257,0.3694079392222543,0.22661553800365616,0.05645556646710022,0.16068194606974834,0.0,0.0,0.38,0.62,1200,0.6129032258064516,31,-0.43558507645615624,0.11341163486182973,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_0,90,0.09111111111111113,0.28296296296296297,0.09555555555555555,0.3096296296296296,0.28455270695447843,0.16516251887513358,0.43861687748089123,0.2616063697189295,0.2277388297087856,0.27909184573311524,0.0,0.0,,,0,,0,-0.20089579243343444,0.5104937901140286,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_1,85,0.1317647058823529,0.3333333333333333,0.14117647058823526,0.40392156862745093,0.3120013352354988,0.27380940517884605,0.4291650850399707,0.3413465462056924,0.4008700347063888,0.4540548101099963,0.0,0.003137254901960784,,,0,,0,-0.11042282667924118,0.6517945571415574,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_2,85,0.11294117647058823,0.32862745098039214,0.13647058823529412,0.3945098039215686,0.1741853913004696,0.10991285013007221,0.3650628998442901,0.27760294422531173,0.23292102814126928,0.391879924347938,0.0,0.000784313725490196,,,0,,0,-0.2930650545333833,0.5239497790434583,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_3,106,0.18867924528301888,0.4157232704402516,0.19056603773584904,0.4257861635220126,0.24615482917315873,0.2880934137479973,0.39260158487788716,0.3345989723531695,0.3029732039581707,0.3494787625633429,0.0,0.009433962264150943,0.32,0.5454545454545454,11,0.5454545454545454,11,-0.050807689112666546,0.618736988172278,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_4,97,0.16082474226804122,0.38625429553264606,0.1958762886597938,0.44054982817869415,0.2312831788888452,0.21732011284141292,0.40011555730980314,0.36860998533960637,0.2905716769806326,0.42432178286590916,0.0,0.02336769759450172,,,0,,0,-0.28837078254862375,0.7212375718318452,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_5,97,0.0845360824742268,0.24398625429553267,0.09896907216494845,0.281786941580756,0.4334269103331742,0.32237069943674995,0.47941492125542556,0.3515072948096178,0.4176260521100289,0.4359266237336994,0.0,0.03848797250859107,,,0,,0,-0.011085641657026302,0.6138317213721856,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,B_branch_6,106,0.069811320754717,0.2257861635220126,0.069811320754717,0.2257861635220126,0.3266481127439689,0.2660453447381256,0.3975947728494715,0.28955696377386003,0.2675070792502006,0.29101869828593513,0.0,0.032075471698113214,,,0,,0,-0.02229637188899308,0.5402301818041438,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
query,bridge_near,89,0.2292134831460674,0.3850187265917603,0.298876404494382,0.5632958801498127,0.3120710689309658,-0.15542208592909487,0.3711322826732026,0.24305651319119867,0.0694158037933544,0.18195312922725376,0.0,0.0,0.3850187265917603,0.6215334420880914,1226,0.6491228070175439,57,-0.4328260315360662,0.13170540074667678,0.3055123186884383,baseline_3_to_2,sparse_bridge,0.5
reference,all,2826,0.16914366595895258,0.5280254777070064,0.18400566171266808,0.5640009436187781,0.07475312819394235,0.015216156219345573,0.33757321547794356,0.2770082241670057,0.05780308211316248,0.2851749180323266,0.01167728237791932,0.0005661712668082095,0.5981378026070763,0.40178934526230176,2459,0.4825174825174825,143,-0.4161290326732532,0.472951533434802,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,internal,2666,0.1639159789947487,0.5236309077269318,0.1752438109527382,0.554013503375844,0.06656712418532872,0.029033708104614846,0.3403930382179093,0.277999807941147,0.06579408797177631,0.2887449863802898,0.012378094523630907,0.0006001500375093774,0.5719298245614034,0.5254237288135594,59,0.5254237288135594,59,-0.41025894480609265,0.4843663447398856,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,A_spiral,1334,0.1934032983508246,0.5987006496751625,0.20644677661169414,0.6309345327336332,-0.1250232155752476,-0.20860725098209748,0.3070233089668691,0.25047856806840296,-0.1701218858225168,0.24084028490559017,0.024737631184407798,0.0,0.7083333333333334,0.5333333333333333,30,0.5333333333333333,30,-0.5245215962774167,0.09124478346197919,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_tree,1332,0.13438438438438438,0.4484484484484484,0.143993993993994,0.476976976976977,0.25844513712872874,0.2670314854482141,0.37381287216752457,0.3055623709968831,0.3020642899549497,0.3367216168361826,0.0,0.0012012012012012014,0.4727272727272727,0.5172413793103449,29,0.5172413793103449,29,-0.06602783422798512,0.6091937508279897,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,bridge_AB,160,0.25625,0.60125,0.32999999999999996,0.7304166666666667,0.21115241998746673,-0.21501880206895357,0.29058791907326514,0.26048595953037684,-0.07534705300599014,0.22568865418438971,0.0,0.0,0.60125,0.39875,2400,0.4523809523809524,84,-0.505880304180091,0.10266964184895364,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_0,180,0.12222222222222222,0.40296296296296297,0.1388888888888889,0.4455555555555555,0.24795622063352532,0.20845198079593905,0.3389368215295413,0.24550519892244121,0.26162689812336065,0.2944202430990166,0.0,0.0,,,0,,0,-0.06465673612897105,0.45609347699734015,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_1,170,0.1623529411764706,0.5231372549019608,0.17294117647058824,0.5670588235294117,0.42138225314194927,0.43623290007298454,0.46937050518687995,0.4407172736080156,0.49138912197252516,0.49506260520044687,0.0,0.0,,,0,,0,0.13571676953154452,0.7392170644703608,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_2,170,0.14470588235294116,0.4505882352941177,0.17058823529411765,0.5207843137254902,0.2545656558645817,0.2600162029889824,0.3753133954148851,0.31542109576739524,0.34784290570873605,0.38692394067184654,0.0,0.0,,,0,,0,-0.12273762760337964,0.6533747678368786,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_3,212,0.14716981132075474,0.49779874213836484,0.1509433962264151,0.5097484276729559,0.21413863459335308,0.23147141381885156,0.3548084070560475,0.27216516074866887,0.23586167244979128,0.27763224445372314,0.0,0.0,0.4727272727272727,0.5172413793103449,29,0.5172413793103449,29,-0.0717289011504895,0.5596853179205207,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_4,194,0.1402061855670103,0.4896907216494845,0.15154639175257734,0.5240549828178693,0.3473613368975527,0.3234337249896954,0.41891123707769046,0.34890668125562974,0.3716918851803433,0.38875537030390256,0.0,0.0,,,0,,0,-0.009597287365598683,0.6797768454669656,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_5,194,0.11958762886597936,0.41134020618556705,0.122680412371134,0.4202749140893471,0.20525405411359535,0.20104757608457635,0.34029258536458074,0.25801869712801534,0.2138944595485502,0.27046998620459767,0.0,0.0030927835051546395,,,0,,0,-0.10114752350846096,0.5108114490059865,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,B_branch_6,212,0.10943396226415095,0.37232704402515726,0.10943396226415095,0.37232704402515726,0.1514192548130577,0.23104208686421027,0.3340043910369934,0.27750982114549066,0.23104208686421027,0.27750982114549066,0.0,0.0047169811320754715,,,0,,0,-0.07972607526261838,0.5877089219767035,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,bridge_near,179,0.25027932960893856,0.5981378026070763,0.3217877094972067,0.7322160148975791,0.2002533395757023,-0.18887409429222363,0.2877340765694814,0.2522151403787558,-0.05718623299704355,0.22584312914211954,0.0,0.0,0.5981378026070763,0.40178934526230176,2459,0.4825174825174825,143,-0.5031939152860344,0.12211921928944365,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,all,1413,0.2488322717622081,0.6076904930408115,0.262137296532201,0.6352913422977118,0.01428633594255926,-0.08188696893427282,0.3116887170107117,0.2684154341879784,-0.046381767183165376,0.26792259583626654,0.009105921207832036,0.0,0.696629213483146,0.30587275693311583,1226,0.543859649122807,57,-0.48789806610177716,0.34715258807845867,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,internal,1333,0.24246061515378847,0.6022005501375344,0.2526631657914479,0.6253063265816454,0.0012600992908381608,-0.06982911939090958,0.31234074365404274,0.2654476072744794,-0.040219066464487224,0.26699884523670275,0.009652413103275819,0.0,0.674074074074074,0.5384615384615384,26,0.5384615384615384,26,-0.46693408696610383,0.3528179238509428,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,A_spiral,667,0.28545727136431787,0.6845577211394304,0.29865067466266865,0.7095452273863069,-0.1997970039922602,-0.29063774330901976,0.3036276085684484,0.3053954651209363,-0.2579011837561344,0.2892808242304488,0.019290354822588705,0.0,0.7999999999999999,0.4666666666666667,15,0.4666666666666667,15,-0.5864210121751737,-0.003156238803147379,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_tree,666,0.1993993993993994,0.5197197197197198,0.20660660660660665,0.5409409409409409,0.20261909011640358,0.15131104900755812,0.32106696152505076,0.2254397676594843,0.17778990085312335,0.24468340981804124,0.0,0.0,0.5733333333333334,0.6363636363636364,11,0.6363636363636364,11,-0.14604693352237438,0.4774243200664731,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,bridge_AB,80,0.35500000000000004,0.6991666666666667,0.4200000000000001,0.8016666666666667,0.23133600415186226,-0.2828008869505628,0.30082432306620943,0.31786685013415533,-0.14906776790814014,0.2833145902014983,0.0,0.0,0.6991666666666667,0.30083333333333334,1200,0.5483870967741935,31,-0.620951932211147,0.09605375984736303,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_0,90,0.1866666666666667,0.4948148148148148,0.2044444444444445,0.5303703703703703,0.21246476775756867,0.08698198513367054,0.31779946089484673,0.1527695387704298,0.12395805082357707,0.18325303639982296,0.0,0.0,,,0,,0,-0.13015878495453256,0.311075663522928,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_1,85,0.2541176470588235,0.5835294117647059,0.26588235294117646,0.6156862745098038,0.2850438820151894,0.2942753595595641,0.3446811099485223,0.3152490606965377,0.3329321486903047,0.35048680625726164,0.0,0.0,,,0,,0,0.01633521056652155,0.5159766732156396,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_2,85,0.2517647058823529,0.5215686274509803,0.26117647058823523,0.5733333333333333,0.23112807451231254,0.148341494926125,0.3555094846878142,0.25967368415665787,0.21600814606050434,0.30758836190319677,0.0,0.0,,,0,,0,-0.2260971609002108,0.5565632258525515,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_3,106,0.21132075471698114,0.5647798742138365,0.21320754716981136,0.570440251572327,0.08127567664699442,0.12387037450284102,0.27298866517246856,0.2040208488137606,0.127446106303666,0.20760145012743095,0.0,0.0,0.5733333333333334,0.6363636363636364,11,0.6363636363636364,11,-0.14958915408310242,0.45477638538146226,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_4,97,0.19999999999999998,0.5491408934707904,0.21030927835051544,0.5780068728522337,0.20228027400088833,0.2159375276034664,0.3254286055322811,0.26442846233784373,0.2593812303732592,0.2845185748700582,0.0,0.0,,,0,,0,-0.0877826382441986,0.6086459946967128,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_5,97,0.18556701030927836,0.4879725085910652,0.18762886597938144,0.4920962199312715,0.1652711733128168,0.08856014007913383,0.2893918671078746,0.2068542273322377,0.09553447260451849,0.2138285598576224,0.0,0.0,,,0,,0,-0.24164466462448303,0.3239118283596404,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,B_branch_6,106,0.12452830188679247,0.44528301886792454,0.12452830188679247,0.44528301886792454,0.2611335518914637,0.119394470596287,0.3503590565724743,0.19042040176509176,0.119394470596287,0.19042040176509176,0.0,0.0,,,0,,0,-0.14777301060233272,0.3591279631830504,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
query,bridge_near,89,0.35280898876404504,0.6966292134831461,0.41348314606741576,0.797752808988764,0.20074522950015297,-0.260743176952737,0.2896442101702632,0.29526736120171665,-0.13621792081729744,0.26518560113026013,0.0,0.0,0.6966292134831461,0.30587275693311583,1226,0.543859649122807,57,-0.5957929672355495,0.09459181416987138,0.3439468724931276,baseline_3_to_2,sparse_bridge,0.75
reference,all,2826,0.6938428874734607,0.8225760792639775,0.695116772823779,0.8292285916489739,-0.48019721187393166,-0.0002059474457193914,0.5585358923365928,0.29535846665872373,0.010125932288805513,0.30237365609726286,0.004010379806558151,0.0,0.8499068901303538,0.14884099227328182,2459,0.36363636363636365,143,-0.44052868817799556,0.47419874694725805,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,internal,2666,0.6818454613653412,0.8204301075268818,0.682145536384096,0.8231807951987998,-0.49847335002192406,0.004532129208805488,0.5720376535976718,0.30010007648554693,0.010663388621284704,0.30446972402993794,0.004251062765691423,0.0,0.7789473684210527,0.4406779661016949,59,0.4406779661016949,59,-0.4524530930593919,0.48326850010138567,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,A_spiral,1334,0.756671664167916,0.8843078460769618,0.7572713643178409,0.8878560719640181,-0.553291726576191,-0.12690907514007088,0.5863638636971131,0.24791981497110616,-0.117760556988108,0.2543129355731058,0.008495752123938032,0.0,0.85,0.5,30,0.5,30,-0.47033891876924855,0.24999210411825096,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_tree,1332,0.6069069069069069,0.7564564564564564,0.6069069069069069,0.7584084084084084,-0.443572663592951,0.13617069272337087,0.5576899326722553,0.3523586867410004,0.13928016297783868,0.3547018229799485,0.0,0.0,0.7272727272727273,0.3793103448275862,29,0.3793103448275862,29,-0.39799771616817275,0.6068139589691834,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,bridge_AB,160,0.89375,0.8583333333333334,0.9112500000000001,0.93,-0.17567105998300875,-0.07915414970174009,0.33356279532386635,0.21635139291928224,0.001170566148871166,0.267447924169065,0.0,0.0,0.8583333333333334,0.14166666666666666,2400,0.30952380952380953,84,-0.3679875398552896,0.28770230147089587,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_0,180,0.6233333333333333,0.7414814814814815,0.6233333333333333,0.742962962962963,-0.641257511004374,-0.023740533788725513,0.713401715105596,0.3802930164052384,-0.022588091259874925,0.38144545893408904,0.0,0.0,,,0,,0,-0.5812631093813323,0.6133721340818452,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_1,170,0.5882352941176471,0.7635294117647059,0.5882352941176471,0.7635294117647059,-0.16654906125807156,0.34018784746056185,0.41188248985926357,0.37400433792183974,0.34018784746056185,0.37400433792183974,0.0,0.0,,,0,,0,-0.061418024991620065,0.7277728780065019,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_2,170,0.5752941176470588,0.7470588235294118,0.5752941176470588,0.7513725490196078,-0.3260440726659281,0.31037547568521906,0.4037433064007704,0.37147637752655566,0.32028820825237597,0.3813891100937126,0.0,0.0,,,0,,0,-0.1416297171823385,0.8329270326342151,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_3,212,0.6094339622641509,0.7584905660377359,0.6094339622641509,0.7635220125786163,-0.45001712443556474,0.15404863317198159,0.5637604895384788,0.30063509632359403,0.15680554359591692,0.2995758780627417,0.0,0.0,0.7272727272727273,0.3793103448275862,29,0.3793103448275862,29,-0.312322603893414,0.5430088316048042,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_4,194,0.6525773195876289,0.7903780068728523,0.6525773195876289,0.7920962199312716,-0.35575133519408786,0.24642687486737813,0.4804545148082623,0.3689045703184335,0.25387552046798434,0.37635321591903975,0.0,0.0,,,0,,0,-0.11966967214039383,0.609552068472576,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_5,194,0.5979381443298969,0.7398625429553265,0.5979381443298969,0.740893470790378,-0.491424574017971,0.06449225977966053,0.5894204253556184,0.3406936781803938,0.0656247748876474,0.3407347622188068,0.0,0.0,,,0,,0,-0.6132518201786021,0.5217915284677094,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,B_branch_6,212,0.5971698113207548,0.7531446540880503,0.5971698113207548,0.7531446540880503,-0.6222445584455856,-0.08452702122296114,0.7014213870862294,0.3432104034456037,-0.08452702122296114,0.3432104034456037,0.0,0.0,,,0,,0,-0.6991464404996353,0.37470921020114134,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
reference,bridge_near,179,0.853631284916201,0.8499068901303538,0.8715083798882681,0.9232774674115457,-0.3194606852973404,-0.11960372434846751,0.4605929626969896,0.2422381316937566,-0.040688907758256065,0.2828054954087777,0.0,0.0,0.8499068901303538,0.14884099227328182,2459,0.36363636363636365,143,-0.40389013133730833,0.28086051296439907,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
query,all,1413,0.6527954706298654,0.8159943382873319,0.6540693559801839,0.8212786034442086,-0.5573431891418753,-0.03605995931422374,0.6272139479392798,0.29712319560403544,-0.026538943470240238,0.302844349535352,0.003680113234253361,0.0,0.8636704119850187,0.13947797716150082,1226,0.42105263157894735,57,-0.49105474119270653,0.4208906021570764,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
query,internal,1333,0.6391597899474869,0.8128532133033258,0.6397599399849963,0.8148537134283571,-0.5807802465567449,-0.03274109947254019,0.6436190008128958,0.3018434253238447,-0.02745954054482404,0.3046811457412115,0.003900975243810952,0.0,0.8222222222222223,0.5,26,0.5,26,-0.5159747650512211,0.42651900727816056,0.5151068407105742,baseline_3_to_2,sparse_bridge,1.0
