split,group,n,recall5,recall15,within_recall5,within_recall15,log_radius5,log_radius15,abs_log_radius5,abs_log_radius15,within_log_radius15,within_abs_log_radius15,wrong_turn15,wrong_branch15,bridge_near_recall15,bridge_edge_loss15,bridge_true_edges15,bridge_cross_edge_loss15,bridge_cross_true_edges15,log_radius15_q10,log_radius15_q90,scale,method,condition,stage
reference,B_tree,1332,0.05090090090090091,0.16666666666666666,0.05900900900900902,0.19459459459459458,0.37567329396890864,0.3302701197482666,0.45912815574172755,0.36907227314031904,0.4266076106399579,0.4555181799823203,0.0,0.14624624624624624,,,0,,0,-0.06084918398597597,0.7567879785011241,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_0,180,0.04000000000000001,0.13925925925925925,0.04000000000000001,0.14037037037037034,0.37357419213585513,0.2509562568228346,0.4785875051490278,0.3443654760490184,0.2555265282850075,0.3489357475111914,0.0,0.14148148148148149,,,0,,0,-0.1904431742941541,0.8019293209574481,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_1,170,0.06235294117647058,0.22000000000000003,0.06588235294117646,0.23372549019607844,0.42623592757865875,0.39435966532397915,0.5080015733671168,0.43003238134305427,0.44514628701463255,0.479557241554863,0.0,0.2525490196078431,,,0,,0,-0.017624562027124483,0.8289829391709073,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_2,170,0.03294117647058824,0.10509803921568628,0.0611764705882353,0.21176470588235294,0.3134354577909535,0.29619388152224324,0.37912172185906806,0.328582826399489,0.6593167139929383,0.6608598396198495,0.0,0.1003921568627451,,,0,,0,-0.0013679991802714683,0.5693944745468111,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_3,212,0.0660377358490566,0.18805031446540876,0.0660377358490566,0.190251572327044,0.3109304907881787,0.29396580708706943,0.4502011009724898,0.3265439876173505,0.30062220839617704,0.3330099739282253,0.0,0.1380503144654088,,,0,,0,-0.0652413907465091,0.7525790369091709,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_4,194,0.030927835051546393,0.1274914089347079,0.044329896907216504,0.1786941580756014,0.33845639804250105,0.2932249884766274,0.40865733225542944,0.3283979022940214,0.47173280872614093,0.4756945415290489,0.0,0.12783505154639174,,,0,,0,-0.06414893585466291,0.6329004165363363,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_5,194,0.06494845360824743,0.17457044673539518,0.07938144329896907,0.2034364261168385,0.4013126916601214,0.34470906942777585,0.46167926203170734,0.3693322026177591,0.4473625773650312,0.46362507069011194,0.0,0.1498281786941581,,,0,,0,0.03323030686848649,0.6919285481264824,0.2844442013877073,direct_2,disconnected,0.25
reference,B_branch_6,212,0.05566037735849057,0.2037735849056604,0.05566037735849057,0.2062893081761006,0.4621550472636588,0.43053590555099114,0.5203493379001526,0.45314590136832844,0.43609169352904964,0.4587016893463869,0.0,0.12358490566037736,,,0,,0,0.003602019459175078,0.9436385656362654,0.2844442013877073,direct_2,disconnected,0.25
query,all,1333,0.08672168042010502,0.222655663915979,0.0987246811702926,0.2554138534633658,0.09355640711644916,0.006000521990665091,0.38592426937243557,0.3225271357314591,0.08473137149174889,0.3501683351335208,0.08947236809202301,0.05121280320080021,,,0,,0,-0.5099051965260628,0.5125889023829701,0.2844442013877073,direct_2,disconnected,0.25
query,internal,1333,0.08672168042010502,0.222655663915979,0.0987246811702926,0.2554138534633658,0.09355640711644916,0.006000521990665091,0.38592426937243557,0.3225271357314591,0.08473137149174889,0.3501683351335208,0.08947236809202301,0.05121280320080021,,,0,,0,-0.5099051965260628,0.5125889023829701,0.2844442013877073,direct_2,disconnected,0.25
query,A_spiral,667,0.10104947526236882,0.24247876061969018,0.11664167916041979,0.2779610194902548,-0.1505231068924683,-0.2694326217583859,0.33642680816633935,0.312733537904567,-0.1925807117635949,0.29502154768777195,0.17881059470264868,0.0,,,0,,0,-0.6177395299002097,0.03647145409322552,0.2844442013877073,direct_2,disconnected,0.25
query,B_tree,666,0.07237237237237237,0.2028028028028028,0.08078078078078078,0.23283283283283282,0.33800240688213684,0.2818472290186185,0.4354960510908533,0.3323354386601933,0.36245983925648506,0.40539792556342247,0.0,0.10250250250250251,,,0,,0,-0.07921580291821023,0.6462091618326398,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_0,90,0.053333333333333344,0.17703703703703702,0.053333333333333344,0.17851851851851852,0.35180965373846357,0.24528362642662427,0.47270146952339315,0.35617255320707064,0.24875982650107464,0.359648753281521,0.0,0.11259259259259259,,,0,,0,-0.23645205387045073,0.8091679123359174,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_1,85,0.09882352941176471,0.25647058823529406,0.10117647058823528,0.272156862745098,0.36099835183804385,0.3126525595345581,0.47339588729376464,0.37598010993530195,0.3711424462034848,0.4260056576131164,0.0,0.2164705882352941,,,0,,0,-0.1610249973335807,0.7575744871826569,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_2,85,0.05882352941176472,0.13490196078431374,0.09882352941176469,0.26588235294117646,0.36246046120202624,0.29897029890587973,0.4196520177159776,0.30774226873664673,0.628951949521051,0.6305521362405498,0.0,0.05568627450980392,,,0,,0,0.0379319708853872,0.5175795054095369,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_3,106,0.09999999999999999,0.2459119496855346,0.09999999999999999,0.24654088050314465,0.25980071494879015,0.22610665441548583,0.4021059133791025,0.29560751391040196,0.22893165695951948,0.2984325164544356,0.0,0.10817610062893082,,,0,,0,-0.13832728689237522,0.5327127437341479,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_4,97,0.06185567010309279,0.15395189003436427,0.07010309278350516,0.19862542955326457,0.22185897999187004,0.243373388711547,0.34684155354225743,0.2909157714413556,0.37266578417919277,0.39387151122272923,0.0,0.08178694158075601,,,0,,0,-0.05381343067548636,0.5865262096458476,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_5,97,0.053608247422680416,0.2103092783505155,0.06597938144329897,0.2405498281786942,0.3853212559055595,0.3135611318332674,0.44023988253182156,0.3381915498551779,0.3881690947210157,0.40151901205972734,0.0,0.08728522336769759,,,0,,0,-0.036235840862282535,0.6161246013710161,0.2844442013877073,direct_2,disconnected,0.25
query,B_branch_6,106,0.07735849056603773,0.23081761006289309,0.07735849056603773,0.23144654088050315,0.4294092110567265,0.3363852011290381,0.4963966011906061,0.3660911653931167,0.3390010003029012,0.3682310438657772,0.0,0.06729559748427673,,,0,,0,-0.05029671433142019,0.6556704219854996,0.2844442013877073,direct_2,disconnected,0.25
reference,all,2666,0.1153788447111778,0.32310577644411104,0.12513128282070518,0.35168792198049514,0.09775507223461825,0.03877381161676195,0.3910886654702599,0.32318139670060525,0.0969131171647551,0.3416095516139858,0.05038759689922481,0.027181795448862216,,,0,,0,-0.44888696397660754,0.5701591089511737,0.2875341341910711,direct_2,disconnected,0.5
reference,internal,2666,0.1153788447111778,0.32310577644411104,0.12513128282070518,0.35168792198049514,0.09775507223461825,0.03877381161676195,0.3910886654702599,0.32318139670060525,0.0969131171647551,0.3416095516139858,0.05038759689922481,0.027181795448862216,,,0,,0,-0.44888696397660754,0.5701591089511737,0.2875341341910711,direct_2,disconnected,0.5
reference,A_spiral,1334,0.12758620689655173,0.3536231884057971,0.13973013493253375,0.3854072963518241,-0.09597305671826735,-0.19664972076180404,0.3309438766983843,0.2657497437676866,-0.1344619012635352,0.25218191944976626,0.10069965017491254,0.0,,,0,,0,-0.5390907057277121,0.13513600132053388,0.2875341341910711,direct_2,disconnected,0.5
reference,B_tree,1332,0.10315315315315315,0.2925425425425425,0.1105105105105105,0.31791791791791796,0.2917740842640097,0.27455083278268316,0.45132376173278377,0.3806992833466365,0.3286355455306254,0.4311714595021757,0.0,0.05440440440440441,,,0,,0,-0.24130200563446733,0.7508626773386919,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_0,180,0.09,0.25296296296296295,0.09,0.25296296296296295,0.2926119972862406,0.24859921203910262,0.4221026604529121,0.3357302681991353,0.24859921203910262,0.3357302681991353,0.0,0.09703703703703703,,,0,,0,-0.15773412718530713,0.6492128239411588,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_1,170,0.11529411764705884,0.2831372549019608,0.11529411764705884,0.28431372549019607,0.36150397340710794,0.37170945211697465,0.4498355920082219,0.4091255066069587,0.3760112929812224,0.4127945941547839,0.0,0.13490196078431374,,,0,,0,-0.04026439309536584,0.7904583628528206,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_2,170,0.06470588235294118,0.24117647058823524,0.10117647058823528,0.3643137254901961,0.3208882451819075,0.33350389188117946,0.38653850136279466,0.3415128384665938,0.5923856690299968,0.5929006897670949,0.0,0.013333333333333332,,,0,,0,0.030853623008748436,0.6421563262235666,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_3,212,0.1311320754716981,0.35817610062893085,0.1311320754716981,0.35817610062893085,0.16798643073005284,0.1597110233308165,0.4477791151383851,0.39059748863353966,0.1597110233308165,0.39059748863353966,0.0,0.057232704402515724,,,0,,0,-0.4130919398087207,0.7542662418156305,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_4,194,0.07525773195876287,0.2563573883161512,0.08659793814432988,0.302405498281787,0.20728208223751945,0.17751040730987974,0.4427955183113744,0.37019855010410946,0.2671154824646828,0.4448143098136137,0.0,0.06288659793814433,,,0,,0,-0.3456895653076983,0.7449267148091658,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_5,194,0.11855670103092786,0.3237113402061855,0.12474226804123713,0.3415807560137456,0.2909220673404407,0.2572966288186869,0.4597483360256362,0.3674023571732405,0.30541539774203585,0.41282815657758287,0.0,0.009965635738831616,,,0,,0,-0.2152879983266814,0.6858466466273647,0.2875341341910711,direct_2,disconnected,0.5
reference,B_branch_6,212,0.11886792452830189,0.3138364779874214,0.11981132075471697,0.31509433962264155,0.41368639261844076,0.390831512569501,0.5329174326544971,0.43938790036441117,0.3935730058094851,0.4421293936043953,0.0,0.016666666666666666,,,0,,0,-0.07925282549819261,0.8926294723030603,0.2875341341910711,direct_2,disconnected,0.5
query,all,1333,0.1441860465116279,0.37044261065266315,0.15618904726181546,0.3973993498374594,0.0825134092652735,-0.002265412144900585,0.3592883092008197,0.29299638331676653,0.04143648809421616,0.3065039728831677,0.030807701925481372,0.015353838459614903,,,0,,0,-0.46031443740288025,0.4679562737009668,0.2875341341910711,direct_2,disconnected,0.5
query,internal,1333,0.1441860465116279,0.37044261065266315,0.15618904726181546,0.3973993498374594,0.0825134092652735,-0.002265412144900585,0.3592883092008197,0.29299638331676653,0.04143648809421616,0.3065039728831677,0.030807701925481372,0.015353838459614903,,,0,,0,-0.46031443740288025,0.4679562737009668,0.2875341341910711,direct_2,disconnected,0.5
query,A_spiral,667,0.16581709145427284,0.41639180409795107,0.1820089955022489,0.4464767616191904,-0.0840789231816788,-0.20621686316002952,0.3030094484513054,0.2545224908709436,-0.16162549570144816,0.24428848821463017,0.06156921539230385,0.0,,,0,,0,-0.5271669378228786,0.10553377480893594,0.2875341341910711,direct_2,disconnected,0.5
query,B_tree,666,0.12252252252252253,0.32442442442442443,0.1303303303303303,0.34824824824824824,0.2493558803495335,0.20199227228016098,0.41565167274425224,0.33152804436986544,0.24480336976344758,0.36881287419535175,0.0,0.030730730730730727,,,0,,0,-0.2793964467014798,0.5869054177946191,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_0,90,0.1,0.27185185185185184,0.1,0.27185185185185184,0.2430197987848824,0.1696800502252552,0.40413507013748073,0.2924916562431331,0.1696800502252552,0.2924916562431331,0.0,0.0362962962962963,,,0,,0,-0.22512120176996753,0.5260810058995973,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_1,85,0.1388235294117647,0.3286274509803921,0.1388235294117647,0.3286274509803921,0.32247381406882153,0.27277945108968915,0.4322063957484244,0.3341920587447568,0.27277945108968915,0.3341920587447568,0.0,0.1035294117647059,,,0,,0,-0.12731053621697577,0.6074954068414075,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_2,85,0.11529411764705881,0.27764705882352936,0.1576470588235294,0.4141176470588236,0.32576010633864155,0.2731229160198676,0.37950118675218997,0.29156022810981896,0.4862100039728582,0.49277379653639464,0.0,0.0023529411764705885,,,0,,0,0.022700839542804864,0.48650445305612083,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_3,106,0.12641509433962264,0.3635220125786163,0.12641509433962264,0.3635220125786163,0.09170524781924141,0.07011303344328976,0.37458408866664245,0.3154997731769634,0.07011303344328976,0.3154997731769634,0.0,0.028930817610062894,,,0,,0,-0.4763906018991705,0.5135892127490742,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_4,97,0.09690721649484536,0.28178694158075596,0.1134020618556701,0.3223367697594502,0.1453850766190569,0.098032851480179,0.43404147296021245,0.3404095182835095,0.17712552801726666,0.39819713028546566,0.0,0.04673539518900344,,,0,,0,-0.386281555825666,0.5861302186731958,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_5,97,0.15051546391752574,0.38762886597938145,0.15051546391752574,0.39106529209622,0.27457646841384853,0.20936893155602454,0.4231253932754395,0.3566980366036298,0.23453347544889958,0.3781466795933325,0.0,0.0006872852233676975,,,0,,0,-0.3502053898895347,0.5868258907268672,0.2875341341910711,direct_2,disconnected,0.5
query,B_branch_6,106,0.12830188679245286,0.34528301886792445,0.12830188679245286,0.34528301886792445,0.3645502363253219,0.3358867274952968,0.4585435264077749,0.3794535408018756,0.3385927469873561,0.37985567866342307,0.0,0.005031446540880503,,,0,,0,-0.06815896837143079,0.6786629114864646,0.2875341341910711,direct_2,disconnected,0.5
reference,all,2666,0.15813953488372093,0.5308827206801701,0.1647411852963241,0.5475618904726182,0.04923101687069367,0.006257044364954381,0.3254534241726475,0.2628428961312111,0.027584460497786577,0.26785631577659225,0.0036009002250562638,0.0004251062765691423,,,0,,0,-0.40759618874456727,0.44711394787331227,0.3244200340213023,direct_2,disconnected,0.75
reference,internal,2666,0.15813953488372093,0.5308827206801701,0.1647411852963241,0.5475618904726182,0.04923101687069367,0.006257044364954381,0.3254534241726475,0.2628428961312111,0.027584460497786577,0.26785631577659225,0.0036009002250562638,0.0004251062765691423,,,0,,0,-0.40759618874456727,0.44711394787331227,0.3244200340213023,direct_2,disconnected,0.75
reference,A_spiral,1334,0.1790104947526237,0.6020489755122439,0.1874062968515742,0.6222888555722139,-0.10051481287398448,-0.1973579080510168,0.29821952825208264,0.24777161425675823,-0.17119464879126062,0.24414859179979553,0.00719640179910045,0.0,,,0,,0,-0.5164904458860213,0.11198472850472915,0.3244200340213023,direct_2,disconnected,0.75
reference,B_tree,1332,0.13723723723723724,0.45960960960960967,0.14204204204204204,0.47272272272272275,0.19920169020357703,0.21017772493770626,0.3527282118288288,0.27793680755802797,0.2266620369178984,0.29159963693653723,0.0,0.0008508508508508508,,,0,,0,-0.12935266030128367,0.5577748739083165,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_0,180,0.12222222222222222,0.41518518518518527,0.12222222222222222,0.41518518518518527,0.13394853053982173,0.1304307073815395,0.3675203099984594,0.23224531257804826,0.1304307073815395,0.23224531257804826,0.0,0.0,,,0,,0,-0.20292973781439244,0.4823321603072316,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_1,170,0.13999999999999999,0.5129411764705882,0.13999999999999999,0.5129411764705882,0.3547670602271248,0.3978057801567657,0.3999514294269526,0.4034394245225551,0.3978057801567657,0.4034394245225551,0.0,0.0,,,0,,0,0.10227866318921684,0.6814459433188369,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_2,170,0.14705882352941177,0.4917647058823529,0.1764705882352941,0.5792156862745098,0.30336735234106516,0.3350410940327623,0.393967376348966,0.3520788551114267,0.44076805810955444,0.44302454034522987,0.0,0.0,,,0,,0,0.035115218415762525,0.6077861496931957,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_3,212,0.1160377358490566,0.4506289308176101,0.1160377358490566,0.4506289308176101,0.12076589654892911,0.11776834793415304,0.327546872682461,0.22380398297848605,0.11776834793415304,0.22380398297848605,0.0,0.0006289308176100629,,,0,,0,-0.18173387549191758,0.4504006847316991,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_4,194,0.14845360824742265,0.440893470790378,0.1556701030927835,0.45429553264604816,0.09708361409687027,0.12742841541246194,0.3074737236837816,0.23257959443890938,0.14779630028314067,0.24652790496869462,0.0,0.0024054982817869417,,,0,,0,-0.19795498678800824,0.47950668327558793,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_5,194,0.15979381443298968,0.46838487972508597,0.15979381443298968,0.46838487972508597,0.2647868361258938,0.23891117659408578,0.36105705398142557,0.2929154839446891,0.23907689824176398,0.2930812055923673,0.0,0.0006872852233676975,,,0,,0,-0.09329057270208005,0.5532035882025073,0.3244200340213023,direct_2,disconnected,0.75
reference,B_branch_6,212,0.13018867924528302,0.4468553459119497,0.13018867924528302,0.4468553459119497,0.1581973033293169,0.16914369370196788,0.3282038561256564,0.2385711050358984,0.16914369370196788,0.2385711050358984,0.0,0.0018867924528301887,,,0,,0,-0.13600729299073477,0.47274164589184736,0.3244200340213023,direct_2,disconnected,0.75
query,all,1333,0.23690922730682668,0.6109027256814203,0.2436609152288072,0.6240060015003751,-0.038219417081388256,-0.09561017420764308,0.2889710558970596,0.25881357720287135,-0.07751711314460408,0.25887120421699894,0.00040010002500625154,0.0,,,0,,0,-0.48886637451190323,0.29881647308768877,0.3244200340213023,direct_2,disconnected,0.75
query,internal,1333,0.23690922730682668,0.6109027256814203,0.2436609152288072,0.6240060015003751,-0.038219417081388256,-0.09561017420764308,0.2889710558970596,0.25881357720287135,-0.07751711314460408,0.25887120421699894,0.00040010002500625154,0.0,,,0,,0,-0.48886637451190323,0.29881647308768877,0.3244200340213023,direct_2,disconnected,0.75
query,A_spiral,667,0.27136431784107945,0.6924537731134432,0.2809595202398801,0.7092453773113443,-0.19512446141517356,-0.28340484555148776,0.29057933695519794,0.30359321574713605,-0.2594669391982369,0.29513189877632484,0.00079960019990005,0.0,,,0,,0,-0.5847320754045425,0.004608854941075327,0.3244200340213023,direct_2,disconnected,0.75
query,B_tree,666,0.20240240240240243,0.5292292292292293,0.20630630630630636,0.5386386386386387,0.11892122041205734,0.09246647111719836,0.2873603600024976,0.2139667019640957,0.10470591084604622,0.2225560641703468,0.0,0.0,,,0,,0,-0.23434473212112428,0.41408764860167835,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_0,90,0.1622222222222222,0.4933333333333333,0.1622222222222222,0.4933333333333333,0.11441082405860392,0.021130908324931436,0.31587674287059103,0.19759537143869055,0.021130908324931436,0.19759537143869055,0.0,0.0,,,0,,0,-0.2654362235353434,0.4083090246460399,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_1,85,0.24235294117647058,0.5866666666666666,0.24235294117647058,0.5866666666666666,0.23410808364072333,0.24112655133513708,0.3208547164682238,0.2843985202118652,0.24112655133513708,0.2843985202118652,0.0,0.0,,,0,,0,-0.07065749191680624,0.5033917831772423,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_2,85,0.26588235294117646,0.5639215686274509,0.2917647058823529,0.6313725490196077,0.3067391457348442,0.22347418875300065,0.3445310870809441,0.25157819692527295,0.3069936822762854,0.310842797740756,0.0,0.0,,,0,,0,-0.039970199853932596,0.48392372261845695,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_3,106,0.20943396226415098,0.5201257861635221,0.20943396226415098,0.5201257861635221,-0.01348891358238055,0.0037770002272463766,0.24714726388745592,0.20719718729823117,0.0037770002272463766,0.20719718729823117,0.0,0.0,,,0,,0,-0.33059401987468673,0.29661081524033533,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_4,97,0.18762886597938147,0.48316151202749147,0.19175257731958764,0.48865979381443303,0.014364778465325648,-0.011027663790429357,0.26070612714593566,0.18146756434640327,-0.00017910801791931835,0.18850905053245662,0.0,0.0,,,0,,0,-0.29354622839266936,0.27085665305933093,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_5,97,0.18144329896907213,0.5353951890034364,0.18144329896907213,0.5353951890034364,0.1555939072744444,0.15839206547962167,0.27573499255180284,0.22121913375354918,0.15839206547962167,0.22121913375354918,0.0,0.0,,,0,,0,-0.1026962659051777,0.40487818652774965,0.3244200340213023,direct_2,disconnected,0.75
query,B_branch_6,106,0.1792452830188679,0.5314465408805031,0.1792452830188679,0.5314465408805031,0.07430543825667218,0.05184071810734714,0.265687745461132,0.1711010146475561,0.05184071810734714,0.1711010146475561,0.0,0.0,,,0,,0,-0.24304481625169805,0.29089959793733466,0.3244200340213023,direct_2,disconnected,0.75
reference,all,2666,0.6843960990247562,0.8192048012003,0.6853713428357089,0.8228807201800451,-0.49566260608598606,-0.00045745339287605626,0.5593902336629231,0.2834634025596093,0.008408194669813874,0.28874614100827994,0.0,0.0,,,0,,0,-0.42093454361078925,0.4416539685612884,0.5093701496418997,direct_2,disconnected,1.0
reference,internal,2666,0.6843960990247562,0.8192048012003,0.6853713428357089,0.8228807201800451,-0.49566260608598606,-0.00045745339287605626,0.5593902336629231,0.2834634025596093,0.008408194669813874,0.28874614100827994,0.0,0.0,,,0,,0,-0.42093454361078925,0.4416539685612884,0.5093701496418997,direct_2,disconnected,1.0
reference,A_spiral,1334,0.7548725637181409,0.8817091454272864,0.756071964017991,0.8857071464267867,-0.5850846222349739,-0.13966765883796323,0.6152543352865623,0.26065773730634834,-0.13112171310928097,0.26284549107632277,0.0,0.0,,,0,,0,-0.48363265249844045,0.2357229774095934,0.5093701496418997,direct_2,disconnected,1.0
reference,B_tree,1332,0.6138138138138138,0.7566066066066066,0.6145645645645645,0.7599599599599599,-0.4061063226454831,0.13896177638471122,0.5034422520068159,0.30630331055349086,0.1481476068149434,0.3146856808049998,0.0,0.0,,,0,,0,-0.3027077810992752,0.5542227549914884,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_0,180,0.6422222222222221,0.7551851851851852,0.6422222222222221,0.7551851851851852,-0.639938883237224,-0.027138854617133015,0.6690208886941207,0.2916827342495774,-0.027138854617133015,0.2916827342495774,0.0,0.0,,,0,,0,-0.5128352472664406,0.3765038822904869,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_1,170,0.5788235294117647,0.7674509803921569,0.5788235294117647,0.7674509803921569,-0.29990592378172687,0.2380262866130592,0.3948001189653441,0.2770456072410464,0.2380262866130592,0.2770456072410464,0.0,0.0,,,0,,0,-0.044434330525022714,0.5545140062236256,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_2,170,0.56,0.7188235294117648,0.5658823529411764,0.7450980392156862,-0.13987277202209453,0.49408407479827776,0.3761610111143076,0.5050987671094728,0.5660577579339792,0.570777103433061,0.0,0.0,,,0,,0,0.14176896573436312,0.8582663552268929,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_3,212,0.6283018867924528,0.762578616352201,0.6283018867924528,0.762578616352201,-0.4211055074532866,0.08193304694812832,0.5036062869506199,0.23665330060754383,0.08193304694812832,0.23665330060754383,0.0,0.0,,,0,,0,-0.2680376195502871,0.4314722739154741,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_4,194,0.6639175257731957,0.7955326460481099,0.6639175257731957,0.7955326460481099,-0.45566448390169734,0.04789949591253085,0.5250546614154685,0.23209159808386803,0.04789949591253085,0.23209159808386803,0.0,0.0,,,0,,0,-0.30803403890707065,0.4250643149286417,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_5,194,0.6061855670103092,0.7453608247422678,0.6061855670103092,0.7453608247422678,-0.5218484364287556,0.05825788303731122,0.5969666758861176,0.3257943190665707,0.05825788303731122,0.3257943190665707,0.0,0.0,,,0,,0,-0.4282079811325036,0.4567644312596746,0.5093701496418997,direct_2,disconnected,1.0
reference,B_branch_6,212,0.6075471698113206,0.7481132075471698,0.6075471698113206,0.7481132075471698,-0.3399545772180607,0.12999519370905396,0.4465153553045146,0.3024915386639302,0.12999519370905396,0.3024915386639302,0.0,0.0,,,0,,0,-0.35041976075199827,0.550573495044933,0.5093701496418997,direct_2,disconnected,1.0
query,all,1333,0.6370592648162041,0.8122530632658165,0.6375093773443361,0.8154038509627407,-0.5776089276671265,-0.035578179387308936,0.6291943547877601,0.28670150168212905,-0.026826456258037965,0.2906242005570593,0.0,0.0,,,0,,0,-0.46055596448348113,0.42467120358535343,0.5093701496418997,direct_2,disconnected,1.0
query,internal,1333,0.6370592648162041,0.8122530632658165,0.6375093773443361,0.8154038509627407,-0.5776089276671265,-0.035578179387308936,0.6291943547877601,0.28670150168212905,-0.026826456258037965,0.2906242005570593,0.0,0.0,,,0,,0,-0.46055596448348113,0.42467120358535343,0.5093701496418997,direct_2,disconnected,1.0
query,A_spiral,667,0.7118440779610195,0.8834582708645677,0.712143928035982,0.8876561719140431,-0.6678267798796792,-0.15539291975192848,0.6900706638358641,0.27046438014969343,-0.14531717719295098,0.27096344512067444,0.0,0.0,,,0,,0,-0.5056231842888683,0.22828687689625532,0.5093701496418997,direct_2,disconnected,1.0
query,B_tree,666,0.5621621621621621,0.7409409409409409,0.5627627627627627,0.743043043043043,-0.48725561321401434,0.0844164629898701,0.5682266398702146,0.3029630032769258,0.09184217867227282,0.31031447664725265,0.0,0.0,,,0,,0,-0.3496988659482176,0.5183661091387233,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_0,90,0.5666666666666667,0.7474074074074074,0.5666666666666667,0.7474074074074074,-0.6699048471635686,-0.07118631324228718,0.7147886900621112,0.28429643813001026,-0.07118631324228718,0.28429643813001026,0.0,0.0,,,0,,0,-0.5251359991179411,0.36247469535394466,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_1,85,0.5552941176470588,0.7396078431372549,0.5552941176470588,0.7396078431372549,-0.41715607627749146,0.16271416743855477,0.4601313051873336,0.26890813471300057,0.16271416743855477,0.26890813471300057,0.0,0.0,,,0,,0,-0.2024087219984881,0.4835635474515592,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_2,85,0.5364705882352943,0.6949019607843137,0.5411764705882353,0.7113725490196078,-0.24619433101910296,0.4535084195484811,0.4303657451988033,0.4545549225929837,0.5116910859541308,0.5121558786475443,0.0,0.0,,,0,,0,0.18639780139436246,0.8016609089483026,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_3,106,0.5886792452830187,0.7509433962264151,0.5886792452830187,0.7509433962264151,-0.5270359723077446,0.036033537979019044,0.5813200360317299,0.21136969748601894,0.036033537979019044,0.21136969748601894,0.0,0.0,,,0,,0,-0.30699835788361407,0.40993861532038656,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_4,97,0.5690721649484536,0.761512027491409,0.5690721649484536,0.761512027491409,-0.5854466383309593,-0.03811750187460244,0.6592092309577892,0.30039179132638844,-0.03811750187460244,0.30039179132638844,0.0,0.0,,,0,,0,-0.443292859511684,0.41471914753723244,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_5,97,0.5690721649484536,0.7463917525773195,0.5690721649484536,0.7463917525773195,-0.46649712612113264,0.01527730927563237,0.5664265773856468,0.3432220993267138,0.01527730927563237,0.3432220993267138,0.0,0.0,,,0,,0,-0.5073378111214217,0.4612062215725466,0.5093701496418997,direct_2,disconnected,1.0
query,B_branch_6,106,0.5452830188679245,0.7396226415094338,0.5452830188679245,0.7396226415094338,-0.4710533898030936,0.08155807835363535,0.5463123918535342,0.28166590144201953,0.08155807835363535,0.28166590144201953,0.0,0.0,,,0,,0,-0.37563091213262567,0.49251608143122805,0.5093701496418997,direct_2,disconnected,1.0
