method,query_index,recall_at_15,ndcg,fuzzy_weighted_mse,fuzzy_weighted_bce,local_displacement,repulsion_accumulation_score,density_log_distortion,collapse_rate,global_periphery_percentile,latency_seconds,latency_scope
standard_umap,0,0.13333333333333333,0.11982187105393848,0.39822162553448903,1.5750003469005265,0.6205575530635832,0.3272731900215149,0.26863593,0.0,0.1418039721226282,,unavailable
standard_umap,1,0.0,0.0,0.040877285465357155,0.18594562797145125,0.679603736888196,0.3801735043525696,0.39870405,0.0,0.9871087298070338,,unavailable
standard_umap,2,0.2,0.2379895623755624,0.03028733614711875,0.1503394534432894,1.3097982596963453,0.8733190894126892,0.62812495,0.0,0.9964146154775813,,unavailable
standard_umap,3,0.2,0.21106696635291064,0.028972058947110864,0.13844466768449368,0.7235563331430952,0.6969675421714783,0.44431704,0.0,0.7296056077025339,,unavailable
standard_umap,4,0.06666666666666667,0.04265230456965119,0.06466523013716277,0.2681044945751445,0.6846286375229276,0.42330700159072876,0.07946393,0.0,0.5732586713934658,,unavailable
standard_umap,5,0.06666666666666667,0.04481043185393461,0.09008155724453566,0.29820262183402246,0.5730204675428595,0.1687287837266922,0.16642451,0.0,0.530153486685735,,unavailable
standard_umap,6,0.06666666666666667,0.10764243204553911,0.024419268125629272,0.1300586473941276,0.4982288312295191,0.29635095596313477,0.38236052,0.0,0.7457599806630947,,unavailable
standard_umap,7,0.0,0.0,0.27138517450348865,0.7697951762560226,0.276832892594211,0.16753071546554565,0.322496,0.0,0.3940297304918825,,unavailable
standard_umap,8,0.0,0.0,0.38351856210185264,1.5964111144497184,0.8181730270337813,0.24168618023395538,0.04697794,0.0,0.24090561173105587,,unavailable
standard_umap,9,0.0,0.0,0.051332494588010036,0.2086817394725129,0.9739488307514893,0.7707002758979797,0.24431518,0.0,0.9987108729807034,,unavailable
standard_umap,10,0.0,0.0,0.013436071427616263,0.09414474328009849,0.2918422548925279,0.241743266582489,0.1232512,0.0,0.9680135358337026,,unavailable
standard_umap,11,0.06666666666666667,0.04481043185393461,0.048000720300814294,0.2035862198140405,0.7907906412484959,0.747713029384613,0.7192762,0.0,0.6981025661684728,,unavailable
standard_umap,12,0.06666666666666667,0.17060921827860476,0.08499565166426887,0.3121292667740466,0.8174585560992493,0.6191950440406799,0.09980624,0.0,0.995890907625992,,unavailable
standard_umap,13,0.2,0.1450802524495785,0.30048209925310304,1.2362034525387828,0.560367682765919,0.24562473595142365,0.24019536,0.0,0.9297022922289812,,unavailable
standard_umap,14,0.06666666666666667,0.053821216022769555,0.04223784338182629,0.16383370576446737,0.1669335917196776,0.2879071533679962,0.9427493,0.0,0.8902630624823752,,unavailable
standard_umap,15,0.06666666666666667,0.0475902379018706,0.10919532126587542,0.40693493434770617,0.29509293387529817,0.18181362748146057,0.08456963,0.0,0.35164967973250616,,unavailable
standard_umap,16,0.06666666666666667,0.0475902379018706,0.07096454001518572,0.2810575457122425,0.19310893147637734,0.20549553632736206,0.083334416,0.0,0.5618176690972082,,unavailable
standard_umap,17,0.06666666666666667,0.0475902379018706,0.03504187985132994,0.18766540393474127,1.593221408416974,0.8421518206596375,1.1334747,0.0,1.0,,unavailable
standard_umap,18,0.13333333333333333,0.14607683887702272,0.23398211071517064,0.6476399299739568,0.3926301609745035,0.04791100695729256,0.38882184,0.0,0.4301252870321879,,unavailable
standard_umap,19,0.13333333333333333,0.16841466178325945,0.020626989822762145,0.12517363960980007,1.1853617344557335,0.8675528168678284,0.5682666,0.0,0.9287354469645087,,unavailable
standard_umap,20,0.06666666666666667,0.06077222973772036,0.08442167400033525,0.273710122951955,0.9708475312906218,0.2680710256099701,0.03735692,0.0,0.3698585988800709,,unavailable
standard_umap,21,0.0,0.0,0.026038304821010723,0.14284000328458382,1.2907858919769852,0.67692631483078,0.1961622,0.0,0.9603593441566289,,unavailable
standard_umap,22,0.06666666666666667,0.0475902379018706,0.011418804412236732,0.08980206759723028,0.5698792325682158,0.42048537731170654,0.18143784,0.0,0.9727671917173589,,unavailable
standard_umap,23,0.0,0.0,0.07684294926387783,0.2722312303464242,0.18115453563883446,0.16858534514904022,0.22513507,0.0,0.3303387986947589,,unavailable
standard_umap,24,0.0,0.0,0.07717323969405117,0.28629120997013324,0.5971102897651691,0.32631435990333557,0.058864743,0.0,0.4736333239334488,,unavailable
standard_umap,25,0.06666666666666667,0.04481043185393461,0.43507938129612445,1.7152318670383635,0.8088150971523931,0.1852567344903946,0.042845964,0.0,0.925230632880796,,unavailable
standard_umap,26,0.0,0.0,0.06070369846280976,0.2628203106185955,1.7042797377130294,0.8708773851394653,0.09388696,0.0,0.9400958788220601,,unavailable
standard_umap,27,0.0,0.0,0.04645680505310768,0.20325772711577803,0.3882626426175935,0.18248829245567322,0.17527822,0.0,0.25411916367884624,,unavailable
standard_umap,28,0.0,0.0,0.05727816053917138,0.23097423687910523,0.21580046089446137,0.0837743952870369,0.18028092,0.0,0.6325987995004633,,unavailable
standard_umap,29,0.06666666666666667,0.10764243204553911,0.0654686773900761,0.27219682183367006,0.5295129871834033,0.29275962710380554,0.42043328,0.0,0.5349474277887443,,unavailable
standard_umap,30,0.0,0.0,0.149874216197265,0.46043974492247375,0.4666523674438496,0.3915571868419647,0.34072143,0.0,0.5589171333037909,,unavailable
standard_umap,31,0.06666666666666667,0.053821216022769555,0.04476090682882074,0.21408747140283596,0.8473751414435351,0.31576916575431824,0.26479328,0.0,0.6346130604681143,,unavailable
standard_umap,32,0.06666666666666667,0.07347739090382172,0.03656409779909514,0.1798908517965464,0.18914323441651093,0.3552097678184509,0.15054126,0.0,0.5544857591749587,,unavailable
standard_umap,33,0.0,0.0,0.0227776970475054,0.13631738817893282,0.9782329164872196,0.7387076616287231,0.89792097,0.0,0.9676106836401724,,unavailable
standard_umap,34,0.0,0.0,0.03645236921477388,0.19902577595435475,0.5105280999950145,0.24139374494552612,0.046321396,0.0,0.6086290939854168,,unavailable
standard_umap,35,0.06666666666666667,0.07347739090382172,0.03130958725127782,0.16464907997782563,0.20201055587470812,0.18190068006515503,0.064678684,0.0,0.48966684123595056,,unavailable
standard_umap,36,0.06666666666666667,0.17060921827860476,0.12933022418124462,0.4014514894484974,0.564448505870623,0.28601983189582825,0.035496663,0.0,0.3954799983885912,,unavailable
standard_umap,37,0.0,0.0,0.026099129073495087,0.15646136971425406,1.497575721349769,0.7191624641418457,0.08079838,0.0,0.993916931877694,,unavailable
standard_umap,38,0.0,0.0,0.028753455484082986,0.16787127553281714,0.8560544213296243,0.5134226083755493,0.27036154,0.0,0.9785682633041937,,unavailable
standard_umap,39,0.0,0.0,0.2924715178905761,1.1443895891444689,0.4873416559158186,0.0748642161488533,0.5599104,0.0,0.925109777222737,,unavailable
standard_umap,40,0.0,0.0,0.0884249714554234,0.3120984828202997,1.261387116197836,0.7289416193962097,0.016008416,0.0,0.9975023164001128,,unavailable
standard_umap,41,0.0,0.0,0.03124340201521172,0.17693591633032332,1.4790610107715834,0.8204959034919739,0.5172968,0.0,0.9911372517423357,,unavailable
standard_umap,42,0.06666666666666667,0.0475902379018706,0.10686418586965307,0.35906710238409995,0.36513268549139666,0.46207597851753235,0.11287533,0.0,0.6317125246746969,,unavailable
standard_umap,43,0.13333333333333333,0.09412755590387012,0.016578001874459285,0.06835889495049906,0.17240664259758443,0.10838386416435242,1.0936478,0.0,0.8973129758691536,,unavailable
standard_umap,44,0.0,0.0,0.020793467555892266,0.13890411400473932,0.5250019190836664,0.38834306597709656,0.17216736,0.0,0.9635418764855175,,unavailable
standard_umap,45,0.0,0.0,0.03777076610718676,0.1791342757247533,1.0431656588687888,0.7748838663101196,0.033681646,0.0,0.9945212101679893,,unavailable
standard_umap,46,0.06666666666666667,0.049317124049935504,0.05408916560706739,0.24740578689549692,1.7822504231251177,0.8746390342712402,0.6386378,0.0,0.997945453812996,,unavailable
standard_umap,47,0.0,0.0,0.03295441847693768,0.16065846150969482,0.20554042673854261,0.3256133198738098,0.04395219,0.0,0.6099987914434194,,unavailable
standard_umap,48,0.0,0.0,0.01340293110763347,0.11412525369166303,0.27486166524612776,0.23754768073558807,0.058459103,0.0,0.9690609515368811,,unavailable
standard_umap,49,0.06666666666666667,0.04481043185393461,0.03381941222179658,0.10879544698988765,0.4231897923353222,0.04738510400056839,0.71313196,0.0,0.021794303669983483,,unavailable
standard_umap,50,0.13333333333333333,0.1082282316648452,0.25943714166350124,0.6827308372403147,0.28355826458194433,0.44401687383651733,0.7833331,0.0,0.4498650445151674,,unavailable
standard_umap,51,0.3333333333333333,0.3086376620441995,0.06838013813252099,0.2775389983357917,0.45394324750956994,0.45093098282814026,0.04427445,0.0,0.1087298070337993,,unavailable
standard_umap,52,0.2,0.16592699132983635,0.02852855877085711,0.09877590466852755,0.3896013295065423,0.36403852701187134,0.17058218,0.0,0.5828465535994843,,unavailable
standard_umap,53,0.0,0.0,0.03228217385430377,0.18055898414697044,0.8980115223870353,0.7108426690101624,0.4545493,0.0,0.9996374330258229,,unavailable
standard_umap,54,0.0,0.0,0.039745660674988546,0.19716453287200075,1.013923544230733,0.7209925651550293,0.27795622,0.0,0.9991137251742336,,unavailable
standard_umap,55,0.0,0.0,0.04513597180283418,0.22670100664379297,1.2318874156855888,0.8032451868057251,0.38917828,0.0,0.9991137251742336,,unavailable
standard_umap,56,0.0,0.0,0.03610531198333545,0.17192393089842126,0.8158493569117455,0.6425278186798096,0.11065081,0.0,0.9570962413890344,,unavailable
standard_umap,57,0.2,0.17242612104433594,0.02270348148945717,0.12086757791742635,0.8158308370020354,0.7663771510124207,0.5737624,0.0,0.7415300326310277,,unavailable
