status,n_pairs,n_dropped,ours_mean,baseline_mean,mean_improvement,median_improvement,ci_low,ci_high,fraction_ours_better,fraction_tied,n_bootstrap,seed,direction,group,fraction_worsened,paired_effect_size_dz,conditional_sign_test_p,test_assumption,inference_scope,conditional_sign_test_p_holm
ok,6206,0,0.09104092813406381,0.09058975185304545,0.00045117628101836935,0.0,-0.0004941454506391663,0.001407240305081104,0.12423461166612955,0.7537866580728327,10000,0,higher,all,0.1219787302610377,0.011927284108478327,0.7394718901931432,conditional iid cells/non-tied signs; donor/time dependence not modeled,"fixed trained models and reference; cell bootstrap, not biological replication",0.7394718901931432
