method,query_index,recall_at_15,ndcg,fuzzy_weighted_mse,fuzzy_weighted_bce,local_displacement,repulsion_accumulation_score,density_log_distortion,collapse_rate,global_periphery_percentile,latency_seconds,latency_scope
fit_grid,0,0.0,0.0,0.4989405657510738,1.4746152560092463,0.4342004928886947,0.3957686722278595,0.8780203,0.0,0.5752326471417637,0.23823204450309277,per_query
fit_grid,1,0.06666666666666667,0.04265230456965119,0.10839786600373426,0.36832649492800834,0.26491961472837877,0.3957292437553406,0.019463915,0.0,0.8852676952826009,0.3118553627282381,per_query
fit_grid,2,0.0,0.0,0.020413715159578343,0.13654110210636736,0.36693545821039697,0.23764805495738983,0.2131198,0.0,0.9048060266688153,0.2543448228389025,per_query
fit_grid,3,0.2,0.2377574730387761,0.033059305860536486,0.13612670288222375,0.3862587024116079,0.4838297367095947,0.10595821,0.0,0.8151714136083471,0.23397207725793123,per_query
fit_grid,4,0.06666666666666667,0.07347739090382172,0.10209356078173382,0.3497430204827579,0.1346663190913808,0.39267995953559875,0.29353926,0.0,0.6346130604681143,0.2652078624814749,per_query
fit_grid,5,0.0,0.0,0.15528943681280727,0.46882777577761564,0.07320508521728045,0.06057565286755562,0.10795563,0.0,0.6421866817064819,0.31552872341126204,per_query
fit_grid,6,0.13333333333333333,0.09992633629866744,0.032990036067777735,0.13989719711592055,0.22613439559177495,0.17702746391296387,0.23688689,0.0,0.8033275591185594,0.2726836381480098,per_query
fit_grid,7,0.06666666666666667,0.049317124049935504,0.37437433951150184,1.096024659899311,0.4920237233558814,0.32729944586753845,0.16661105,0.0,0.632115376868227,0.26186817046254873,per_query
fit_grid,8,0.0,0.0,0.5377249102259464,1.8137088820808331,0.4896237479848788,0.3651370704174042,0.13123186,0.0,0.6717963179309512,0.2920182263478637,per_query
fit_grid,9,0.0,0.0,0.10422885986784092,0.34486385369746186,0.6636149175001438,0.400638222694397,0.13508968,0.0,0.9174958707650163,0.257070979103446,per_query
fit_grid,10,0.06666666666666667,0.06077222973772036,0.07421071676722754,0.2919864511784123,0.24872341717038232,0.3205907344818115,0.5538548,0.0,0.902308343068928,0.26284357719123363,per_query
fit_grid,11,0.26666666666666666,0.37892726661272297,0.0618569074727437,0.1956296793241349,0.21861741012062327,0.30355194211006165,0.19919828,0.0,0.7859646295774081,0.21277101524174213,per_query
fit_grid,12,0.06666666666666667,0.043668798524938345,0.17772322336282256,0.49608780376068523,0.5353194986278517,0.33949756622314453,0.16697624,0.0,0.9056117310558756,0.27056532353162766,per_query
fit_grid,13,0.26666666666666666,0.2574921276466084,0.19493329334894116,0.8168341703155815,0.46395552490575764,0.15044693648815155,0.55951595,0.0,0.7998630302541997,0.2217557979747653,per_query
fit_grid,14,0.0,0.0,0.051804172074397296,0.17243958355774877,0.160330678377377,0.23327882587909698,1.0612681,0.0,0.44744793135398625,0.17934239376336336,per_query
fit_grid,15,0.2,0.16069856603638782,0.2592929523465584,0.7781824169470591,0.19094792711054057,0.34328028559684753,0.5012693,0.0,0.5746283688514684,0.18287050165235996,per_query
fit_grid,16,0.0,0.0,0.1252879668609302,0.4198203693223833,0.20640287758811468,0.265875905752182,0.032994173,0.0,0.6597913225637514,0.17066464014351368,per_query
fit_grid,17,0.06666666666666667,0.05686973942620158,0.07137920549006888,0.2657036484102863,0.35935427733763453,0.25537779927253723,0.24146032,0.0,0.925230632880796,0.18128375429660082,per_query
fit_grid,18,0.2,0.18213035050464182,0.11898718290767908,0.36611342362329974,0.3413707895112161,0.2968074083328247,0.015994038,0.0,0.6060911251661766,0.14955399092286825,per_query
fit_grid,19,0.06666666666666667,0.05135849223864361,0.02358876245636626,0.1318107398971549,0.2651895354106833,0.14666129648685455,0.13311729,0.0,0.796076219635016,0.15974966902285814,per_query
fit_grid,20,0.13333333333333333,0.09125903642680894,0.09496426607782031,0.2950907629425859,0.4562642906708175,0.17629723250865936,0.14097084,0.0,0.5936832776054466,0.31303223967552185,per_query
fit_grid,21,0.0,0.0,0.010840866671582539,0.08336354809572427,0.13961421397066962,0.3550547659397125,0.14315456,0.0,0.8252427184466019,0.2637793254107237,per_query
fit_grid,22,0.06666666666666667,0.10764243204553911,0.04420339136402376,0.18707640896446692,0.38374070204673094,0.34446200728416443,0.043193407,0.0,0.9160053176489547,0.26350187510252,per_query
fit_grid,23,0.2,0.16494938517168314,0.19976596424911944,0.5771438242489564,0.11575738312848825,0.18683603405952454,0.008120844,0.0,0.5828062683801313,0.2573563074693084,per_query
fit_grid,24,0.0,0.0,0.1089411797554166,0.3530041450429708,0.3780186894268011,0.12421979755163193,0.22733729,0.0,0.6397695685453008,0.271063344553113,per_query
fit_grid,25,0.26666666666666666,0.22963708498908975,0.10855381027619072,0.3276645629073393,0.3084562530820588,0.21732841432094574,0.043553054,0.0,0.7002779680135358,0.35862675681710243,per_query
fit_grid,26,0.13333333333333333,0.12483588314246533,0.05946659619445031,0.20936603454168803,0.36433278229382404,0.07975832372903824,0.7063143,0.0,0.8512669701486525,0.29314639419317245,per_query
fit_grid,27,0.13333333333333333,0.18111982294936083,0.18781977021676158,0.5849605654833441,0.34188352721925713,0.1284257024526596,0.10210031,0.0,0.5679410224388671,0.35118544287979603,per_query
fit_grid,28,0.0,0.0,0.07302200727269807,0.27140479388447386,0.3511497712498992,0.3518924117088318,0.07213571,0.0,0.692180638923579,0.24386376794427633,per_query
fit_grid,29,0.0,0.0,0.13788201995387414,0.4367645780572379,0.13915029560302747,0.08046676963567734,0.22553168,0.0,0.675623413769488,0.32288810703903437,per_query
