step,loss
1,0.0004177060618530959
2,0.0022691329941153526
3,0.0005809975555166602
4,0.0008482442353852093
5,0.0008403926622122526
6,0.0007877453463152051
7,0.0006027657655067742
8,0.00043461029417812824
9,0.0005467425798997283
10,0.0005089252954348922
11,0.00051708216778934
12,0.00037430672091431916
13,0.0006193049484863877
14,0.00046496171853505075
15,0.0004449463449418545
16,0.000512726663146168
17,0.0004952647723257542
18,0.0005190410302020609
19,0.00046048371586948633
20,0.0005000686505809426
21,0.0005093044019304216
22,0.0004728540370706469
23,0.0005284867365844548
24,0.00044412416173145175
25,0.0004657865792978555
26,0.0005098720430396497
27,0.0004756358976010233
28,0.000571371172554791
29,0.0004447135142982006
30,0.00040023744804784656
31,0.00048208635416813195
32,0.0005571742076426744
33,0.0005322161596268415
34,0.0005273364367894828
35,0.0005170624353922904
36,0.00046245864359661937
37,0.00038013511220924556
38,0.00048394937766715884
39,0.0012650152202695608
40,0.0007364837219938636
41,0.0004408182867337018
42,0.00045901714474894106
43,0.0004817209264729172
44,0.0006261228700168431
45,0.00043791497591882944
46,0.0004722914891317487
47,0.00043654185719788074
48,0.0011709221871569753
49,0.0006243481766432524
50,0.0008534193621017039
51,0.0005251729162409902
52,0.0006012999219819903
53,0.0005742080975323915
54,0.00036743551027029753
55,0.0005263580824248493
56,0.0005666309734806418
57,0.0005982822622172534
58,0.00040671639726497233
59,0.0004886218812316656
60,0.0004609889001585543
61,0.0005254754796624184
62,0.0004323712200857699
63,0.0004508285201154649
64,0.0005891439504921436
65,0.0004554968327283859
66,0.0004342659667599946
67,0.000490066478960216
68,0.0004475452296901494
69,0.0005282467463985085
70,0.0004958681529387832
71,0.0004157724033575505
72,0.0006509300437755883
73,0.0005481929983943701
74,0.0005329770501703024
75,0.0004398032324388623
76,0.0004585179267451167
77,0.00048323688679374754
78,0.0006418147822842002
79,0.0006043630419299006
80,0.0005088727921247482
81,0.0004596196231432259
82,0.0005064532742835581
83,0.0004715713730547577
84,0.0005266088992357254
85,0.0005828443681821227
86,0.0005192287499085069
87,0.000409632280934602
88,0.0005241991602815688
89,0.0005018760566599667
90,0.00045427479199133813
91,0.0005048625753261149
92,0.0006057190475985408
93,0.0004089942085556686
94,0.0005155863473191857
95,0.0005658925510942936
96,0.0005164040485396981
97,0.0007252728100866079
98,0.0005672414554283023
99,0.0004908127593807876
100,0.0004170507309027016
101,0.0004588312585838139
102,0.0005119825364090502
103,0.0005450118333101273
104,0.00038012099685147405
105,0.0003899532021023333
106,0.0004148049629293382
107,0.0005282001802697778
108,0.0005325554520823061
109,0.000511622813064605
110,0.0005143603193573654
111,0.0005413608159869909
112,0.000570687057916075
113,0.00042647134978324175
114,0.0005112874787300825
115,0.00053073198068887
116,0.00047349499072879553
117,0.0005298963515087962
118,0.000486913719214499
119,0.00048601554590277374
120,0.0008043578127399087
121,0.00045394673361442983
122,0.00047799147432669997
123,0.0005064899451099336
124,0.0006050467491149902
125,0.0004985051928088069
126,0.0005341039504855871
127,0.0004858190077356994
128,0.0006636508041992784
129,0.0005494821234606206
130,0.00046776962699368596
131,0.0004941723891533911
132,0.0004927496192976832
133,0.00042594465776346624
134,0.0004857369349338114
135,0.0004784298944287002
136,0.0005174147663637996
137,0.0006006271578371525
138,0.0005723473150283098
139,0.00046590104466304183
140,0.0008822032832540572
141,0.0005071061314083636
142,0.000655759999062866
143,0.0005499133840203285
144,0.0006159385666251183
145,0.00043961170013062656
146,0.00047692382941022515
147,0.0004981958772987127
148,0.0003647435223683715
149,0.000493833445943892
150,0.00044044351670891047
151,0.00045347079867497087
152,0.000410873384680599
153,0.0004546895797830075
154,0.00047292449744418263
155,0.00038454559398815036
156,0.0005027317092753947
157,0.0004577002255246043
158,0.0004510315484367311
159,0.0005869686137884855
160,0.00044501485535874963
161,0.0005604559555649757
162,0.0003818054683506489
163,0.0006232754094526172
164,0.00041705049807205796
165,0.000496695633046329
166,0.00042987021151930094
167,0.0007164729759097099
168,0.00046703603584319353
169,0.0005269027315080166
170,0.0005399946239776909
171,0.0005316482856869698
172,0.0004967100103385746
173,0.0004027116228826344
174,0.0003423119487706572
175,0.0004314817488193512
176,0.0004925167886540294
177,0.00040903815533965826
178,0.00048555232933722436
179,0.00044587452430278063
180,0.0004813221166841686
181,0.0003970549441874027
182,0.0004400666512083262
183,0.0005929463659413159
184,0.0008045033900998533
185,0.00048121705185621977
186,0.0004819847526960075
187,0.0003804663720075041
188,0.0006019702414050698
189,0.0005070860497653484
190,0.0005719148321077228
191,0.0005317000322975218
192,0.00045060610864311457
193,0.00044791767140850425
194,0.0004952509189024568
195,0.0004017854807898402
196,0.0006045863265171647
197,0.0005566031322814524
198,0.0006360495463013649
199,0.0004959869547747076
200,0.00047581386752426624
201,0.0004452869179658592
202,0.0005075566004961729
203,0.0004444497753866017
204,0.000502743583638221
205,0.00044665863970294595
206,0.00044172260095365345
207,0.0005175911355763674
208,0.0005218589794822037
209,0.0005075106164440513
210,0.0004211732593830675
211,0.0005355540197342634
212,0.0005386431002989411
213,0.0005771854193881154
214,0.0006320838583633304
215,0.0005862035322934389
216,0.00042153443791903555
217,0.0005461469991132617
218,0.0004291015211492777
219,0.0005119864945299923
220,0.00044149518362246454
221,0.0005737553583458066
222,0.0005392353632487357
223,0.0006671608425676823
224,0.0006374733638949692
225,0.0004843068600166589
226,0.00057266338262707
227,0.000472653831820935
228,0.0004804154741577804
229,0.0004663424624595791
230,0.0004244557931087911
231,0.00048132226220332086
232,0.000538320280611515
233,0.00047268689377233386
234,0.0003900004376191646
235,0.0005835606134496629
236,0.0004567081923596561
237,0.0004427471139933914
238,0.0004967603017576039
239,0.0004793628759216517
240,0.0003862815210595727
241,0.0004139671800658107
242,0.0004696249379776418
243,0.0005399023648351431
244,0.00039958168053999543
245,0.00044671574141830206
246,0.0005197422578930855
247,0.0004402981139719486
248,0.0005006247665733099
249,0.0004260692512616515
250,0.00046759634278714657
251,0.0004358830628916621
252,0.0004904396482743323
253,0.0004404906649142504
254,0.00048137575504370034
255,0.00045078160474076867
256,0.0005074006621725857
257,0.0004859526816289872
258,0.0005276041920296848
259,0.00045445404248312116
260,0.0004906353424303234
261,0.0004772826505359262
262,0.00041786543442867696
263,0.00047414330765604973
264,0.0005124513409100473
265,0.0005386921111494303
266,0.0005529240006580949
267,0.0003666885895654559
268,0.0005972610088065267
269,0.0008007900323718786
270,0.000453172717243433
271,0.0005103160510770977
272,0.0007084017852321267
273,0.0004453414003364742
274,0.000483481417177245
275,0.0008880033856257796
276,0.00046156314783729613
277,0.0005374765023589134
278,0.0005587806226685643
279,0.0004540758382063359
280,0.0005815119948238134
281,0.0005542755825445056
282,0.00041127658914774656
283,0.0004701852158177644
284,0.0005324925296008587
285,0.0005091244820505381
286,0.0005266430089250207
287,0.00044151366455480456
288,0.00038975427742116153
289,0.000530949211679399
290,0.0005452298210002482
291,0.0005086053279228508
292,0.0006642949883826077
293,0.00046654921607114375
294,0.0005080628325231373
295,0.00035260821459814906
296,0.00046410103095695376
297,0.0004694972885772586
298,0.0004957370110787451
299,0.0004846795927733183
300,0.0005009195301681757
301,0.0004981858073733747
302,0.0004954561009071767
303,0.0005086173769086599
304,0.0006288269069045782
305,0.0005201927851885557
306,0.0005498034879565239
307,0.000538086227606982
308,0.00046906847273930907
309,0.0005783090018667281
