split,group,n,recall5,recall15,within_recall5,within_recall15,log_radius5,log_radius15,abs_log_radius5,abs_log_radius15,within_log_radius15,within_abs_log_radius15,wrong_turn15,wrong_branch15,bridge_near_recall15,bridge_edge_loss15,bridge_true_edges15,bridge_cross_edge_loss15,bridge_cross_true_edges15,log_radius15_q10,log_radius15_q90,scale,method,condition,seed
reference,all,4000,1.0,1.0,1.0,1.0,4.6385117968821655e-16,2.869093851387074e-16,1.1796341681247195e-14,6.099093452505137e-15,2.869093851387074e-16,6.099093452505137e-15,0.0,0.0,,,0,,0,-9.003908729710057e-15,9.76996261670133e-15,1.0,pca,disconnected,2
reference,internal,4000,1.0,1.0,1.0,1.0,4.6385117968821655e-16,2.869093851387074e-16,1.1796341681247195e-14,6.099093452505137e-15,2.869093851387074e-16,6.099093452505137e-15,0.0,0.0,,,0,,0,-9.003908729710057e-15,9.76996261670133e-15,1.0,pca,disconnected,2
reference,A_spiral,1334,1.0,1.0,1.0,1.0,7.71247134122819e-16,1.3066342943484623e-16,1.5140728917161275e-14,7.027029299940064e-15,1.3066342943484623e-16,7.027029299940064e-15,0.0,0.0,,,0,,0,-1.1513012765362938e-14,1.192379528447412e-14,1.0,pca,disconnected,2
reference,B_tree,1332,1.0,1.0,1.0,1.0,7.784897184682003e-17,2.5005023077137443e-17,4.437391395269825e-15,2.4651618750986207e-15,2.5005023077137443e-17,2.4651618750986207e-15,0.0,0.0,,,0,,0,-3.885780586188056e-15,3.974598428158073e-15,1.0,pca,disconnected,2
reference,C_ellipse,1334,1.0,1.0,1.0,1.0,5.418787191402256e-16,7.046670426911525e-16,1.579987182233601e-14,8.799641009197256e-15,7.046670426911525e-16,8.799641009197256e-15,0.0,0.0,,,0,,0,-1.2922996006636903e-14,1.5187850976872048e-14,1.0,pca,disconnected,2
reference,B_branch_0,180,1.0,1.0,1.0,1.0,3.330669073875172e-16,-2.7138785046401226e-17,5.5585166099566096e-15,3.056814061134598e-15,-2.7138785046401226e-17,3.056814061134598e-15,0.0,0.0,,,0,,0,-4.884981308350701e-15,5.107025913275707e-15,1.0,pca,disconnected,2
reference,B_branch_1,170,1.0,1.0,1.0,1.0,-5.87765130683976e-17,4.787020453236681e-16,2.8722122719420227e-15,1.6894982145325164e-15,4.787020453236681e-16,1.6894982145325164e-15,0.0,0.0,,,0,,0,-2.2315482794965668e-15,3.1086244689504336e-15,1.0,pca,disconnected,2
reference,B_branch_2,170,1.0,1.0,1.0,1.0,-5.296416899829488e-16,3.395976310618108e-16,2.8441301601426816e-15,1.4498206556869691e-15,3.395976310618108e-16,1.4498206556869691e-15,0.0,0.0,,,0,,0,-1.9984014443252837e-15,2.4424906541753412e-15,1.0,pca,disconnected,2
reference,B_branch_3,212,1.0,1.0,1.0,1.0,4.980292907634212e-16,-2.4875280032875974e-16,5.790441501547336e-15,3.315482060802768e-15,-2.4875280032875974e-16,3.315482060802768e-15,0.0,0.0,,,0,,0,-5.617728504603307e-15,5.506706202140763e-15,1.0,pca,disconnected,2
reference,B_branch_4,194,1.0,1.0,1.0,1.0,-2.11743566552235e-16,3.6053634304833196e-17,4.160474942796336e-15,2.3286069521648248e-15,3.6053634304833196e-17,2.3286069521648248e-15,0.0,0.0,,,0,,0,-3.219646771412959e-15,3.863576125695545e-15,1.0,pca,disconnected,2
reference,B_branch_5,194,1.0,1.0,1.0,1.0,-9.557074490331117e-17,-1.3105209929854032e-16,3.749005687793505e-15,2.1111405865165998e-15,-1.3105209929854032e-16,2.1111405865165998e-15,0.0,0.0,,,0,,0,-3.852473895449301e-15,3.1086244689504336e-15,1.0,pca,disconnected,2
reference,B_branch_6,212,1.0,1.0,1.0,1.0,4.613709833465604e-16,-1.4034894839601797e-16,5.548496672596005e-15,2.9976021664879234e-15,-1.4034894839601797e-16,2.9976021664879234e-15,0.0,0.0,,,0,,0,-4.5408121707169e-15,4.6629367034256464e-15,1.0,pca,disconnected,2
query,all,2000,1.0,1.0,1.0,1.0,-4.1561198926862255e-16,1.0541567618811706e-16,1.2511047753349665e-14,5.846045869617454e-15,1.0541567618811706e-16,5.846045869617454e-15,0.0,0.0,,,0,,0,-8.892886427247543e-15,9.32587340685127e-15,1.0,pca,disconnected,2
query,internal,2000,1.0,1.0,1.0,1.0,-4.1561198926862255e-16,1.0541567618811706e-16,1.2511047753349665e-14,5.846045869617454e-15,1.0541567618811706e-16,5.846045869617454e-15,0.0,0.0,,,0,,0,-8.892886427247543e-15,9.32587340685127e-15,1.0,pca,disconnected,2
query,A_spiral,667,1.0,1.0,1.0,1.0,-4.930255770526599e-16,7.999597985529534e-16,1.5265816263938767e-14,6.8947013682193685e-15,7.999597985529534e-16,6.8947013682193685e-15,0.0,0.0,,,0,,0,-9.703349235223915e-15,1.296740492762174e-14,1.0,pca,disconnected,2
query,B_tree,666,1.0,1.0,1.0,1.0,-5.404418987740119e-16,-9.785299030856007e-17,4.871311895735187e-15,2.5663488684841274e-15,-9.785299030856007e-17,2.5663488684841274e-15,0.0,0.0,,,0,,0,-3.9968028886505714e-15,3.774758283725525e-15,1.0,pca,disconnected,2
query,C_ellipse,667,1.0,1.0,1.0,1.0,-2.1355564326780932e-16,-3.861645303044751e-16,1.7384561223527048e-14,8.072170285190647e-15,-3.861645303044751e-16,8.072170285190647e-15,0.0,0.0,,,0,,0,-1.4099832412739587e-14,1.2301271112846654e-14,1.0,pca,disconnected,2
query,B_branch_0,90,1.0,1.0,1.0,1.0,-1.7159113636151457e-15,1.9120507646321047e-16,6.9216237679686216e-15,3.292428058582826e-15,1.9120507646321047e-16,3.292428058582826e-15,0.0,0.0,,,0,,0,-5.040412531798223e-15,5.7953641885433025e-15,1.0,pca,disconnected,2
query,B_branch_1,85,1.0,1.0,1.0,1.0,-5.87765130683966e-17,-2.351060522735866e-17,2.54045150928933e-15,1.6744775500817067e-15,-2.351060522735866e-17,1.6744775500817067e-15,0.0,0.0,,,0,,0,-2.7311486405778888e-15,3.019806626980423e-15,1.0,pca,disconnected,2
query,B_branch_2,85,1.0,1.0,1.0,1.0,-4.34946196706101e-16,-3.787819731074218e-17,2.9479686665635053e-15,1.406717879436816e-15,-3.787819731074218e-17,1.406717879436816e-15,0.0,0.0,,,0,,0,-1.887379141862768e-15,2.4424906541753412e-15,1.0,pca,disconnected,2
query,B_branch_3,106,1.0,1.0,1.0,1.0,-1.7637882768573712e-15,-2.126181830178464e-16,7.214354899639716e-15,3.1243351721290976e-15,-2.126181830178464e-16,3.1243351721290976e-15,0.0,0.0,,,0,,0,-5.606626274357056e-15,4.329869796038101e-15,1.0,pca,disconnected,2
query,B_branch_4,97,1.0,1.0,1.0,1.0,-3.5939178322918765e-16,-2.2204460492503535e-16,3.948731376244116e-15,2.2868305187639824e-15,-2.2204460492503535e-16,2.2868305187639824e-15,0.0,0.0,,,0,,0,-3.5305092183080038e-15,3.5527136788004946e-15,1.0,pca,disconnected,2
query,B_branch_5,97,1.0,1.0,1.0,1.0,2.5752595932024857e-16,-3.010192324499183e-16,4.5129993671102975e-15,2.374961624842475e-15,-3.010192324499183e-16,2.374961624842475e-15,0.0,0.0,,,0,,0,-3.930189507173062e-15,3.1086244689504336e-15,1.0,pca,disconnected,2
